epoch,vf-min,discriminator_reward-min,gmm-log-sigs-mean,gmm-log-sigs-max,gmm-log-sigs-min,gmm-mus-min,log_p_z-max,gmm-mus-std,log_p_z-avg,discriminator-loss,qf-min,time-train,time-eval,qf-max,z-entropy,vf-std,best_single_option_policy/episode-length-avg,log_p_z-min,discriminator_reward-max,gmm-log-w-max,pool-size,gmm-mus-max,max-path-return,best_single_option_policy/return-max,qf-avg,gmm-log-w-mean,vf-max,best_single_option_policy/return-average,last-path-return,best_single_option_policy/episode-length-max,discriminator_reward-avg,vf-loss,time-sample,gmm-log-sigs-std,best_single_option_policy/return-min,qf-std,policy-reg-loss,best_single_option_policy/episode-length-min,bellman-error,best_single_option_policy/episode-length-std,log_p_z-std,time-total,kl-surrogate-loss,best_single_option_policy/return-std,vf-avg,gmm-log-w-min,path-length,episodes,gmm-log-w-std,gmm-mus-mean,discriminator_reward-std
447,689.7044,-4.9084826,-0.043212652,0.4931537,-0.6021467,-0.001964322,-3.911973,0.001552103,-3.9119723,3.8431764,682.6098,6.262970671057701,1.085556983947754,683.299,3.9120230054281455,0.12386563,1000.0,-3.911973,-3.0462291,1.0477092,448000,0.0045063444,-30.42578231134037,-0.0010488262901731102,683.037,0.076518856,690.3924,-0.0010488262901731102,-33.153467890414035,1000,-3.8431764,0.012969142,0.699586408212781,0.40628344,-0.0010488262901731102,0.13329393,8.3468214e-05,1000,0.0035555894,0.0,7.1525574e-07,21729.965786248446,-0.093582734,0.0,690.05725,-1.5003632,1000.0,448,0.94932824,0.0007071821,0.37985674
448,689.70355,-5.3303103,-0.04235526,0.5025089,-0.60781014,-0.0033702562,-3.911973,0.00077723566,-3.9119723,3.8317976,682.28485,6.373054475523531,1.0787800326943398,683.39746,3.9120230054281455,0.21744242,1000.0,-3.911973,-3.0965657,1.0639617,449000,0.0022304277,-30.42578231134037,-2.1322638002629904e-05,682.9646,0.07691406,690.88257,-2.1322638002629904e-05,-33.39778549257735,1000,-3.8317976,0.12592256,0.704762551933527,0.41120356,-2.1322638002629904e-05,0.2280463,8.544144e-05,1000,0.03117038,0.0,7.1525574e-07,21738.17462631315,-0.34099835,0.0,690.2103,-1.5322554,1000.0,449,0.9658028,-6.891997e-05,0.35915664
449,689.87256,-5.066988,-0.042079158,0.5045501,-0.60878646,-0.006475785,-3.911973,0.0038385724,-3.9119723,3.8124466,682.17554,6.159108383581042,1.135132435709238,683.4036,3.9120230054281455,0.24981816,1000.0,-3.911973,-2.9042163,1.0676554,450000,0.007249909,-30.42578231134037,-0.003129033780169265,682.7672,0.07756186,691.3063,-0.003129033780169265,-34.33254441614183,1000,-3.8124466,0.42835924,0.6795025831088424,0.4118315,-0.003129033780169265,0.26086485,8.569565e-05,1000,0.084705755,0.0,7.1525574e-07,21746.156466170214,-0.967136,0.0,690.5028,-1.5283251,1000.0,450,0.9659724,-0.0007878491,0.36120048
450,689.1786,-5.0085635,-0.043062564,0.4887944,-0.5989189,-0.0053570643,-3.911973,0.003688395,-3.9119723,3.9043102,681.6997,6.462424345314503,1.1476827962324023,684.0759,3.9120230054281455,0.518561,1000.0,-3.911973,-3.0392685,1.0423018,451000,0.009820049,-30.42578231134037,-0.00023655616701034893,682.7645,0.07541768,691.5729,-0.00023655616701034893,-33.72066648430812,1000,-3.9043097,0.8171386,0.714618575759232,0.40408975,-0.00023655616701034893,0.4469022,8.25814e-05,1000,0.1584927,0.0,7.1525574e-07,22148.235573725775,-0.45010173,0.0,690.52075,-1.5000343,1000.0,451,0.9471982,0.0025053911,0.35655722
451,688.9853,-4.8805385,-0.041060492,0.51130754,-0.61342347,-0.011795525,-3.911973,0.0053802365,-3.9119723,3.8053563,682.4959,6.19982486218214,394.9057075344026,683.94617,3.9120230054281455,0.3331697,1000.0,-3.911973,-2.8906605,1.0681692,452000,0.0030234419,-30.42578231134037,-0.013913431052969823,683.1758,0.077972986,690.5905,-0.013913431052969823,-33.860189036337516,1000,-3.805356,0.18414906,0.6765011018142104,0.4159609,-0.013913431052969823,0.2976185,8.7373446e-05,1000,0.044764422,0.0,7.1525574e-07,22156.187048009597,0.22157219,0.0,689.9689,-1.5308379,1000.0,452,0.9686447,-0.0029257406,0.36075434
452,689.4404,-5.0947857,-0.04307761,0.49177647,-0.6000184,-0.00374662,-3.911973,0.0026908484,-3.9119723,3.8125415,682.5703,6.429791270755231,1.0834599826484919,683.6262,3.9120230054281455,0.20654747,1000.0,-3.911973,-1.3209246,1.0517559,453000,0.007099117,-30.42578231134037,-0.0002212444552597504,683.11237,0.075283796,690.69257,-0.0002212444552597504,-34.39463849629545,1000,-3.8125415,0.0452187,0.7179761920124292,0.40482935,-0.0002212444552597504,0.18890211,8.287572e-05,1000,0.010691977,0.0,7.1525574e-07,22164.735075250268,0.060157638,0.0,690.0523,-1.5127088,1000.0,453,0.95494485,0.0012799371,0.4241926
453,689.67804,-4.8777647,-0.04432518,0.48746288,-0.60144293,-0.0020586397,-3.911973,0.00094176125,-3.9119723,3.758644,682.74896,6.332862513139844,1.411361995153129,683.43634,3.9120230054281455,0.1305861,1000.0,-3.911973,-2.8084702,1.048797,454000,0.0023643975,-30.42578231134037,-0.00036884004728676706,683.103,0.075517595,690.44495,-0.00036884004728676706,-32.806808416028574,1000,-3.7586439,0.0068234205,0.7011970719322562,0.40451613,-0.00036884004728676706,0.12494292,8.279953e-05,1000,0.0015062214,0.0,7.1525574e-07,22173.076331977732,-0.04997515,0.0,690.0735,-1.5032341,1000.0,454,0.9509315,-0.00043344026,0.38837782
454,689.64233,-5.416345,-0.04479246,0.48778915,-0.6010836,-0.0026442423,-3.911973,0.002977282,-3.9119723,3.8386765,682.15234,6.174367547035217,1.3094390835613012,683.58044,3.9120230054281455,0.2869314,1000.0,-3.911973,-3.0197861,1.0433656,455000,0.0056339777,-30.42578231134037,-0.0026582397051697635,682.966,0.075921476,691.0472,-0.0026582397051697635,-32.73598421828886,1000,-3.8386765,0.16810817,0.6755132796242833,0.40399718,-0.0026582397051697635,0.24502324,8.261562e-05,1000,0.03681467,0.0,7.1525574e-07,22181.092672553845,-0.46779656,0.0,690.23834,-1.483845,1000.0,455,0.94053125,0.0015278456,0.43066698
455,689.76184,-4.7338285,-0.045723367,0.48174417,-0.5999265,-0.0032901498,-3.911973,0.0018817174,-3.9119723,3.7856843,682.52966,6.446189891546965,1.1654411545023322,683.41504,3.9120230054281455,0.10227283,1000.0,-3.911973,-2.5393648,1.0292509,456000,0.0030700872,-30.42578231134037,-0.0009280034164412142,683.0956,0.07534793,690.3512,-0.0009280034164412142,-32.90890141016064,1000,-3.785684,0.0073282393,0.7188132451847196,0.4017401,-0.0009280034164412142,0.11581541,8.174467e-05,1000,0.0015622852,0.0,7.1525574e-07,22189.43914370332,-0.07406968,0.0,690.074,-1.4609292,1000.0,456,0.9264077,-0.00032789633,0.34911442
456,689.81964,-4.933889,-0.045032833,0.48708653,-0.6021972,-0.0059432713,-3.911973,0.0031421864,-3.9119723,3.7677646,682.81537,6.3567398600280285,1.1851380234584212,683.4508,3.9120230054281455,0.11366915,1000.0,-3.911973,-3.0516856,1.0409379,457000,0.003150776,-30.42578231134037,-0.0032719389339096227,683.11,0.07541927,690.36,-0.0032719389339096227,-31.878790765639458,1000,-3.767764,0.00525165,0.6999772908166051,0.4040923,-0.0032719389339096227,0.11448283,8.2664556e-05,1000,0.0012052136,0.0,7.1525574e-07,22197.573990141973,0.0008598047,0.0,690.0438,-1.4843559,1000.0,457,0.9395169,-0.0008250036,0.35579482
457,689.54724,-4.9413905,-0.04485632,0.48451102,-0.5983818,-0.004283302,-3.911973,0.0011344847,-3.9119723,3.7855551,682.15784,6.519309078343213,1.0825694259256124,683.566,3.9120230054281455,0.2486115,1000.0,-3.911973,-3.0000565,1.0333476,458000,0.00411186,-30.42578231134037,-6.075344359288692e-05,683.0654,0.07523738,691.2793,-6.075344359288692e-05,-33.15422010369319,1000,-3.7855554,0.08450793,0.7349676331505179,0.401663,-6.075344359288692e-05,0.2056059,8.1673184e-05,1000,0.018889155,0.0,7.1525574e-07,22205.9140205523,-0.107075416,0.0,690.0924,-1.4670835,1000.0,458,0.9295991,4.465614e-05,0.37640187
458,689.5941,-5.0170717,-0.046125405,0.48134124,-0.60025847,-0.0033017586,-3.911973,0.0030720362,-3.9119723,3.8742445,682.73737,6.021729593165219,1.088862320408225,683.4519,3.9120230054281455,0.12516701,1000.0,-3.911973,-3.0848212,1.0235443,459000,0.0073829615,-30.42578231134037,-0.00011119322429493647,683.11523,0.0754143,690.52734,-0.00011119322429493647,-33.257382336272926,1000,-3.8742447,0.004342056,0.6633430114015937,0.40135378,-0.00011119322429493647,0.13256896,8.161191e-05,1000,0.0009491161,0.0,7.1525574e-07,22213.720839271322,-0.03147854,0.0,690.0639,-1.4458697,1000.0,459,0.9182114,0.0014330008,0.35233653
459,689.7752,-5.181961,-0.046039864,0.47837073,-0.5956219,-0.003964514,-3.911973,0.0030683272,-3.9119723,3.8200073,682.77954,6.349946140311658,1.1366020683199167,683.40485,3.9120230054281455,0.15840384,1000.0,-3.911973,-2.829844,1.0138497,460000,0.00720233,-30.42578231134037,-0.004249062273231629,683.1141,0.07530968,690.49866,-0.004249062273231629,-34.630184816796096,1000,-3.8200076,0.020457119,0.7056774264201522,0.39878982,-0.004249062273231629,0.121167704,8.0582584e-05,1000,0.004989748,0.0,7.1525574e-07,22221.805678283796,-0.03348369,0.0,690.09814,-1.4250929,1000.0,460,0.9063714,0.0016709901,0.3907853
460,689.34827,-5.9021106,-0.044558056,0.4906581,-0.6025676,-0.0042271935,-3.911973,0.0058816588,-3.9119723,3.8444786,682.96106,6.152709463611245,1.027434770949185,683.74805,3.9120230054281455,0.17528611,1000.0,-3.911973,-2.4166243,1.0307416,461000,0.011757766,-30.42578231134037,-0.013072996650009824,683.38226,0.07558845,690.22656,-0.013072996650009824,-34.509082557615436,1000,-3.8444786,0.1752855,0.676763909868896,0.40511683,-0.013072996650009824,0.14835072,8.307166e-05,1000,0.038323358,0.0,7.1525574e-07,22662.414202618413,0.6894047,0.0,689.7706,-1.4580396,1000.0,461,0.92596453,0.0019019013,0.40776956
461,689.53033,-5.162609,-0.041993238,0.5035311,-0.6084695,-0.008233251,-3.911973,0.0033493617,-3.9119723,3.77945,682.78107,7.158461934886873,433.78195281047374,683.634,3.9120230054281455,0.12713164,1000.0,-3.911973,-2.4928665,1.0665287,462000,0.0022357302,-30.42578231134037,-0.0014700736457573524,683.166,0.08217357,690.2716,-0.0014700736457573524,-34.344706286043944,1000,-3.77945,0.010974148,0.8014348428696394,0.41156358,-0.0014700736457573524,0.13373093,8.558096e-05,1000,0.0029813764,0.0,7.1525574e-07,22672.009320020676,0.12095027,0.0,690.001,-1.520519,1000.0,462,0.96539265,-0.0016147143,0.40928888
462,689.12994,-5.6031394,-0.04207219,0.49588516,-0.60089993,-0.009256413,-3.911973,0.005476451,-3.9119723,3.8511386,682.6218,6.662747861817479,1.6497371066361666,683.9737,3.9120230054281455,0.2899943,1000.0,-3.911973,-3.1445532,1.0625664,463000,0.00556569,-30.42578231134037,-0.0030976385460235187,683.21423,0.08221741,690.5627,-0.0030976385460235187,-31.633457734417544,1000,-3.8511386,0.15133695,0.7493249997496605,0.40697476,-0.0030976385460235187,0.25929698,8.371444e-05,1000,0.034863524,0.0,7.1525574e-07,22680.77761882078,0.26280004,0.0,689.9096,-1.5191027,1000.0,463,0.96371317,-0.00047019235,0.3849614
463,689.6232,-4.7611113,-0.041398566,0.50268656,-0.60385144,-0.0013774975,-3.911973,0.0019060367,-3.9119723,3.7796614,682.6851,7.270263654179871,1.3530560685321689,683.6416,3.9120230054281455,0.19146621,1000.0,-3.911973,-2.4376297,1.0710562,464000,0.004305677,-30.42578231134037,-4.3035510628541834e-05,683.1134,0.082668416,690.64685,-4.3035510628541834e-05,-31.999805531726334,1000,-3.7796614,0.037916403,0.8351751873269677,0.41052935,-4.3035510628541834e-05,0.17727293,8.512616e-05,1000,0.009956346,0.0,7.1525574e-07,22690.34224474337,-0.06681366,0.0,690.0878,-1.5380542,1000.0,464,0.97527134,0.00077074126,0.3724663
464,689.68176,-5.031515,-0.041910984,0.49690622,-0.6011721,-0.0022613937,-3.911973,0.0014421395,-3.9119723,3.8252652,682.7467,6.858242605812848,1.4768651006743312,683.66833,3.9120230054281455,0.124133505,1000.0,-3.911973,-2.9838529,1.0641246,465000,0.0018189074,-30.42578231134037,-0.0005113930967581837,683.098,0.08212806,690.3801,-0.0005113930967581837,-33.27674040088217,1000,-3.8252652,0.0111736115,0.7680034730583429,0.4079182,-0.0005113930967581837,0.14526513,8.4077976e-05,1000,0.002576084,0.0,7.1525574e-07,22699.601195136085,-0.07827436,0.0,690.0966,-1.527815,1000.0,465,0.9685621,0.00013066229,0.36029384
465,689.37067,-4.870532,-0.04154949,0.49546957,-0.60168266,-0.0016662534,-3.911973,0.0009023509,-3.9119723,3.718984,682.3904,6.863184010609984,1.6392865348607302,683.77545,3.9120230054281455,0.25049242,1000.0,-3.911973,-0.016059453,1.0641427,466000,0.0013508609,-30.42578231134037,-9.519678235747622e-05,683.15466,0.08242533,690.53503,-9.519678235747622e-05,-34.5761784327219,1000,-3.718984,0.0970008,0.7750347089022398,0.4064799,-9.519678235747622e-05,0.24900739,8.3476545e-05,1000,0.024023509,0.0,7.1525574e-07,22708.445969165303,0.08833598,0.0,690.02124,-1.5209141,1000.0,466,0.962914,-4.5631343e-05,0.508263
466,689.82117,-6.021769,-0.043683518,0.49292058,-0.604022,-0.0023159645,-3.911973,0.00070419564,-3.9119723,3.8347998,682.7674,6.507657442241907,1.2038322631269693,683.58514,3.9120230054281455,0.11606419,1000.0,-3.911973,-2.7476623,1.0597975,467000,0.0017015385,71.44047769295366,-1.1639809940788837e-05,683.1433,0.08292019,690.4887,-1.1639809940788837e-05,71.44047769295366,1000,-3.8347998,0.0029536046,0.7239004923030734,0.4062318,-1.1639809940788837e-05,0.116006844,8.346663e-05,1000,0.00079654116,0.0,7.1525574e-07,22717.265059106983,0.020812042,0.0,690.06055,-1.5042068,842.0,467,0.95374024,0.00038877275,0.44177
467,685.92584,-5.6929674,-0.044763498,0.4840781,-0.5954384,-0.0047153793,-3.911973,0.0028768168,-3.9119723,3.8432677,678.729,7.201420313678682,1.6001014644280076,683.8005,3.9120230054281455,0.6398613,1000.0,-3.911973,-2.3400328,1.0285583,468000,0.004078982,71.44047769295366,-0.0007289959865079967,683.0119,0.081094645,690.80817,-0.0007289959865079967,-33.47456599118151,1000,-3.843268,0.00477333,0.8179419338703156,0.40044558,-0.0007289959865079967,0.65023714,8.118495e-05,1000,0.0022030922,0.0,7.1525574e-07,22726.587165430188,-0.0035519989,0.0,689.9631,-1.4601741,1000.0,468,0.9262178,-0.0010567879,0.4436295
468,686.70056,-6.2517295,-0.045210183,0.48545688,-0.59975195,-0.003084603,-3.911973,0.0027831725,-3.9119723,3.9093971,679.70905,6.898725510574877,1.2993200551718473,683.7674,3.9120230054281455,0.5620477,1000.0,-3.911973,-2.5407262,1.0325563,469000,0.0045406683,71.44047769295366,-0.0012630095088116632,682.9678,0.08155019,690.8163,-0.0012630095088116632,-33.55666807874662,1000,-3.9093971,0.0006524762,0.7820992767810822,0.40249985,-0.0012630095088116632,0.5667685,8.20289e-05,1000,0.00027382554,0.0,7.1525574e-07,22735.937635281123,-0.024359971,0.0,689.9159,-1.4649343,1000.0,469,0.9309466,-2.2475026e-05,0.4546622
469,684.0025,-4.844306,-0.042868607,0.49733168,-0.60097784,-0.0031187679,-3.911973,0.0025681693,-3.9119723,3.7468238,676.856,7.154425752349198,1.6837433194741607,684.05,3.9120230054281455,0.977337,1000.0,-3.911973,-2.2161992,1.0435643,470000,0.004658658,71.44047769295366,-0.0020091932829345185,682.92554,0.0819743,691.1629,-0.0020091932829345185,-34.93577066923919,1000,-3.7468238,0.0034455792,0.8148749377578497,0.40640157,-0.0020091932829345185,0.9527995,8.350325e-05,1000,0.0021104584,0.0,7.1525574e-07,22745.669158419594,0.035719052,0.0,689.82983,-1.4799175,1000.0,470,0.9387965,0.00022728478,0.3935902
470,688.5489,-5.273465,-0.046842955,0.47979918,-0.5970324,-0.0049192584,-3.911973,0.0009573517,-3.9119723,3.8228269,681.61896,7.038342596031725,1.7703757053241134,684.3725,3.9120230054281455,0.5207071,1000.0,-3.911973,-2.7160754,1.0120269,471000,0.00027414877,71.44047769295366,-0.00046271832991351397,683.0565,0.07953008,691.27203,-0.00046271832991351397,-33.353617711390065,1000,-3.8228269,0.0016956516,0.7904336154460907,0.39977667,-0.00046271832991351397,0.5187516,8.101107e-05,1000,0.00092221214,0.0,7.1525574e-07,23191.200176394545,0.01321682,0.0,689.97974,-1.4431651,1000.0,471,0.9166526,-0.0023335377,0.4457202
471,683.0664,-4.873195,-0.043423355,0.4961834,-0.6018978,-0.00731357,-3.911973,0.0018299642,-3.9119723,3.8067684,676.01215,7.09093065559864,437.7005238085985,684.19135,3.9120230054281455,0.9187256,1000.0,-3.911973,-2.926,1.0383551,472000,-0.0004517862,71.44047769295366,-0.0023986975200884332,682.9127,0.08102314,691.11707,-0.0023986975200884332,-35.056167333838225,1000,-3.8067684,0.0023077372,0.793956040404737,0.4064569,-0.0023986975200884332,0.9241144,8.355253e-05,1000,0.00065963523,0.0,7.1525574e-07,23200.608727429993,-0.04452242,0.0,689.8885,-1.4786645,1000.0,472,0.93863845,-0.0029750965,0.34165168
472,680.0912,-6.269006,-0.04414103,0.49192646,-0.60037845,-0.0046706623,-3.911973,0.0016786103,-3.9119723,3.8679142,672.6598,6.961507707834244,1.5283169224858284,684.01196,3.9120230054281455,1.5608677,1000.0,-3.911973,-2.6310027,1.031448,473000,0.001070424,71.44047769295366,-0.0010299033594804994,682.75586,0.078729145,690.9404,-0.0010299033594804994,-34.78232909915417,1000,-3.8679142,0.0017378372,0.7819260833784938,0.40443173,-0.0010299033594804994,1.6026157,8.275945e-05,1000,0.0012305139,0.0,7.1525574e-07,23209.861733592115,0.019575536,0.0,689.6814,-1.4798248,1000.0,473,0.93550074,-0.0016162349,0.4590719
473,680.7162,-5.035361,-0.044419475,0.49398163,-0.6061159,-0.0051888134,-3.911973,0.0007090773,-3.9119723,3.8054092,673.7827,7.225475218147039,1.5133702931925654,684.0424,3.9120230054281455,0.906789,1000.0,-3.911973,-2.6342902,1.062457,474000,0.0006867554,71.44047769295366,-0.0005124487592016892,682.9484,0.07849576,690.97437,-0.0005124487592016892,-32.7586488686125,1000,-3.8054094,0.0016099525,0.8210696456953883,0.40262586,-0.0005124487592016892,0.91156524,8.2041355e-05,1000,0.000601544,0.0,7.1525574e-07,23219.48101734463,-0.007690697,0.0,689.88696,-1.5188234,1000.0,474,0.93217963,-0.001265883,0.38143808
474,683.02563,-5.006062,-0.044392653,0.49420726,-0.6050361,-0.006067169,-3.911973,0.0015856622,-3.9119723,3.815715,675.3692,7.256577440537512,1.58019145950675,684.37305,3.9120230054281455,0.9893988,1000.0,-3.911973,-2.8679414,1.0766883,475000,0.0012998804,71.44047769295366,-0.0009260621681050907,682.56134,0.078731745,691.30237,-0.0009260621681050907,-32.51377600921237,1000,-3.8157153,0.394023,0.8283580346032977,0.40125224,-0.0009260621681050907,1.0128394,8.148866e-05,1000,0.0992472,0.0,7.1525574e-07,23228.96160170529,-0.9792677,0.0,690.1757,-1.5271461,1000.0,475,0.93066335,-0.0008878877,0.40236714
475,683.36975,-4.9945,-0.043042853,0.49697858,-0.60179627,-0.0035330257,-3.911973,0.002461835,-3.9119723,3.8277583,676.4898,6.922459142282605,1.4022541660815477,683.8288,3.9120230054281455,0.8741985,1000.0,-3.911973,-2.8734813,1.0808449,476000,0.0046497714,71.44047769295366,-0.0016494240574047576,682.8977,0.07973035,690.6803,-0.0016494240574047576,-33.96960109238039,1000,-3.8277583,0.0219652,0.788019323721528,0.40531328,-0.0016494240574047576,0.88310087,8.306985e-05,1000,0.0051742997,0.0,7.1525574e-07,23238.141256893054,0.064104736,0.0,689.7777,-1.5402939,1000.0,476,0.95459104,0.0013699154,0.39137357
476,683.88513,-4.962138,-0.041748405,0.50443506,-0.60822976,-0.00883407,-3.911973,0.0028844497,-3.9119723,3.8309495,676.9155,7.089857351966202,1.48025110270828,684.3618,3.9120230054281455,0.8381009,1000.0,-3.911973,-1.9196371,1.1034119,477000,0.0036120042,71.44047769295366,-0.0016218642368329489,682.9597,0.08008455,691.3065,-0.0016218642368329489,-32.32842949722036,1000,-3.8309495,0.0035081292,0.813186751678586,0.4082107,-0.0016218642368329489,0.84198976,8.41936e-05,1000,0.0010983419,0.0,7.1525574e-07,23247.531279931776,-0.033578753,0.0,689.9175,-1.5752689,1000.0,477,0.96720934,7.0842885e-05,0.4562086
477,684.2177,-5.008214,-0.041623846,0.50566596,-0.60951227,-0.00260016,-3.911973,0.00087463466,-3.9119723,3.8667898,677.3359,6.711080593056977,1.494298798032105,683.7868,3.9120230054281455,0.580778,1000.0,-3.911973,-3.147093,1.1126585,478000,0.002697236,71.44047769295366,-1.931012450029357e-05,683.0003,0.07950991,690.8072,-1.931012450029357e-05,-34.00742079787061,1000,-3.8667893,0.0024089888,0.7628948353230953,0.4080855,-1.931012450029357e-05,0.57848686,8.413362e-05,1000,0.0007255728,0.0,7.1525574e-07,23256.55903830286,0.018591456,0.0,689.9239,-1.5992215,1000.0,478,0.9746729,0.000456349,0.37102452
478,685.1983,-4.927911,-0.04259534,0.5018084,-0.60697347,-0.0064930697,-3.911973,0.001687727,-3.9119723,3.8016324,678.17255,7.039881848730147,1.5613642176613212,684.5583,3.9120230054281455,0.6746744,1000.0,-3.911973,-0.9532838,1.0981629,479000,5.4848846e-05,71.44047769295366,-0.00011739135149433368,683.0602,0.07952515,690.52966,-0.00011739135149433368,-34.790659840816026,1000,-3.8016324,0.18013297,0.8090278012678027,0.40876713,-0.00011739135149433368,0.6987058,8.445939e-05,1000,0.039125618,0.0,7.1525574e-07,23265.859710549004,0.29403657,0.0,689.834,-1.5865891,1000.0,479,0.9839777,-0.0033255743,0.42946762
479,685.7362,-4.713039,-0.042576272,0.50108397,-0.60697824,-0.007588484,-3.911973,0.0022485333,-3.9119723,3.7914524,678.15955,6.96306695882231,1.45900989882648,683.93054,3.9120230054281455,0.45350218,1000.0,-3.911973,-3.0313659,1.0987505,480000,0.0015241654,71.44047769295366,-0.002296131089352115,683.00916,0.079563886,690.79565,-0.002296131089352115,-32.67792830094269,1000,-3.7914526,0.05670099,0.796871748752892,0.40889663,-0.002296131089352115,0.5193094,8.450776e-05,1000,0.014465324,0.0,7.1525574e-07,23275.169559205882,-0.04128711,0.0,689.98047,-1.5799096,1000.0,480,0.97915393,-0.0010881089,0.36480144
480,688.31976,-4.7463427,-0.04361437,0.49545395,-0.60374796,-0.0049042488,-3.911973,0.0018890373,-3.9119723,3.784947,681.4708,7.018016305752099,1.5526407733559608,684.1137,3.9120230054281455,0.4322547,1000.0,-3.911973,-1.8998415,1.0541804,481000,0.0015283843,71.44047769295366,-0.0008827503405917981,683.06726,0.07781638,691.0747,-0.0008827503405917981,-33.182064704848514,1000,-3.7849467,0.0005616732,0.7979602422565222,0.40499622,-0.0008827503405917981,0.4292817,8.2965365e-05,1000,0.0002513389,0.0,7.1525574e-07,23786.56309512537,-0.010612957,0.0,690.0061,-1.519879,1000.0,481,0.9493972,-0.0016982541,0.35054138
481,683.00104,-5.2568674,-0.042885702,0.50106466,-0.60339993,-0.015157697,-3.911973,0.0022352,-3.9119723,3.903661,675.9873,7.152682770974934,503.5807508341968,684.7111,3.9120230054281455,0.81778127,1000.0,-3.911973,-3.0028558,1.0948479,482000,0.0035040216,71.44047769295366,-0.0005291669525075095,683.0439,0.07759985,691.61804,-0.0005291669525075095,-32.57745657136516,1000,-3.9036613,0.0011051379,0.8098043678328395,0.4052433,-0.0005291669525075095,0.8216111,8.303401e-05,1000,0.00055212853,0.0,7.1525574e-07,23795.76710572373,0.023688376,0.0,689.97015,-1.568547,1000.0,482,0.9440942,-0.0012786225,0.3866651
482,679.8861,-5.2271547,-0.044307165,0.49343157,-0.6009948,-0.013119182,-3.911973,0.0009828036,-3.9119723,3.8957996,672.94965,7.117837492376566,1.2444241931661963,684.097,3.9120230054281455,1.2039329,1000.0,-3.911973,-2.6309783,1.0876697,483000,-0.0021021063,71.44047769295366,-0.0007037713253630784,682.91394,0.07744953,690.96387,-0.0007037713253630784,-33.07485696647837,1000,-3.8957996,0.0014208248,0.8155787717550993,0.4031231,-0.0007037713253630784,1.1971707,8.223984e-05,1000,0.0005211118,0.0,7.1525574e-07,23805.37602715753,0.012644937,0.0,689.8404,-1.556308,1000.0,483,0.9383265,-0.0027124337,0.39189857
483,681.0398,-5.016696,-0.04499493,0.48779598,-0.59990156,-0.008328081,-3.911973,0.0010206123,-3.9119723,3.8121476,674.1188,6.854477636516094,1.6920993849635124,684.0003,3.9120230054281455,1.3756864,1000.0,-3.911973,-2.900287,1.0644832,484000,0.00016600033,71.44047769295366,-0.00039302103537650627,682.7743,0.07773875,690.828,-0.00039302103537650627,-31.370407432306536,1000,-3.8121471,0.0040349225,0.7723615933209658,0.40243232,-0.00039302103537650627,1.380568,8.199007e-05,1000,0.001017017,0.0,7.1525574e-07,23814.42633589357,0.06637374,0.0,689.65765,-1.5169905,1000.0,484,0.93198746,-0.0016539481,0.34516826
484,688.4766,-4.714331,-0.046021454,0.4808105,-0.59461695,-0.0019344918,-3.911973,0.00084416015,-3.9119723,3.8319645,682.0337,7.001711831428111,1.4181523518636823,684.2797,3.9120230054281455,0.44915307,1000.0,-3.911973,-2.638217,1.0308416,485000,0.002972068,71.44047769295366,-0.0005022675981560809,683.0615,0.07757041,691.11884,-0.0005022675981560809,-32.64587306143337,1000,-3.8319647,0.055685192,0.8009466314688325,0.39787504,-0.0005022675981560809,0.4438136,8.021245e-05,1000,0.014147316,0.0,7.1525574e-07,23823.480080994777,0.12673728,0.0,689.8645,-1.4596055,1000.0,485,0.91311526,0.0013174696,0.35325602
485,679.6211,-5.070262,-0.045923587,0.4963986,-0.601694,-0.015849654,-3.911973,0.0033786625,-3.9119723,3.816607,672.59344,6.512002944946289,1.2553370846435428,683.66156,3.9120230054281455,0.9443689,1000.0,-3.911973,-2.700897,1.0910165,486000,0.005633464,71.44047769295366,-0.0008636170278933264,682.94464,0.07658255,690.61066,-0.0008636170278933264,-34.09665226301202,1000,-3.816607,0.0035071685,0.7296016970649362,0.40177134,-0.0008636170278933264,0.9595431,8.1770304e-05,1000,0.002202366,0.0,7.1525574e-07,23832.19585904479,0.030374764,0.0,689.8567,-1.5290718,1000.0,486,0.90501755,-0.00030184354,0.39149904
486,689.19403,-4.9240494,-0.043773506,0.5010482,-0.6053687,-0.012531219,-3.911973,0.005604004,-3.9119723,3.8052542,682.2683,7.216408935375512,1.4804604351520538,683.683,3.9120230054281455,0.23024887,1000.0,-3.911973,-2.345782,1.0469582,487000,0.0047448473,71.44047769295366,-0.0005859717235519923,682.98267,0.07818419,690.576,-0.0005859717235519923,-32.92037533192689,1000,-3.8052545,0.0012019143,0.8263582866638899,0.40660843,-0.0005859717235519923,0.22905408,8.364132e-05,1000,0.00047607665,0.0,7.1525574e-07,23841.630252670497,-0.0115528535,0.0,689.93,-1.4828384,1000.0,487,0.92831707,-0.0021394643,0.38913974
