best_single_option_policy/episode-length-avg,time-eval,gmm-log-w-mean,epoch,vf-std,discriminator_reward-std,last-path-return,best_single_option_policy/return-std,gmm-log-w-min,vf-avg,gmm-log-sigs-min,discriminator_reward-min,vf-max,best_single_option_policy/return-average,time-total,gmm-log-w-max,discriminator-loss,log_p_z-avg,best_single_option_policy/episode-length-min,kl-surrogate-loss,gmm-log-w-std,gmm-mus-mean,gmm-log-sigs-mean,log_p_z-min,qf-avg,vf-loss,pool-size,qf-min,best_single_option_policy/episode-length-std,best_single_option_policy/return-max,vf-min,policy-reg-loss,gmm-log-sigs-std,time-sample,time-train,episodes,gmm-mus-max,gmm-log-sigs-max,gmm-mus-min,qf-std,log_p_z-max,z-entropy,best_single_option_policy/episode-length-max,log_p_z-std,gmm-mus-std,max-path-return,path-length,discriminator_reward-max,qf-max,bellman-error,discriminator_reward-avg,best_single_option_policy/return-min
1000.0,1.8081615893170238,-1.5236466,375,29.688644,0.73364925,15.998583061614212,0.0,-10.0,371.56757,-1.6481569,0.13812375,463.53296,95.52312641844583,25966.59967598226,16.834198,0.5151131,-3.9119723,1000,-0.59754384,5.235483,0.11393254,-0.34917635,-3.911973,370.83755,0.7595572,376000,285.93454,0.0,95.52312641844583,287.41412,0.0005637852,0.40802878,1.1273278929293156,7.1211566692218184,376,3.1604416,1.7208817,-4.544911,29.656507,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.9089435,143.1598178728137,1000.0,3.9119601,464.05087,0.3793269,3.39686,95.52312641844583
1000.0,1.5351152792572975,-1.5347023,376,33.742657,1.308886,20.42847536459918,0.0,-10.0,372.5379,-1.8369615,-7.089837,474.95126,79.863316076408,25976.50608806219,20.901468,0.7172085,-3.9119723,1000,0.87217414,5.5740504,0.08081982,-0.345495,-3.911973,372.67535,0.5522139,377000,285.7077,0.0,79.863316076408,283.57013,0.0006000801,0.4424972,1.1300274021923542,7.179884499870241,377,3.6466641,1.4190917,-3.5144567,33.738224,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.93726087,143.1598178728137,1000.0,3.911964,473.55835,0.55870044,3.1947644,79.863316076408
1000.0,1.5902430210262537,-1.4867889,377,28.990837,0.81918526,-13.531497832974178,0.0,-10.0,371.36652,-1.6311399,-0.46381378,472.09296,102.61916020340595,25985.554348378442,16.755413,0.5506896,-3.9119723,1000,-1.1525365,5.067817,0.12774798,-0.4294487,-3.911973,370.24658,0.6697162,378000,304.89603,0.0,102.61916020340595,309.16467,0.00063303614,0.39629406,0.990861683152616,6.683230577036738,378,4.3642344,2.0,-4.720412,28.784212,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.9530359,143.1598178728137,1000.0,3.911973,468.8168,0.34562248,3.3612835,102.61916020340595
1000.0,1.381421983242035,-1.4910841,378,25.469948,1.1866071,18.27076850102254,0.0,-10.0,374.19385,-1.7755824,-4.637023,432.36612,42.771167056833875,25993.86754757352,20.762142,0.6220231,-3.9119723,1000,0.6605289,5.2688107,0.1557763,-0.41309652,-3.911973,374.4639,1.0717366,379000,284.71506,0.0,42.771167056833875,283.2645,0.0005693624,0.4330343,0.8933520894497633,5.975818204693496,379,2.7959347,1.2695258,-3.431971,25.151884,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.8696498,143.1598178728137,1000.0,3.9119608,429.50696,0.5122897,3.28995,42.771167056833875
1000.0,1.4427128415554762,-1.5484307,379,26.12047,0.88500065,-12.61682042240045,0.0,-10.0,370.42813,-4.0778613,-1.5584545,426.8666,192.09658044811192,26002.060374187306,15.989632,0.62515014,-3.9119723,1000,-0.13489594,5.362215,0.08702178,-0.36572814,-3.911973,369.83505,0.5720315,380000,277.23486,0.0,192.09658044811192,278.56656,0.00066657184,0.44366714,0.8823746666312218,5.895899794064462,380,13.123247,1.5284936,-7.224495,26.134048,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.9974833,143.1598178728137,1000.0,3.911967,424.28778,0.5046584,3.2868228,192.09658044811192
1000.0,1.4199485536664724,-1.4909832,380,25.743063,0.61318684,20.472547772539773,0.0,-10.0,372.8485,-1.7778903,0.8624425,451.74176,186.32772834282963,26567.15126417298,19.132341,0.49585396,-3.9119723,1000,-0.3797598,5.10659,-0.03648761,-0.4319959,-3.911973,372.0517,0.8580667,381000,292.42175,0.0,186.32772834282963,295.03287,0.0006025431,0.40621367,1.0089696571230888,6.518389401957393,381,3.8216944,1.5494767,-3.6381,26.025826,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.9231062,143.1598178728137,1000.0,3.911962,453.75998,0.7405795,3.416119,186.32772834282963
1000.0,557.5650965524837,-1.5124896,381,27.072414,1.0007117,-4.64486099427448,0.0,-10.0,371.25757,-1.6412101,-1.4907022,443.7731,204.60450818748012,26577.414040527306,18.2971,0.6893697,-3.9119723,1000,-0.5168927,5.5611553,0.004816483,-0.39037588,-3.911973,370.18042,1.7318118,382000,277.0437,0.0,204.60450818748012,278.42172,0.0005721345,0.41808367,1.1372618805617094,7.365372875705361,382,2.7446213,1.622423,-2.9405534,26.968386,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.9039128,143.1598178728137,1000.0,3.9119685,444.4126,0.5302254,3.2226033,204.60450818748012
1000.0,1.7645668387413025,-1.4598503,382,29.656881,0.9016963,-14.869397940574439,0.0,-10.0,369.72214,-1.9887068,-0.45864916,445.47998,184.07255333329363,26586.993912517093,13.957038,0.55142605,-3.9119723,1000,-0.33864444,4.87491,0.16390377,-0.4531066,-3.911973,369.00146,0.41369694,383000,285.721,0.0,184.07255333329363,285.25766,0.0005694183,0.4050109,1.0500258253887296,6.7707801554352045,383,6.32764,0.8334751,-2.45829,29.651766,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.8617614,143.1598178728137,1000.0,3.9119656,443.30264,0.5081551,3.360547,184.07255333329363
1000.0,1.7746591167524457,-1.4826252,383,23.342249,1.2409476,-12.26483171322614,0.0,-10.0,368.47083,-1.7877768,-4.7897463,437.04495,198.2887974871917,26596.898057559505,13.129198,0.7508856,-3.9119723,1000,0.5156284,4.9293923,0.0035047503,-0.41301203,-3.911973,368.45233,0.37359947,384000,284.71756,0.0,198.2887974871917,283.69327,0.0005876323,0.39549613,1.1082339016720653,7.183932450599968,384,3.7884176,0.8035708,-3.1566641,23.270506,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.9210083,143.1598178728137,1000.0,3.9118187,437.18118,0.51152176,3.1610875,198.2887974871917
1000.0,1.6052437731996179,-1.4080704,384,23.90343,0.8398814,-0.29510732498333053,0.0,-10.0,370.64294,-1.8492222,-0.48342896,418.10135,202.87574094088575,26606.829975184985,16.144396,0.6295333,-3.9119723,1000,0.41653344,4.9004035,0.066368096,-0.4059844,-3.911973,370.50098,0.38667428,385000,282.82028,0.0,202.87574094088575,283.40247,0.0005250724,0.3893481,1.1080948263406754,7.08814980275929,385,5.0191693,1.4143859,-4.1339436,23.86362,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.85400516,143.1598178728137,1000.0,3.9117033,418.73206,0.34152567,3.2824397,202.87574094088575
1000.0,1.7442363239824772,-1.5221168,385,26.80486,1.0022819,117.81953897751318,0.0,-10.0,365.5019,-1.8118021,-1.5562677,411.3032,175.25844877051216,26616.55837916583,16.870844,0.64632523,-3.9119723,1000,-1.1723514,4.960339,0.06808334,-0.40431345,-3.911973,364.28546,0.80607855,386000,270.41385,0.0,175.25844877051216,269.82748,0.00052904565,0.38727134,1.0894932271912694,7.039968811906874,386,3.200177,0.83150554,-3.8855424,27.083622,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.8602369,143.1598178728137,1000.0,3.9119596,409.78632,0.48148066,3.2656476,175.25844877051216
1000.0,1.6134178042411804,-1.5884734,386,27.854792,1.0647187,-17.80877587665718,0.0,-10.0,369.74548,-1.8435003,-1.8628006,436.47183,174.86409670423706,26626.464625528082,17.984713,0.78038895,-3.9119723,1000,-0.55809975,5.3190384,0.020324549,-0.38128155,-3.911973,368.98895,0.38971466,387000,280.29767,0.0,174.86409670423706,280.94287,0.0005467999,0.41326115,1.1121310219168663,7.264977867715061,387,3.0237517,1.3009105,-3.2502794,27.843107,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.88149095,143.1598178728137,1000.0,3.9119718,434.58545,0.46991733,3.1315842,174.86409670423706
1000.0,1.5159449744969606,-1.3908279,387,27.506956,1.0278395,30.483866713277347,0.0,-10.0,372.713,-1.9469252,-1.6698194,432.90018,175.98602777273368,26635.064130010083,15.918491,0.62213945,-3.9119723,1000,1.1591427,4.829751,0.08652375,-0.39244235,-3.911973,373.015,0.7305851,388000,270.86368,0.0,175.98602777273368,270.42993,0.0005580323,0.39795655,0.9282473074272275,6.093441798351705,388,3.8998618,1.3199686,-3.16534,27.509789,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.8922992,143.1598178728137,1000.0,3.911927,431.72397,0.9448374,3.2898335,175.98602777273368
1000.0,1.5960217397660017,-1.4524047,388,31.07853,1.0854741,16.892551800082213,0.0,-10.0,368.33783,-1.7974608,-3.106738,461.87686,201.71997225249504,26644.78436399717,21.328064,0.7203579,-3.9119723,1000,-0.40954942,5.1194057,0.09391115,-0.36387768,-3.911973,367.8569,0.60257673,389000,263.95645,0.0,201.71997225249504,261.40915,0.00055721484,0.43005863,1.1071251863613725,7.164448640309274,389,3.6406035,1.3541156,-3.261275,31.008148,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.88783604,143.1598178728137,1000.0,3.9119525,462.18863,0.535499,3.191615,201.71997225249504
1000.0,1.443182498216629,-1.4368525,389,24.545834,0.9569872,-10.714556681237474,0.0,-10.0,377.74734,-1.6575545,-1.2682991,446.8513,163.6530312882532,26654.513088991866,17.627464,0.61528146,-3.9119723,1000,1.172867,4.8729386,0.13260537,-0.3796206,-3.911973,378.19586,1.258851,390000,321.14255,0.0,163.6530312882532,321.86716,0.0005525996,0.41323814,1.0803428115323186,7.0114672388881445,390,2.6326885,1.3697637,-2.6078172,24.587936,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.87905484,143.1598178728137,1000.0,3.911972,450.58734,0.56003046,3.2966914,163.6530312882532
1000.0,1.6542231384664774,-1.4879868,390,24.389477,0.8555306,1.0091663754953697,0.0,-10.0,373.22104,-1.9583461,-0.039815664,454.8306,135.009765755034,27226.198158549145,20.756365,0.6254568,-3.9119723,1000,-0.72640955,4.975158,0.09455699,-0.3923198,-3.911973,372.34225,0.6169504,391000,285.86005,0.0,135.009765755034,285.8264,0.0005752957,0.42572132,0.9898110963404179,6.4496605433523655,391,5.72627,2.0,-5.3189535,24.463064,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.89805174,143.1598178728137,1000.0,3.911932,454.7889,0.34766293,3.2865162,135.009765755034
1000.0,564.2418027734384,-1.4272468,391,23.931028,0.90642667,-20.51300467368639,0.0,-10.0,372.5819,-1.8551581,-0.055314302,428.3597,183.02950636620585,27235.92251122184,21.105558,0.66055566,-3.9119723,1000,-1.0115839,4.585207,0.15611266,-0.40087196,-3.911973,371.31073,0.75447655,392000,296.97543,0.0,183.02950636620585,301.75916,0.000561935,0.4087156,1.112676260061562,7.193968888372183,392,3.7203257,0.9678343,-3.2344162,24.217798,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.87849426,143.1598178728137,1000.0,3.911969,428.9564,0.6608319,3.2514172,183.02950636620585
1000.0,1.4139254428446293,-1.4920092,392,26.926662,0.8803575,19.192936376952254,0.0,-10.0,374.73987,-1.860628,-0.2287345,448.0338,194.22804923054625,27245.75131488219,15.033095,0.5936921,-3.9119723,1000,0.12869729,4.660201,-0.0019715335,-0.41959682,-3.911973,374.64423,1.1533728,393000,278.3927,0.0,194.22804923054625,280.438,0.00059369905,0.40283057,1.0571603048592806,6.856162867508829,393,3.0228271,1.364539,-3.2222517,26.897446,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.92144454,143.1598178728137,1000.0,3.9118645,446.3328,0.5825732,3.3182807,194.22804923054625
1000.0,1.9262993801385164,-1.4324424,393,26.417091,1.1114814,-17.20161472231236,0.0,-10.0,368.61865,-1.739074,-2.4908571,417.5859,199.46973409343548,27255.765881909057,21.978718,0.7592404,-3.9119723,1000,-0.06415412,4.8533516,0.085688725,-0.42358956,-3.911973,368.12973,0.53326845,394000,279.98782,0.0,199.46973409343548,281.83322,0.0005265239,0.4077284,1.1133876517415047,7.155348941683769,394,4.004262,1.1467822,-3.0986397,26.486692,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.83668077,143.1598178728137,1000.0,3.9115372,416.47406,0.39915693,3.1527328,199.46973409343548
1000.0,1.7593006351962686,-1.3985133,394,29.60703,1.108867,-10.826656083874198,0.0,-10.0,373.13135,-1.8321475,-1.7776494,443.48007,205.26070067105454,27266.0804300718,16.229807,0.69133544,-3.9119723,1000,1.600179,4.7677646,0.14539695,-0.4281323,-3.911973,373.80136,1.3860865,395000,280.40735,0.0,205.26070067105454,278.1401,0.0006507344,0.41176465,1.1345998421311378,7.285601944662631,395,5.9321127,1.2501653,-5.2870426,29.573006,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.9630583,143.1598178728137,1000.0,3.911973,445.4986,0.7117692,3.2206373,205.26070067105454
1000.0,1.8949992563575506,-1.4548432,395,25.52077,0.9327195,-2.9997934511253264,0.0,-10.0,372.63068,-1.8560492,-1.0802593,434.8549,194.9314987604686,27276.26519797556,13.392983,0.59646595,-3.9119723,1000,0.3643617,4.6925287,0.15228055,-0.4390666,-3.911973,372.56366,0.37485045,396000,284.50778,0.0,194.9314987604686,284.2569,0.00053831405,0.4123295,1.1538450606167316,7.365855738520622,396,3.0306864,0.9064345,-3.6034255,25.615494,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.8310497,143.1598178728137,1000.0,3.911973,434.85303,0.41367918,3.315507,194.9314987604686
1000.0,1.658445450477302,-1.4224494,396,26.809233,0.9072106,24.869997221347425,0.0,-10.0,375.87555,-1.8811435,-0.6309519,439.0841,194.13681968068772,27285.87568144314,15.781463,0.6082761,-3.9119723,1000,-1.5648903,4.664977,0.18079743,-0.4113229,-3.911973,374.43024,1.112323,397000,281.3147,0.0,194.13681968068772,282.71063,0.000538984,0.42079803,1.08354296348989,6.985498691909015,397,3.4814618,1.2128098,-2.2753453,26.892843,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.83607584,143.1598178728137,1000.0,3.911937,438.9163,0.33700615,3.303697,194.13681968068772
1000.0,1.5472186068072915,-1.4817739,397,30.174726,0.9648151,-2.8840903494323054,0.0,-10.0,369.51135,-1.9481027,-3.7168856,430.89023,200.84271848490874,27295.317706910893,20.683432,0.65513194,-3.9119723,1000,0.8303574,5.170704,0.09202408,-0.40745062,-3.911973,369.68423,0.6635674,398000,274.1701,0.0,200.84271848490874,273.7337,0.0006523656,0.45754611,1.0642572306096554,6.814649919047952,398,4.1404085,1.2664421,-3.6354322,30.17153,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.9596344,143.1598178728137,1000.0,3.911973,431.59885,0.5752803,3.2568412,200.84271848490874
1000.0,1.568658672273159,-1.4490306,398,24.566647,0.88779336,-6.717568933459716,0.0,-10.0,372.00626,-1.7732036,-0.37726164,443.9673,82.42339534216305,27305.71956994012,14.267966,0.6162014,-3.9119723,1000,-0.8532533,4.6716237,0.15024397,-0.41790873,-3.911973,370.8233,0.82654595,399000,309.1643,0.0,82.42339534216305,310.53174,0.0005570466,0.37842786,1.1452630814164877,7.239886484108865,399,3.6891901,0.8276807,-3.087326,24.765707,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.8795819,143.1598178728137,1000.0,3.9119546,441.52466,0.4056541,3.2957716,82.42339534216305
1000.0,2.0320198936387897,-1.4840751,399,29.066734,0.91030943,-10.921429042339133,0.0,-10.0,368.88562,-1.598187,-1.7899189,418.9664,49.98124932418367,27315.899851133116,14.100963,0.67218673,-3.9119723,1000,-0.36171257,4.8371387,0.17712834,-0.42480645,-3.911973,368.24564,1.0070827,400000,274.77313,0.0,49.98124932418367,277.05383,0.00061545946,0.39836383,1.1457723947241902,7.283783099614084,400,4.518691,0.8579247,-2.3986075,29.062805,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.9275722,143.1598178728137,1000.0,3.9119718,419.68237,0.92680675,3.2397864,49.98124932418367
1000.0,1.7372739994898438,-1.3943846,400,27.43456,1.2999556,27.404354556508327,0.0,-10.0,375.36603,-1.6186242,-6.5655823,476.99628,109.49674573167093,27944.803832081147,15.60194,0.63365173,-3.9119723,1000,-0.48138162,4.4431853,0.06673698,-0.40376723,-3.911973,374.73184,0.3211915,401000,276.50235,0.0,109.49674573167093,278.5899,0.0005639762,0.39803013,1.1355793662369251,7.286240921355784,401,4.2179813,1.1996999,-3.0891078,27.54511,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.8955683,143.1598178728137,1000.0,3.9119716,475.2685,0.27108818,3.2783213,109.49674573167093
1000.0,620.4926374088973,-1.4117285,401,28.347527,1.6469315,13.91958509915552,0.0,-10.0,371.75684,-1.6498047,-10.3185425,441.711,63.18143030729773,27954.477039167657,14.1444,0.8040613,-3.9119723,1000,0.71812814,4.8218737,0.053239185,-0.4055168,-3.911973,371.79797,0.5780256,402000,292.1874,0.0,63.18143030729773,292.02145,0.0005576968,0.398322,1.0997737292200327,7.023522604256868,402,3.0759056,0.86287403,-3.7899728,28.51781,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.8885126,143.1598178728137,1000.0,3.911968,441.6259,1.6428468,3.1079118,63.18143030729773
1000.0,1.546376426704228,-1.3928688,402,26.336946,1.1098843,-5.779387389764488,0.0,-10.0,370.66483,-1.6136862,-2.6606112,423.88297,159.9476840690191,27964.830633053556,17.900505,0.7375779,-3.9119723,1000,-0.59099853,4.790074,0.083345085,-0.43204755,-3.911973,369.79004,0.5708049,403000,299.47327,0.0,159.9476840690191,301.89523,0.0005659531,0.41298947,1.099330180324614,7.204131661914289,403,3.648215,1.176824,-2.836657,26.523169,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.8762046,143.1598178728137,1000.0,3.911973,424.69672,0.80998105,3.174395,159.9476840690191
1000.0,2.0700699910521507,-1.4005867,403,25.705648,1.0066612,-10.490436776711283,0.0,-10.0,370.60306,-1.7408584,-2.8730946,428.5925,193.06351163361836,27975.001797373407,15.082887,0.59473133,-3.9119723,1000,-0.10548189,4.636903,0.14084448,-0.43914402,-3.911973,370.19965,0.8867747,404000,305.45233,0.0,193.06351163361836,306.20618,0.00055254524,0.4154003,1.153070118278265,7.270449452102184,404,3.0172884,1.3506471,-3.3551047,26.050945,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.84843874,143.1598178728137,1000.0,3.911973,429.54153,0.4838872,3.3172417,193.06351163361836
1000.0,1.7422599224373698,-1.4962823,404,25.043789,0.8088576,17.88677683230836,0.0,-10.0,373.71353,-1.7005372,-0.11832523,438.68292,162.4653659312301,27985.149613713846,17.177578,0.49296626,-3.9119723,1000,-0.5200173,5.1555395,0.21635026,-0.46183288,-3.911973,372.93936,0.7560023,405000,288.78314,0.0,162.4653659312301,289.12042,0.0006084906,0.4460001,1.1615922152996063,7.284658110700548,405,3.2782483,1.953012,-2.696561,25.084915,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.8706136,143.1598178728137,1000.0,3.9118977,436.44485,0.39928418,3.4190066,162.4653659312301
1000.0,1.705788872204721,-1.4057529,405,25.139805,0.8012535,-12.447984549967218,0.0,-10.0,373.6374,-1.8525593,0.039759636,448.49615,148.93257405958954,27995.36467100773,19.068277,0.56645185,-3.9119723,1000,-1.1903676,5.0327163,0.13049336,-0.44031042,-3.911973,372.2566,1.0972121,406000,300.75784,0.0,148.93257405958954,299.73035,0.0006207893,0.43642148,1.144256484694779,7.261263319291174,406,3.1502912,1.1674378,-4.6523404,25.154552,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.91663134,143.1598178728137,1000.0,3.911973,446.17075,0.49755293,3.3455212,148.93257405958954
1000.0,1.8123857276514173,-1.4354907,406,27.521542,0.83916146,-0.620902026723807,0.0,-10.0,373.86487,-1.8579098,-0.3628211,445.2239,151.18763568482046,28005.597362745553,13.981815,0.5702969,-3.9119723,1000,-0.79029,4.856637,0.04800586,-0.41744953,-3.911973,372.899,0.6971427,407000,277.35202,0.0,151.18763568482046,276.9811,0.00057302165,0.3978717,1.1539290761575103,7.258352065458894,407,4.022188,0.95062935,-2.9612386,27.384064,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.9006513,143.1598178728137,1000.0,3.9119642,440.75287,0.3992997,3.341676,151.18763568482046
1000.0,1.832030694000423,-1.4195151,407,24.917633,0.7617075,-23.011264999434584,0.0,-10.0,373.31128,-1.7428246,-0.1168232,446.50195,199.40505852201144,28015.444030921906,15.602417,0.4976645,-3.9119723,1000,-0.1277385,4.6949415,0.11076924,-0.41243175,-3.911973,372.9032,0.42695916,408000,318.75684,0.0,199.40505852201144,318.13263,0.00055419677,0.39985403,1.0842372151091695,6.944383868947625,408,3.484852,1.0366347,-2.9961352,24.879665,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.8752945,143.1598178728137,1000.0,3.911934,444.8539,0.36412635,3.4143085,199.40505852201144
1000.0,1.8256678683683276,-1.4769047,408,26.864515,0.9477798,-8.986862803027677,0.0,-10.0,367.90576,-1.6949272,-0.85661125,429.49228,202.5302306495305,28025.372042044997,16.54252,0.693121,-3.9119723,1000,0.2610482,5.1289444,0.09407191,-0.3955407,-3.911973,367.8439,0.33585066,409000,274.92935,0.0,202.5302306495305,276.72513,0.00054770074,0.4108399,1.1077319039031863,7.209840584546328,409,2.5350983,0.8560324,-4.728586,26.949684,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.8725308,143.1598178728137,1000.0,3.9118953,431.1237,0.3198095,3.218852,202.5302306495305
1000.0,1.604453418403864,-1.4044693,409,23.139782,0.8763046,-32.23700824596176,0.0,-10.0,369.3885,-1.5887426,-0.7181158,436.7233,110.69722389079926,28035.617960966192,14.289123,0.63590515,-3.9119723,1000,-0.44735005,4.5118065,0.1356907,-0.40040085,-3.911973,368.75302,0.691867,410000,287.8258,0.0,110.69722389079926,292.7546,0.0005583976,0.37496805,1.14540561940521,7.282464759424329,410,3.8013427,1.1665179,-3.0934243,23.257448,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.893007,143.1598178728137,1000.0,3.9117568,436.40686,0.44284293,3.2760677,110.69722389079926
1000.0,1.8419938925653696,-1.3428656,410,25.335459,1.0822891,-0.9739896156408702,0.0,-10.0,371.772,-1.5501007,-1.5621858,413.93417,113.39933791628266,28640.301563788205,15.77973,0.74357057,-3.9119723,1000,-0.4442989,4.618837,0.16612549,-0.41733557,-3.911973,370.92404,0.5469091,411000,303.9037,0.0,113.39933791628266,303.4593,0.0005283667,0.40943557,1.1185696264728904,7.150828490033746,411,2.9158273,1.0530772,-2.9440455,25.394129,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.82905316,143.1598178728137,1000.0,3.9119616,413.98297,0.5472931,3.1684024,113.39933791628266
1000.0,596.4156816154718,-1.4923,411,23.934757,1.716643,5.1941562146202696,0.0,-10.0,374.47046,-1.753397,-9.669107,423.2388,117.89500756041676,28648.93221044354,16.776625,0.7139493,-3.9119723,1000,-0.37729618,5.3178334,0.10621052,-0.42638245,-3.911973,374.10498,1.4308391,412000,294.47083,0.0,117.89500756041676,302.314,0.0005954063,0.41799852,0.9241054775193334,6.46615746896714,412,2.9400864,0.8955004,-5.2600555,23.88256,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.9071975,143.1598178728137,1000.0,3.911973,419.2037,0.862311,3.1980238,117.89500756041676
1000.0,1.2457679780200124,-1.337132,412,24.488106,1.0603347,7.233254047156525,0.0,-10.0,374.65756,-2.0308049,-3.4851642,426.2721,135.78697132070644,28657.244980026968,18.655968,0.5688977,-3.9119723,1000,0.74768984,4.71181,0.18924162,-0.45599937,-3.911973,374.7939,0.61825436,413000,297.64688,0.0,135.78697132070644,296.10458,0.00057123107,0.42579415,0.8753597140312195,5.9910973170772195,413,3.7937694,0.977054,-2.5734787,24.842642,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.8470026,143.1598178728137,1000.0,3.9119668,425.99515,0.50508523,3.3430753,135.78697132070644
1000.0,1.4427451146766543,-1.3331697,413,24.220663,0.7299182,-7.067784446594931,0.0,-10.0,371.51865,-1.8220725,-0.97105265,411.10696,58.4896424797588,28665.732286416925,14.631011,0.47017452,-3.9119723,1000,0.3634833,4.680403,0.17693353,-0.38901842,-3.911973,371.30005,0.45709413,414000,292.66705,0.0,58.4896424797588,292.16006,0.00050804653,0.41717753,0.9201663006097078,6.238801124505699,414,2.5653234,0.99895644,-2.6965399,24.33818,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.8120437,143.1598178728137,1000.0,3.911963,410.75314,0.3394179,3.4417982,58.4896424797588
1000.0,1.330914705991745,-1.3439801,414,24.289661,0.85735446,-5.942318915899496,0.0,-10.0,373.30707,-1.6734679,-1.2475753,428.2568,27.863022572364315,28675.983265251853,14.384977,0.5536139,-3.9119723,1000,0.31059813,4.4851055,0.13721824,-0.40273485,-3.911973,373.23364,0.5663619,415000,301.23126,0.0,27.863022572364315,300.98825,0.0005330845,0.43035832,1.117624900303781,7.167431422509253,415,2.8871531,2.0,-2.953077,24.394224,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.83662206,143.1598178728137,1000.0,3.9119248,427.96567,0.47115558,3.3583589,27.863022572364315
1000.0,1.9716734131798148,-1.4793067,415,24.539707,0.9763443,13.772834336035563,0.0,-10.0,373.97,-2.0314186,-1.4620581,420.73056,4.312162888023959,28684.95667239465,17.10774,0.61631685,-3.9119723,1000,-0.20786071,5.1358633,0.12878534,-0.38825637,-3.911973,373.40247,0.38383818,416000,315.9408,0.0,4.312162888023959,316.57672,0.0005442834,0.42759526,0.9672076776623726,6.548184806481004,416,3.5708852,0.9899795,-3.3204088,24.417347,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.85930234,143.1598178728137,1000.0,3.9119728,418.7838,0.385033,3.295656,4.312162888023959
1000.0,1.4626887440681458,-1.4452109,416,23.241404,0.6970225,-9.86730493622017,0.0,-10.0,371.60034,-2.016498,0.39441013,416.06134,6.926062601856675,28692.890602112748,18.77665,0.441796,-3.9119723,1000,-0.013109993,4.993298,0.20931208,-0.46002823,-3.911973,371.29153,0.4047909,417000,306.67902,0.0,6.926062601856675,307.3124,0.0006166608,0.43412808,0.8726089280098677,5.742849023081362,417,3.420993,0.9768996,-3.3221972,23.505781,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.8884914,143.1598178728137,1000.0,3.911971,416.5972,0.30471173,3.470177,6.926062601856675
1000.0,1.316539814695716,-1.4249616,417,28.985067,0.9475685,-4.641359583329845,0.0,-10.0,371.2735,-1.6981243,-1.270719,454.879,86.5190151537528,28701.105693630874,14.746724,0.6799183,-3.9119723,1000,-0.5463511,4.8393736,0.14690362,-0.42155522,-3.911973,370.4254,0.63372743,418000,281.97,0.0,86.5190151537528,282.61316,0.000535524,0.4165007,0.8979189265519381,6.018915216438472,418,3.1177902,1.0622787,-2.3928325,29.137451,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.8356349,143.1598178728137,1000.0,3.9119716,453.05563,0.59020334,3.2320547,86.5190151537528
