best_single_option_policy/episode-length-avg,time-eval,gmm-log-w-mean,epoch,vf-std,discriminator_reward-std,last-path-return,best_single_option_policy/return-std,gmm-log-w-min,vf-avg,gmm-log-sigs-min,discriminator_reward-min,vf-max,best_single_option_policy/return-average,time-total,gmm-log-w-max,discriminator-loss,log_p_z-avg,best_single_option_policy/episode-length-min,kl-surrogate-loss,gmm-log-w-std,gmm-mus-mean,gmm-log-sigs-mean,log_p_z-min,qf-avg,vf-loss,pool-size,qf-min,best_single_option_policy/episode-length-std,best_single_option_policy/return-max,vf-min,policy-reg-loss,gmm-log-sigs-std,time-sample,time-train,episodes,gmm-mus-max,gmm-log-sigs-max,gmm-mus-min,qf-std,log_p_z-max,z-entropy,best_single_option_policy/episode-length-max,log_p_z-std,gmm-mus-std,max-path-return,path-length,discriminator_reward-max,qf-max,bellman-error,discriminator_reward-avg,best_single_option_policy/return-min
1000.0,1.2491427129134536,-0.9905418,10,40.8922,0.58079976,-20.186074447743334,0.0,-10.0,235.64786,-1.8134197,0.03924799,350.46976,-10.765590408995694,1012.5825927127153,13.985967,0.2496152,-3.9119723,1000,0.39488727,4.1711946,0.4083088,-0.3644199,-3.911973,235.84335,0.3653369,11000,183.71274,0.0,-10.765590408995694,183.22404,0.0013274776,0.44958815,0.8926785616204143,5.911075748503208,11,4.061789,1.0438323,-3.4319792,40.449287,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.4674153,24.344890145728467,1000.0,3.911973,349.79218,0.5992732,3.6623578,-10.765590408995694
1000.0,438.25472031068057,-1.0951667,11,49.17528,0.75624955,-11.31541603417815,0.0,-9.863317,260.21085,-2.4137175,-3.0404048,361.96408,-24.106939706776362,1020.8067489080131,14.777739,0.25264052,-3.9119723,1000,0.019659877,4.5947423,0.31117225,-0.3512407,-3.911973,259.9773,0.48816875,12000,182.01645,0.0,-24.106939706776362,184.44766,0.0013554419,0.4248553,0.8786823349073529,5.75411257520318,12,3.7830346,1.2954106,-4.721071,48.88863,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.5199286,24.344890145728467,1000.0,3.9119728,360.60687,0.40052903,3.6593325,-24.106939706776362
1000.0,1.5894740726798773,-1.0350726,12,43.932144,0.35806325,19.321963191181208,0.0,-10.0,268.00476,-1.731193,1.8836844,368.7991,24.2379271076224,1028.7815087335184,16.370798,0.1568567,-3.9119723,1000,0.34946534,4.70692,0.24670668,-0.38207656,-3.911973,268.0213,0.46603575,13000,210.50508,0.0,24.2379271076224,210.98338,0.0012042255,0.395997,0.8665467221289873,5.489693999290466,13,4.2368803,1.4700674,-4.635292,43.33389,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.4299617,24.344890145728467,1000.0,3.911973,368.5111,0.29085344,3.7551165,24.2379271076224
1000.0,1.6314212568104267,-1.145093,13,42.965218,0.41429463,25.00208800686851,0.0,-10.0,282.16455,-1.5712421,1.9848856,374.77887,20.75686471647858,1036.6058448310941,17.690947,0.2392405,-3.9119723,1000,-0.8085252,5.0219765,0.042424582,-0.36974436,-3.911973,281.06467,0.5277177,14000,201.99448,0.0,20.75686471647858,205.799,0.0011638218,0.4350531,0.8199923411011696,5.281237146817148,14,3.6897123,1.0658308,-3.8776526,42.478825,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.4141647,25.00208800686851,1000.0,3.9119608,372.70807,0.28091818,3.6727326,20.75686471647858
1000.0,1.7294370802119374,-1.2204895,14,45.6652,0.5769814,13.287679869315685,0.0,-10.0,293.66492,-1.5215844,0.24958277,388.5861,20.767168209176116,1044.2787453234196,17.135824,0.28845823,-3.9119723,1000,0.5480033,5.055445,0.15009865,-0.35072947,-3.911973,293.51782,0.40751696,15000,237.12903,0.0,20.767168209176116,236.34189,0.0010948877,0.40089232,0.8128017708659172,5.269077606499195,15,4.092632,0.9161569,-3.2364957,45.056023,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.372414,25.00208800686851,1000.0,3.9119663,387.4963,0.26518354,3.6235147,20.767168209176116
1000.0,1.5856830785050988,-1.2805368,15,48.745476,0.40630633,-1.1548209457622218,0.0,-10.0,310.57095,-1.4415,2.078781,401.49796,29.66191763012237,1052.3098248820752,17.596428,0.2343125,-3.9119723,1000,0.3769934,5.3109655,0.17814669,-0.2589388,-3.911973,310.43097,0.75417113,16000,224.2703,0.0,29.66191763012237,226.90948,0.0011663646,0.41890645,0.9053620407357812,5.895818862132728,16,4.2308397,1.0665711,-3.604707,48.329678,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.4347336,25.00208800686851,1000.0,3.911973,401.13586,0.23889372,3.6776605,29.66191763012237
1000.0,1.2301484579220414,-1.2606803,16,48.728466,0.5965251,14.074614427766496,0.0,-10.0,315.8579,-1.612321,0.28705502,409.77206,-4.060367430786177,1060.3672868907452,15.939949,0.3539635,-3.9119723,1000,-0.4944507,5.47444,0.08763042,-0.2726521,-3.911973,315.30948,0.58988446,17000,241.95369,0.0,-4.060367430786177,242.58394,0.0009844028,0.4268292,0.8942398857325315,5.945077414624393,17,3.314495,1.0190946,-3.9030418,48.623127,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.3056049,25.00208800686851,1000.0,3.911959,407.444,0.44855726,3.5580096,-4.060367430786177
1000.0,1.2165841292589903,-1.3490453,17,52.651207,0.43523273,-21.92212316101681,0.0,-10.0,319.5586,-1.7580861,2.1748185,434.39175,32.135772496854415,1068.9081824459136,15.790726,0.29934585,-3.9119723,1000,-0.42091697,5.255212,0.11467368,-0.31608847,-3.911973,318.79593,0.50279796,18000,249.21347,0.0,32.135772496854415,249.16101,0.0009859478,0.4176781,0.9786904593929648,6.294514752924442,18,3.3491442,0.97427183,-4.1465096,52.277264,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.297836,25.00208800686851,1000.0,3.911973,432.05045,0.24008615,3.612627,32.135772496854415
1000.0,1.2734692450612783,-1.3858576,18,52.385654,0.48743376,26.149645510763044,0.0,-10.0,329.22272,-1.4665327,1.6056955,434.3733,31.48444623127795,1077.186842245981,16.566357,0.29543453,-3.9119723,1000,-0.78857744,5.488994,0.12330646,-0.35147315,-3.911973,328.50665,0.618788,19000,260.08426,0.0,31.48444623127795,261.0901,0.00095349405,0.37631983,0.9350690608844161,6.083184537477791,19,3.44321,0.96614635,-2.9219797,52.29124,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.2753955,26.149645510763044,1000.0,3.911973,433.44373,0.48250932,3.6165385,31.48444623127795
1000.0,1.2520899921655655,-1.5106139,19,50.436012,0.6670179,19.949503235944356,0.0,-10.0,320.2244,-1.3882293,0.3233354,436.65662,-8.106001745593698,1085.3307876270264,16.835184,0.47870296,-3.9119723,1000,-0.33848226,5.6828,-0.17320657,-0.20672582,-3.911973,319.89368,0.59246486,20000,244.99965,0.0,-8.106001745593698,246.9065,0.0008544708,0.4000406,0.9009223058819771,6.0303245866671205,20,3.2847233,0.89266413,-3.5301955,50.02996,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.2149786,26.149645510763044,1000.0,3.9119716,436.6585,0.2726,3.43327,-8.106001745593698
1000.0,1.2118326788768172,-1.5229365,20,52.32767,0.68625337,-18.010907859407276,0.0,-10.0,329.19714,-1.4941058,0.021283388,461.32874,66.0579633091765,1551.9558733962476,13.939373,0.40601626,-3.9119723,1000,0.23691577,5.3128133,-0.059005238,-0.30865312,-3.911973,329.01807,0.50713974,21000,240.21565,0.0,66.0579633091765,235.39044,0.00078093715,0.38178363,0.9534354833886027,6.237575056962669,21,3.1578307,0.77698785,-3.5435777,51.650967,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.1477661,26.149645510763044,1000.0,3.9119627,459.11627,0.32608014,3.5059566,66.0579633091765
1000.0,459.4373401105404,-1.6308825,21,51.167984,0.8332364,3.643751463336762,0.0,-10.0,333.92218,-1.5693749,-2.762247,447.308,43.8997844549239,1560.2463555214927,15.449382,0.41317576,-3.9119723,1000,0.47430572,5.804284,-0.22364467,-0.30810606,-3.911973,333.60883,1.4650265,22000,215.98615,0.0,43.8997844549239,215.96933,0.0008914115,0.3941108,0.9330676374956965,6.1423260774463415,22,3.1462126,0.9790586,-3.855493,50.936092,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.2176014,26.149645510763044,1000.0,3.9119718,444.18774,0.43392482,3.4987972,43.8997844549239
1000.0,1.215309163555503,-1.7050397,22,51.31155,0.55968654,-9.459253891454198,0.0,-10.0,338.2229,-1.3860881,1.5665567,463.66724,41.43823403513287,1568.4293207516894,17.799826,0.36832047,-3.9119723,1000,0.065699644,6.1431146,-0.29476583,-0.28235707,-3.911973,337.70297,0.69399905,23000,264.6482,0.0,41.43823403513287,265.65463,0.0007824419,0.39316592,0.9225136684253812,6.071956802159548,23,2.5118008,0.95812356,-3.7922633,51.177425,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.1152093,26.149645510763044,1000.0,3.9119713,465.26254,0.40103912,3.5436525,41.43823403513287
1000.0,1.189116932451725,-1.7155645,23,48.56358,0.69329923,35.93529864672026,0.0,-10.0,336.48364,-1.8607383,-1.2466922,463.929,-27.796613126768378,1576.4998122900724,15.31381,0.41262317,-3.9119723,1000,1.2594337,5.9048176,-0.20081088,-0.31359297,-3.911973,336.94507,0.66709334,24000,238.94618,0.0,-27.796613126768378,237.05434,0.0007570681,0.3909714,0.903111157938838,5.96874079760164,24,3.180954,0.7880474,-4.1906614,48.17507,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.1057179,35.93529864672026,1000.0,3.911973,463.9581,0.4933573,3.4993498,-27.796613126768378
1000.0,1.1989763779565692,-1.7562001,24,48.25198,0.7056542,-17.853877064336032,0.0,-10.0,347.65155,-1.6574197,0.15492177,475.30023,33.35201599594241,1584.6073535457253,21.0601,0.46610883,-3.9119723,1000,0.24356204,6.016371,-0.064732775,-0.2715897,-3.911973,347.51978,0.3129934,25000,264.0964,0.0,33.35201599594241,264.06543,0.00063958263,0.37713403,0.902055311948061,5.971254648640752,25,2.9416513,1.0625821,-3.689147,48.24807,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.0290694,35.93529864672026,1000.0,3.911973,472.7003,0.320816,3.4458642,33.35201599594241
1000.0,1.2356689386069775,-1.6366974,25,47.397793,0.6439105,10.104527072110981,0.0,-10.0,340.74774,-1.5639738,0.60770416,464.9707,37.60910225440899,1592.8393235402182,18.603619,0.43959582,-3.9119723,1000,0.0048675463,5.8274913,-0.17768568,-0.3007632,-3.911973,340.60248,0.49461886,26000,251.4698,0.0,37.60910225440899,251.48865,0.00061214005,0.38903415,0.9240695061162114,6.071546434424818,26,2.924939,0.90722203,-3.835174,47.275047,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.97514206,35.93529864672026,1000.0,3.9119723,464.06628,0.3960522,3.4723773,37.60910225440899
1000.0,1.2367542395368218,-1.6009256,26,47.994686,0.8672524,-6.660370820010449,0.0,-10.0,350.06586,-1.8979597,-1.6534681,469.1631,1.1784485368863908,1601.0558462282643,15.640953,0.5430211,-3.9119723,1000,1.1794215,5.4727993,-0.076555215,-0.27733752,-3.911973,350.73724,0.97665334,27000,252.50189,0.0,1.1784485368863908,249.51552,0.0006829527,0.46402916,0.925006901845336,6.033702889457345,27,3.013566,0.93635607,-3.9371343,48.023083,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.0333467,35.93529864672026,1000.0,3.911972,469.9477,0.63041043,3.368952,1.1784485368863908
1000.0,1.2603291869163513,-1.759802,27,48.26093,0.8123955,-4.987395925906479,0.0,-10.0,353.6596,-1.4179428,-0.29723263,488.47147,13.409368654267901,1609.237226772122,17.61117,0.5828088,-3.9119723,1000,-0.9049908,5.270317,0.16624397,-0.18826269,-3.911973,352.96088,0.75169015,28000,248.45287,0.0,13.409368654267901,248.23407,0.00081151864,0.41468784,0.9217796502634883,6.071611240506172,28,3.5321162,1.084097,-4.1213803,48.182487,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.1781305,35.93529864672026,1000.0,3.911967,483.3326,0.5459639,3.329164,13.409368654267901
1000.0,1.1870888154953718,-1.5874833,28,44.077576,0.88609266,-26.415670554975712,0.0,-10.0,339.7848,-1.2914227,-2.8713489,455.39655,-5.693172353192082,1617.4195867069066,16.747646,0.6438216,-3.9119723,1000,0.386379,5.060991,0.14867713,-0.2681951,-3.911973,339.76935,0.791215,29000,246.54909,0.0,-5.693172353192082,244.87355,0.00070521486,0.3843228,0.9122315272688866,6.079595059156418,29,4.1791115,1.2236053,-3.626988,44.38189,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.0810608,35.93529864672026,1000.0,3.911973,455.62634,0.5205221,3.2681513,-5.693172353192082
1000.0,1.1930755721405149,-1.6239666,29,53.050655,0.82816225,-19.227768813934425,0.0,-10.0,349.59528,-1.4032688,-1.0649171,477.8683,-0.5522646853380557,1625.6401804611087,14.654887,0.5329076,-3.9119723,1000,-0.6932431,4.750309,0.110172346,-0.25106838,-3.911973,349.03802,0.821951,30000,236.41998,0.0,-0.5522646853380557,236.04042,0.0006048823,0.38745344,0.9401822276413441,6.09739475697279,30,3.3717399,0.67993796,-3.098429,52.576015,-3.911973,3.9120230054281455,1000,7.1525574e-07,0.9922054,35.93529864672026,1000.0,3.911973,477.7178,0.2989875,3.3790653,-0.5522646853380557
1000.0,1.1834348756819963,-1.6011329,30,53.017334,0.9805257,-4.667281093044128,0.0,-10.0,344.13937,-1.5531272,-0.4692216,476.05536,-25.88097300645973,2123.314798287116,17.114132,0.7553899,-3.9119723,1000,0.15099958,4.957112,0.13863723,-0.3108473,-3.911973,344.02667,0.4533694,31000,248.14117,0.0,-25.88097300645973,246.98056,0.00070102536,0.398813,0.8520482322201133,5.649769224226475,31,3.926791,1.126716,-4.3073015,52.7603,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.0616744,35.93529864672026,1000.0,3.911972,479.06604,0.5877518,3.1565833,-25.88097300645973
1000.0,491.1752612981945,-1.6514589,31,51.94133,0.82852393,21.854396537629828,0.0,-10.0,351.50018,-1.5912894,-0.7672577,476.8837,-41.52810927469147,2131.4166271137074,15.2395735,0.6487697,-3.9119723,1000,0.24132311,5.141607,0.24756621,-0.31681305,-3.911973,351.6162,1.0124968,32000,252.30803,0.0,-41.52810927469147,253.165,0.0007157854,0.40460357,0.9178585084155202,5.713491973467171,32,3.2445946,0.9546449,-3.2787588,51.441383,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.0517638,35.93529864672026,1000.0,3.911961,474.96255,0.34727573,3.2632034,-41.52810927469147
1000.0,1.4700305787846446,-1.5515819,32,53.95447,1.0060703,25.506790482271782,0.0,-10.0,347.86078,-1.440227,-3.437549,472.65665,-16.365791545094233,2139.317501453683,13.28325,0.6755878,-3.9119723,1000,-0.22751355,4.5397687,0.26808214,-0.33183938,-3.911973,347.4402,0.38857877,33000,243.00139,0.0,-16.365791545094233,241.68626,0.000716551,0.33678997,0.8986717639490962,5.568000754341483,33,2.9150114,1.0583155,-2.596144,53.670227,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.066625,35.93529864672026,1000.0,3.9119728,472.6819,0.3854898,3.2363853,-16.365791545094233
1000.0,1.444575528614223,-1.6379884,33,51.707947,0.7181854,22.889448829820815,0.0,-10.0,346.2712,-1.721506,0.54076576,466.25558,43.33060781528566,2147.2747137686238,11.595118,0.5721061,-3.9119723,1000,-0.6334861,5.0071344,0.19100593,-0.3635071,-3.911973,345.61145,0.559672,34000,247.05753,0.0,43.33060781528566,248.58589,0.00082995434,0.39895007,0.8706660969182849,5.513789607211947,34,3.398141,0.95661443,-3.0989175,51.62527,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.1541779,35.93529864672026,1000.0,3.91197,466.48663,0.39399046,3.3398669,43.33060781528566
1000.0,1.57452074252069,-1.6390417,34,46.286484,0.8194898,7.12368239224639,0.0,-10.0,346.65744,-1.574354,-0.3893819,472.15903,-26.268435345999286,2155.4081498701125,14.212666,0.6484339,-3.9119723,1000,-0.46409336,5.1773496,0.13403624,-0.36879897,-3.911973,345.97894,0.6573917,35000,214.94664,0.0,-26.268435345999286,217.57607,0.0008077136,0.3515337,0.9062442136928439,5.658036437816918,35,3.0878823,0.39840043,-3.4658053,46.28824,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.1566644,35.93529864672026,1000.0,3.9119658,472.1361,0.32314664,3.263539,-26.268435345999286
1000.0,1.5616435771808028,-1.6456599,35,43.61851,0.7671987,-16.197483167392257,0.0,-10.0,346.74072,-1.474622,-0.80626917,455.8456,8.178221994040593,2163.7103432184085,14.908037,0.6796724,-3.9119723,1000,1.0339458,5.41638,0.21760498,-0.37680689,-3.911973,347.2304,0.9176679,36000,256.1789,0.0,8.178221994040593,256.8336,0.0007366396,0.3549598,0.9187700431793928,5.660719676874578,36,4.0078473,0.85730547,-2.612095,43.58283,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.0760797,35.93529864672026,1000.0,3.911973,456.42657,0.37804866,3.2323008,8.178221994040593
1000.0,1.7269510067999363,-1.6168921,36,44.583263,0.7955861,-11.571495889359436,0.0,-10.0,345.6341,-1.8034992,-0.27005005,459.29144,-23.989114493533524,2171.776499534957,10.654248,0.7965902,-3.9119723,1000,0.11013236,5.15308,0.1999071,-0.3294538,-3.911973,345.22125,0.27926767,37000,229.21756,0.0,-23.989114493533524,228.42763,0.0007570687,0.36722428,0.8733117608353496,5.5256152572110295,37,3.5066953,0.72627693,-3.7405272,44.56657,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.1094056,35.93529864672026,1000.0,3.911972,458.07245,0.58261156,3.1153827,-23.989114493533524
1000.0,1.6749792573973536,-1.6740332,37,47.939735,0.84878004,-9.192801510072059,0.0,-10.0,347.7082,-1.4453493,-0.11045265,454.83344,-14.463353590747001,2179.6149834776297,11.782931,0.7982275,-3.9119723,1000,0.7944749,5.1925464,0.18393648,-0.39406165,-3.911973,347.66574,0.6797843,38000,241.84892,0.0,-14.463353590747001,241.4058,0.0008587155,0.34319142,0.868605375289917,5.525682986713946,38,3.4712884,0.55231005,-2.9753442,47.767197,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.1876588,35.93529864672026,1000.0,3.9119694,457.50714,0.4357422,3.1137455,-14.463353590747001
1000.0,1.4433692125603557,-1.7164302,38,50.46285,0.89569926,25.156066658232476,0.0,-10.0,342.13672,-1.8500786,-0.57996416,461.5378,-0.4563999436564039,2187.8080901717767,14.325045,0.75988066,-3.9119723,1000,1.237158,5.1907487,0.18997718,-0.37442696,-3.911973,342.51282,0.9582725,39000,226.22922,0.0,-0.4563999436564039,227.14915,0.0007450995,0.36222222,0.9128689505159855,5.707183916121721,39,3.0327048,0.5554584,-2.9806142,50.327736,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.0875235,35.93529864672026,1000.0,3.911949,461.50134,0.38986725,3.1520925,-0.4563999436564039
1000.0,1.5794329466298223,-1.7495197,39,50.051716,0.8643414,-2.079681199366629,0.0,-10.0,346.57394,-1.7929422,-0.9984441,482.24707,-13.082817951696079,2195.858109790832,12.539622,0.7290076,-3.9119723,1000,-0.88593423,5.3395433,0.16465986,-0.39056832,-3.911973,345.6944,0.6852813,40000,229.73048,0.0,-13.082817951696079,233.89561,0.0007434994,0.38070035,0.8731262627989054,5.5376635286957026,40,3.8826816,0.90276974,-3.1752865,49.911373,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.0781509,35.93529864672026,1000.0,3.9119728,480.5807,0.42204025,3.1829653,-13.082817951696079
1000.0,1.637623593211174,-1.8434134,40,56.810486,0.96574277,-8.707216198063628,0.0,-10.0,353.52557,-1.7397009,-0.53979874,485.03107,47.67847231497845,2701.9189512925223,15.333339,0.7672754,-3.9119723,1000,0.4685092,5.874382,0.2607574,-0.40729442,-3.911973,353.397,0.8273349,41000,221.2212,0.0,47.67847231497845,221.46796,0.0008917146,0.40905634,0.9397302903234959,5.811116348020732,41,4.588494,1.1619806,-3.4621003,56.84198,-3.911973,3.9120230054281455,1000,7.1525574e-07,1.1756781,35.93529864672026,1000.0,3.911973,483.98996,0.46216395,3.1446977,47.67847231497845
