vf-max,best_single_option_policy/return-average,vf-avg,discriminator_reward-min,gmm-log-sigs-mean,kl-surrogate-loss,discriminator_reward-max,gmm-log-w-std,qf-avg,episodes,max-path-return,qf-min,policy-reg-loss,best_single_option_policy/return-std,epoch,best_single_option_policy/return-min,best_single_option_policy/episode-length-min,discriminator-loss,gmm-log-w-min,gmm-mus-mean,qf-std,log_p_z-std,time-sample,gmm-log-w-mean,gmm-log-w-max,vf-min,gmm-mus-std,z-entropy,best_single_option_policy/return-max,last-path-return,vf-std,vf-loss,discriminator_reward-std,time-train,discriminator_reward-avg,log_p_z-max,best_single_option_policy/episode-length-avg,time-eval,log_p_z-min,pool-size,log_p_z-avg,bellman-error,gmm-mus-min,gmm-mus-max,qf-max,best_single_option_policy/episode-length-max,gmm-log-sigs-std,time-total,best_single_option_policy/episode-length-std,gmm-log-sigs-max,path-length,gmm-log-sigs-min
1722.1117,15.050292930011887,1562.55,-2.475233,-0.14409572,-0.53088534,3.840921,0.30465966,1548.6755,478,48.59289857625522,1380.37,7.1902505e-05,0.0,477,15.050292930011887,1000,2.2248502,-0.39219332,-0.0065375455,57.32681,7.1525574e-07,1.1006796350702643,0.063449994,0.6185491,1396.5311,0.18278214,3.9120230054281455,15.050292930011887,-13.286990603495225,57.399982,1.5922091,1.242678,7.228236782364547,1.687123,-3.911973,1000.0,1.7075990745797753,-3.911973,478000,-3.9119723,0.91223294,-0.5101394,0.64163345,1708.734,1000,0.29931483,34803.78258927353,0.0,0.3402603,1000.0,-0.6708443
1719.4257,17.725544957864457,1564.0841,-2.1911125,-0.14593835,2.3973527,3.891838,0.3038352,1550.829,479,48.59289857625522,1339.464,7.577411e-05,0.0,478,17.725544957864457,1000,2.1373806,-0.42403322,0.00744948,59.694206,7.1525574e-07,1.1131986901164055,0.07619864,0.65188885,1353.8954,0.18869862,3.9120230054281455,17.725544957864457,8.753722187064255,59.18706,5.5895686,1.231341,7.281612717546523,1.7745924,-3.911973,1000.0,1.862174168229103,-3.911973,479000,-3.9119723,1.7906984,-0.55429494,0.6287511,1708.0917,1000,0.30755088,34813.62959778309,0.0,0.33235905,1000.0,-0.7574265
1770.3711,22.550463314642066,1562.6804,-2.7072325,-0.1448632,2.0579393,3.832251,0.31361362,1549.6987,480,48.59289857625522,1361.4891,7.2702736e-05,0.0,479,22.550463314642066,1000,2.2026064,-0.43044752,0.007556644,56.967022,7.1525574e-07,1.1152446381747723,0.06481856,0.7234925,1373.5415,0.17945182,3.9120230054281455,22.550463314642066,8.74650583982462,56.179493,2.5852327,1.2495433,7.334753155708313,1.7093663,-3.911973,1000.0,1.4485730985179543,-3.911973,480000,-3.9119723,1.0757027,-0.5095927,0.52456945,1755.5011,1000,0.30357876,34823.797043266706,0.0,0.32736093,1000.0,-0.6916784
1729.624,25.66546132448632,1559.4293,-4.034002,-0.13955216,-2.4253678,3.8997636,0.31028458,1544.6178,481,48.59289857625522,1300.7433,7.334135e-05,0.0,480,25.66546132448632,1000,2.2027159,-0.40288943,0.005529465,59.640667,7.1525574e-07,1.1333264308050275,0.06453588,0.7000799,1313.083,0.1877498,3.9120230054281455,25.66546132448632,-11.822971104446534,59.67024,1.9111344,1.4020947,7.344741936773062,1.7092571,-3.911973,1000.0,1.7406980199739337,-3.911973,481000,-3.9119723,1.7420096,-0.54198813,0.6370464,1716.026,1000,0.30319515,35391.29914349038,0.0,0.34497204,1000.0,-0.69435763
1704.394,27.376900262738275,1558.5193,-1.6928511,-0.13958059,1.7144401,3.6453297,0.32260993,1545.2151,482,48.59289857625522,1363.0668,7.069949e-05,0.0,481,27.376900262738275,1000,2.1846685,-0.4702539,0.0029000728,54.22336,7.1525574e-07,1.0923209507018328,0.06802364,0.6155795,1379.1089,0.17146324,3.9120230054281455,27.376900262738275,-0.8418498350452194,54.03745,1.8326582,1.2059758,7.129561608657241,1.7273047,-3.911973,1000.0,559.0158807132393,-3.911973,482000,-3.9119723,1.1788008,-0.46554258,0.4894644,1693.7084,1000,0.30415156,35400.98657697439,0.0,0.3561222,1000.0,-0.71455526
1713.2699,35.37295449677643,1558.715,-2.8502412,-0.14380988,3.865542,3.8573449,0.32224348,1546.0948,483,48.59289857625522,1372.1008,7.168016e-05,0.0,482,35.37295449677643,1000,2.243441,-0.44819266,0.0015195645,54.10332,7.1525574e-07,1.1082307994365692,0.058669515,0.70453477,1384.1586,0.17772867,3.9120230054281455,35.37295449677643,1.4319655026334828,53.479877,4.6279488,1.3139676,7.24465986341238,1.6685319,-3.911973,1000.0,1.466251626610756,-3.911973,483000,-3.9119723,1.9073892,-0.5206221,0.5810873,1703.3674,1000,0.3018099,35410.90490154456,0.0,0.3351856,1000.0,-0.6857855
1707.3226,37.76233836080215,1559.6248,-2.2665272,-0.13708471,1.5227137,3.8939881,0.32256466,1547.0858,484,48.59289857625522,1378.6101,7.274611e-05,0.0,483,37.76233836080215,1000,2.1655908,-0.42312062,0.0032015052,52.994022,7.1525574e-07,0.9160417588427663,0.07074161,0.7149474,1399.2966,0.18918869,3.9120230054281455,37.76233836080215,-15.65434328180841,53.085697,2.3027282,1.1635281,6.166700158268213,1.7463822,-3.911973,1000.0,1.580103825777769,-3.911973,484000,-3.9119723,1.5306139,-0.56400496,0.6862765,1690.772,1000,0.30149195,35419.25608345028,0.0,0.33758083,1000.0,-0.6894547
1696.13,30.211874577917037,1565.8789,-1.6914082,-0.13977426,2.1470876,3.8653903,0.33683863,1552.5942,485,48.59289857625522,1413.3228,7.473974e-05,0.0,484,30.211874577917037,1000,2.2070556,-0.4375813,0.0053222068,49.712517,7.1525574e-07,1.074344757013023,0.077224195,0.76036847,1429.3021,0.19614486,3.9120230054281455,30.211874577917037,-7.913036065015746,49.91549,1.7269697,1.2712135,7.133736935444176,1.7049172,-3.911973,1000.0,1.2776552252471447,-3.911973,485000,-3.9119723,0.93957245,-0.54176235,0.6140337,1684.3911,1000,0.30239296,35429.29258559737,0.0,0.3371146,1000.0,-0.68221974
1712.7087,25.4941971437366,1562.1859,-8.262618,-0.13916044,2.5182147,3.841971,0.31856573,1548.8506,486,48.59289857625522,1420.5613,7.389977e-05,0.0,485,25.4941971437366,1000,2.4281652,-0.45386326,0.0059707407,50.802963,7.1525574e-07,1.0555888405069709,0.06944304,0.8269675,1434.0569,0.19423182,3.9120230054281455,25.4941971437366,24.62780170123838,50.32821,3.2769458,1.5189209,6.931898998096585,1.4838078,-3.911973,1000.0,1.839969146065414,-3.911973,486000,-3.9119723,1.5199869,-0.5363606,0.58348286,1701.4493,1000,0.30111834,35439.1461811699,0.0,0.33336025,1000.0,-0.703699
1699.81,28.14770479271436,1559.8855,-3.8381238,-0.1402511,2.804929,3.816348,0.3241657,1547.6583,487,48.59289857625522,1353.6398,7.298955e-05,0.0,486,28.14770479271436,1000,2.282842,-0.4132389,-0.011563444,53.97796,7.1525574e-07,1.1153527665883303,0.07873767,0.7286591,1368.4364,0.18915698,3.9120230054281455,28.14770479271436,0.006097414065972417,54.019703,2.55799,1.3094562,7.305245132185519,1.6291311,-3.911973,1000.0,1.8720378996804357,-3.911973,487000,-3.9119723,1.4026943,-0.50505406,0.52546734,1691.2227,1000,0.30065703,35449.38963535521,0.0,0.33268154,1000.0,-0.67425644
1690.2913,35.72243937012819,1555.2256,-2.478547,-0.14241071,2.7316766,3.8904014,0.33554047,1542.3022,488,48.59289857625522,1407.0905,7.249444e-05,0.0,487,35.72243937012819,1000,2.27195,-0.4388845,-0.015036341,57.03041,7.1525574e-07,1.0728539740666747,0.05263061,0.7436968,1418.939,0.18388152,3.9120230054281455,35.72243937012819,-15.222994134436888,56.791477,2.922141,1.3682047,7.0797135615721345,1.640023,-3.911973,1000.0,1.828977626748383,-3.911973,488000,-3.9119723,1.0782435,-0.5357678,0.61643374,1681.3392,1000,0.30111387,35459.385692905635,0.0,0.3368879,1000.0,-0.70484936
1704.0977,36.193874669110805,1559.9259,-3.6302543,-0.13922994,-0.8397825,3.8023689,0.3229954,1546.273,489,48.59289857625522,1396.6781,7.013869e-05,0.0,488,36.193874669110805,1000,2.1964927,-0.4272284,-0.00036564143,54.81018,7.1525574e-07,1.1075752573087811,0.06712543,0.61416876,1410.9435,0.17451428,3.9120230054281455,36.193874669110805,20.05783233697834,54.733265,2.3464289,1.2395736,7.314562818035483,1.7154803,-3.911973,1000.0,1.8398921126499772,-3.911973,489000,-3.9119723,1.0246545,-0.5656488,0.6581717,1690.8442,1000,0.30072752,35469.87276502419,0.0,0.3264207,1000.0,-0.7135912
1682.4811,26.991879833354993,1554.4363,-1.4364395,-0.14207387,4.4460783,3.712688,0.32182345,1542.3252,490,48.59289857625522,1374.9299,7.195614e-05,0.0,489,26.991879833354993,1000,2.2674031,-0.42171678,-0.0036349199,59.022808,7.1525574e-07,1.0968535291031003,0.066553414,0.7240834,1387.0013,0.17880528,3.9120230054281455,26.991879833354993,9.006592351791237,58.146362,4.2833166,1.2533594,7.135688870213926,1.64457,-3.911973,1000.0,2.073258056305349,-3.911973,490000,-3.9119723,1.498146,-0.4831245,0.5779461,1670.8718,1000,0.30289063,35480.07263967581,0.0,0.3340117,1000.0,-0.73266095
1681.4135,16.209657896948382,1558.8168,-2.0545316,-0.13693663,0.8431212,3.8477428,0.31978506,1545.2988,491,48.59289857625522,1434.7228,6.946685e-05,0.0,490,16.209657896948382,1000,2.135632,-0.46124792,0.0017083472,51.441097,7.1525574e-07,1.099740594625473,0.065726236,0.58754146,1446.9731,0.17131099,3.9120230054281455,16.209657896948382,-2.883027297089804,51.57633,2.1962905,1.0943731,7.251505921594799,1.7763407,-3.911973,1000.0,1.9711693888530135,-3.911973,491000,-3.9119723,1.3725755,-0.5773376,0.4680558,1667.1609,1000,0.30138296,36109.39127665758,0.0,0.34417787,1000.0,-0.67671573
1711.222,-7.177534213590665,1559.1833,-2.8427148,-0.14683524,-0.8139214,3.6746511,0.31870162,1544.4958,492,48.59289857625522,1435.9884,7.291519e-05,0.0,491,-7.177534213590665,1000,2.2748113,-0.45468387,-0.0040321453,56.70449,7.1525574e-07,1.1253361580893397,0.060869128,0.6884361,1442.5237,0.19043013,3.9120230054281455,-7.177534213590665,6.364398211707281,56.80196,2.0676322,1.2472082,7.256469409912825,1.6371617,-3.911973,1000.0,620.9692414468154,-3.911973,492000,-3.9119723,0.99291146,-0.58820957,0.6118442,1695.2056,1000,0.29663092,36119.54539881181,0.0,0.33311754,1000.0,-0.7105582
1748.0208,1.414165827160792,1551.2441,-1.498622,-0.14093024,2.359426,3.8939643,0.3178771,1538.3562,493,48.59289857625522,1380.5962,7.507396e-05,0.0,492,1.414165827160792,1000,2.4040616,-0.43922022,0.008191509,58.96472,7.1525574e-07,1.137282052077353,0.060200512,0.6696205,1394.4789,0.19566166,3.9120230054281455,1.414165827160792,44.82137987510296,58.68983,2.8566217,1.1623251,7.095635389909148,1.5079116,-3.911973,1000.0,1.788476119749248,-3.911973,493000,-3.9119723,1.174492,-0.56008315,0.58310395,1736.7982,1000,0.30320948,36129.428585527465,0.0,0.3475036,1000.0,-0.6660664
1741.9801,20.912934452418753,1561.7366,-2.4140387,-0.1432124,1.6268741,3.801427,0.31113625,1548.6863,494,48.59289857625522,1336.3088,7.2287025e-05,0.0,493,20.912934452418753,1000,2.164577,-0.43315798,0.001211728,60.56108,7.1525574e-07,0.9277994437143207,0.061469845,0.6868489,1345.8671,0.17764565,3.9120230054281455,20.912934452418753,18.754420420483537,61.049877,1.8044219,1.2846254,6.2122331615537405,1.7473959,-3.911973,1000.0,1.6572184525430202,-3.911973,494000,-3.9119723,1.0378845,-0.5927964,0.42409316,1724.4414,1000,0.30414608,36137.84855444543,0.0,0.33195415,1000.0,-0.69524777
1683.2323,24.360370934327783,1561.3501,-1.3290162,-0.14043933,1.3554697,3.443658,0.30947468,1548.2964,495,48.59289857625522,1389.2537,7.229642e-05,0.0,494,24.360370934327783,1000,2.0673902,-0.4164018,0.013810219,51.97299,7.1525574e-07,1.1018622042611241,0.05713804,0.69108284,1400.1844,0.1811132,3.9120230054281455,24.360370934327783,6.674745910345148,51.64648,3.1553483,1.0707569,7.174864210188389,1.8445829,-3.911973,1000.0,1.2695713490247726,-3.911973,495000,-3.9119723,1.3838792,-0.5566612,0.6109433,1676.5059,1000,0.30311203,36147.902521112934,0.0,0.35157278,1000.0,-0.6912559
1733.728,32.07980879699284,1560.752,-2.3820057,-0.14718544,1.8563294,3.8331332,0.30403292,1547.9788,496,48.59289857625522,1391.0084,7.7588935e-05,0.0,495,32.07980879699284,1000,2.219349,-0.45453674,0.026567802,56.973858,7.1525574e-07,1.117577145807445,0.074105665,0.6625118,1407.6146,0.20150879,3.9120230054281455,32.07980879699284,-6.969288755314057,56.955227,1.9827412,1.3181822,7.252672798931599,1.6926241,-3.911973,1000.0,1.7971123829483986,-3.911973,496000,-3.9119723,1.2267723,-0.67936695,0.6644277,1716.5845,1000,0.3036489,36158.08357591741,0.0,0.3278069,1000.0,-0.72674274
1683.0372,15.676887813412584,1561.4639,-3.1298285,-0.143849,1.1305022,3.7572162,0.31496906,1548.596,497,48.59289857625522,1408.0175,7.36284e-05,0.0,496,15.676887813412584,1000,2.1836176,-0.46797007,-0.0076378593,55.009117,7.1525574e-07,1.1115362895652652,0.060972385,0.7181977,1425.217,0.18330893,3.9120230054281455,15.676887813412584,1.6327752136755478,54.315014,3.0599437,1.3099955,7.283026919700205,1.7283555,-3.911973,1000.0,1.8011128874495625,-3.911973,497000,-3.9119723,1.4821032,-0.70363224,0.658646,1668.5322,1000,0.3048011,36168.29476929363,0.0,0.34515002,1000.0,-0.7091831
1695.4877,-0.05267957035419735,1554.5018,-1.1441984,-0.14125288,0.92849827,3.7561042,0.32395816,1541.0613,498,48.59289857625522,1378.2107,7.1631905e-05,0.0,497,-0.05267957035419735,1000,2.2829814,-0.47885466,0.0207731,52.09831,7.1525574e-07,1.130328206345439,0.06447864,0.74918604,1393.1426,0.1756706,3.9120230054281455,-0.05267957035419735,-8.80685363582593,51.620735,1.8760151,1.1134437,7.3004594864323735,1.6289916,-3.911973,1000.0,1.8375633172690868,-3.911973,498000,-3.9119723,1.4474305,-0.44841978,0.5390933,1682.2109,1000,0.30334756,36178.415716100484,0.0,0.35720706,1000.0,-0.7196957
1711.2161,20.168899206500896,1560.912,-3.1875029,-0.14431375,-1.5138841,3.7255268,0.30488515,1546.6338,499,48.59289857625522,1332.0396,7.552302e-05,0.0,498,20.168899206500896,1000,2.2598643,-0.42995003,-4.1358173e-05,60.80608,7.1525574e-07,1.1256603756919503,0.060622603,0.733091,1344.5873,0.19724324,3.9120230054281455,20.168899206500896,3.307529629564415,60.345497,2.0835476,1.3022021,7.378141392022371,1.6521084,-3.911973,1000.0,1.698177088983357,-3.911973,499000,-3.9119723,1.2111189,-0.46576306,0.61065984,1697.9661,1000,0.3021832,36188.6684905868,0.0,0.3355526,1000.0,-0.7019052
1694.4364,15.964061035725692,1559.78,-2.3391657,-0.1431182,1.0418628,3.635024,0.31136057,1546.1274,500,48.59289857625522,1350.1338,7.500404e-05,0.0,499,15.964061035725692,1000,2.1977134,-0.39977702,0.006630719,57.93286,7.1525574e-07,1.1543846242129803,0.06491166,0.5775353,1361.4237,0.1940413,3.9120230054281455,15.964061035725692,-10.022700793369273,58.0318,1.3310826,1.2349327,7.491813715547323,1.7142596,-3.911973,1000.0,1.744003682397306,-3.911973,500000,-3.9119723,0.89938545,-0.62974566,0.584897,1682.2156,1000,0.30303344,36199.27848804556,0.0,0.3373891,1000.0,-0.67110837
1686.4879,11.909197716199667,1562.4783,-2.50604,-0.14002106,-0.2750954,3.703574,0.30768767,1548.4971,501,48.59289857625522,1325.4163,7.052005e-05,0.0,500,11.909197716199667,1000,2.0574481,-0.41973057,0.011578945,57.320816,7.1525574e-07,1.111105501651764,0.06324792,0.67742467,1334.1298,0.1747238,3.9120230054281455,11.909197716199667,-14.1791126037156,57.477394,2.7129061,1.17837,7.340145475231111,1.8545249,-3.911973,1000.0,1.9767358619719744,-3.911973,501000,-3.9119723,1.5178542,-0.3854781,0.62470186,1673.6901,1000,0.30128345,36814.723811767064,0.0,0.33487812,1000.0,-0.6790609
1761.5964,3.0907471674467635,1578.9065,-1.5179858,-0.14752775,1.698585,3.8894613,0.31437296,1565.6101,502,48.59289857625522,1328.612,7.667081e-05,0.0,501,3.0907471674467635,1000,1.9578469,-0.41757682,0.011043475,54.988754,7.1525574e-07,1.129367015324533,0.06906648,0.58537483,1341.0194,0.19006777,3.9120230054281455,3.0907471674467635,-7.964780588592741,54.806587,1.8769629,1.1618348,7.555159303359687,1.9541262,-3.911973,1000.0,606.9908661283553,-3.911973,502000,-3.9119723,1.4414032,-0.52848864,0.5760921,1747.8516,1000,0.30875465,36825.284573275596,0.0,0.34861717,1000.0,-0.70311046
1719.7228,17.85815397489485,1569.1478,-4.9679193,-0.14273988,-0.7265892,3.7227888,0.3148453,1554.8424,503,48.59289857625522,1334.8032,7.14015e-05,0.0,502,17.85815397489485,1000,2.0783105,-0.45963296,-0.013292831,58.131577,7.1525574e-07,1.1042327340692282,0.066793054,0.6750129,1349.0939,0.16922376,3.9120230054281455,17.85815397489485,-20.429335651614803,57.955135,2.3367994,1.3862194,7.244349788874388,1.8336623,-3.911973,1000.0,1.8810953740030527,-3.911973,503000,-3.9119723,1.3951536,-0.44768143,0.52786255,1708.7568,1000,0.30596563,36835.341791484505,0.0,0.334864,1000.0,-0.714865
1793.0631,10.590739029631724,1560.705,-3.5374303,-0.14323056,-0.24680376,3.89952,0.32003242,1546.735,504,48.59289857625522,1378.5531,7.432177e-05,0.0,503,10.590739029631724,1000,2.176476,-0.4502706,-0.0016461443,59.226814,7.1525574e-07,1.1308085238561034,0.057527773,0.69770443,1395.9596,0.18887964,3.9120230054281455,10.590739029631724,35.4034322385726,58.944805,1.8926576,1.3245903,7.427527980878949,1.7354968,-3.911973,1000.0,1.712765601463616,-3.911973,504000,-3.9119723,1.3690751,-0.61685973,0.60097927,1769.8699,1000,0.30405644,36845.65639026556,0.0,0.33150607,1000.0,-0.688051
1695.6544,16.268981127473694,1563.0975,-3.0135603,-0.14540532,0.98014367,3.4960887,0.32571602,1548.9307,505,48.59289857625522,1428.6135,7.678933e-05,0.0,504,16.268981127473694,1000,2.2100506,-0.41241363,0.016376082,48.833187,7.1525574e-07,1.108745682053268,0.06890541,0.80932975,1442.6619,0.19482885,3.9120230054281455,16.268981127473694,26.052855051672775,48.599125,1.756995,1.101268,7.291040307842195,1.7019224,-3.911973,1000.0,1.7616586042568088,-3.911973,505000,-3.9119723,1.0807409,-0.5776975,0.7307193,1684.1844,1000,0.30693564,36855.50838040747,0.0,0.34789437,1000.0,-0.7789959
1708.1831,15.739986971125205,1556.2297,-2.8902907,-0.1469456,0.6084014,3.7831583,0.30745292,1542.5072,506,48.59289857625522,1421.4972,7.769502e-05,0.0,505,15.739986971125205,1000,2.4000144,-0.41343933,0.004474751,52.778145,7.1525574e-07,1.1294356705620885,0.069219455,0.7300919,1440.2332,0.20381334,3.9120230054281455,15.739986971125205,-7.948807828945829,52.414642,5.1299796,1.3048879,7.454262322746217,1.5119587,-3.911973,1000.0,1.4486433491110802,-3.911973,506000,-3.9119723,2.0974154,-0.6164028,0.5299586,1688.4371,1000,0.30370563,36865.86443995591,0.0,0.34778118,1000.0,-0.7005017
1749.3083,16.606719271263245,1563.179,-3.2284489,-0.14271732,0.65115666,3.8426657,0.3141436,1549.7529,507,48.59289857625522,1373.836,7.3626885e-05,0.0,506,16.606719271263245,1000,2.1304336,-0.43869722,0.0053718314,54.35336,7.1525574e-07,1.151527308858931,0.06955781,0.7989743,1388.8533,0.1848836,3.9120230054281455,16.606719271263245,-9.916810335784465,54.14467,1.5473713,1.2720846,7.526725482195616,1.7815396,-3.911973,1000.0,1.795826000161469,-3.911973,507000,-3.9119723,1.0863559,-0.5096655,0.5164451,1735.7686,1000,0.3044252,36875.899023903534,0.0,0.33868593,1000.0,-0.71095014
1755.8666,18.39261877994409,1558.2129,-3.8850346,-0.13923264,-0.075823694,3.7486076,0.32178238,1544.3218,508,48.59289857625522,1370.2979,7.3088435e-05,0.0,507,18.39261877994409,1000,2.0615547,-0.44142413,-0.01537362,58.42355,7.1525574e-07,1.127714809961617,0.06635035,0.9157833,1383.4148,0.1820753,3.9120230054281455,18.39261877994409,-8.437811299554832,58.109074,2.0086882,1.3076773,7.408992540091276,1.8504184,-3.911973,1000.0,1.3632238619029522,-3.911973,508000,-3.9119723,1.068778,-0.54133123,0.55651194,1743.992,1000,0.30561966,36886.25235043932,0.0,0.34333056,1000.0,-0.70045316
1678.9062,23.093839712383648,1566.686,-2.095872,-0.1411851,1.06899,3.7892826,0.32269984,1552.7642,509,48.59289857625522,1416.2017,7.316854e-05,0.0,508,23.093839712383648,1000,2.2081344,-0.42289656,-0.010461255,54.39085,7.1525574e-07,1.121066927909851,0.06357678,0.729033,1431.3895,0.19137871,3.9120230054281455,23.093839712383648,0.9348312865026717,53.747265,1.6876487,1.2133814,7.3290582383051515,1.7038386,-3.911973,1000.0,1.8086065649986267,-3.911973,509000,-3.9119723,1.3055677,-0.5510603,0.5305024,1663.5941,1000,0.29944715,36896.44881366473,0.0,0.34203112,1000.0,-0.6890571
1693.6771,16.169774792364493,1557.9629,-2.6600313,-0.13770881,2.3058429,3.6024091,0.32736146,1545.511,510,48.59289857625522,1391.0963,7.4044656e-05,0.0,509,16.169774792364493,1000,2.1539454,-0.4336985,-0.02490583,52.10075,7.1525574e-07,1.1173069411888719,0.071900755,0.74558103,1404.9507,0.18615185,3.9120230054281455,16.169774792364493,16.358787627015907,51.964363,3.0680535,1.2737226,7.357681345194578,1.7580273,-3.911973,1000.0,1.7651138808578253,-3.911973,510000,-3.9119723,1.6408031,-0.56898963,0.6074272,1679.5704,1000,0.30635405,36906.54772854969,0.0,0.34091714,1000.0,-0.689744
1701.6152,23.026247743406756,1562.9409,-5.383194,-0.14027733,-1.7817283,3.8777142,0.33358422,1548.7288,511,48.59289857625522,1370.9331,7.515712e-05,0.0,510,23.026247743406756,1000,2.3030307,-0.4276551,-0.0042518405,55.072266,7.1525574e-07,1.1125397440046072,0.05682095,0.68731916,1383.8141,0.19402315,3.9120230054281455,23.026247743406756,-13.397360281889112,55.110516,2.0858226,1.3892331,7.364681730046868,1.6089423,-3.911973,1000.0,1.6287956880405545,-3.911973,511000,-3.9119723,1.5718492,-0.6113775,0.6536302,1688.4866,1000,0.3049155,37510.62934138626,0.0,0.33705664,1000.0,-0.6954652
1690.6758,29.06104945418291,1565.946,-2.2617822,-0.1468816,1.8910718,3.8670905,0.31663206,1552.1338,512,48.59289857625522,1411.5547,7.6861266e-05,0.0,511,29.06104945418291,1000,2.1361485,-0.41169313,0.004140033,52.376217,7.1525574e-07,1.1226556533947587,0.07898027,0.71907026,1431.4548,0.19774795,3.9120230054281455,29.06104945418291,14.59887071867396,52.17888,3.0420058,1.3476615,7.441909357905388,1.7758245,-3.911973,1000.0,595.6035494292155,-3.911973,512000,-3.9119723,1.029609,-0.51217794,0.6381527,1675.1274,1000,0.30500314,37520.944240531884,0.0,0.33096564,1000.0,-0.6801089
1714.5228,29.10489348111529,1560.5815,-1.2754297,-0.13784567,4.108972,3.736764,0.34126493,1548.8176,513,48.59289857625522,1381.037,7.353904e-05,0.0,512,29.10489348111529,1000,2.1448755,-0.44468588,0.00104296,60.33439,7.1525574e-07,1.112701052799821,0.064626366,0.73386824,1396.2135,0.1855963,3.9120230054281455,29.10489348111529,-17.192298588991555,59.919445,5.138161,1.168424,7.39895155094564,1.7670972,-3.911973,1000.0,1.7549578920006752,-3.911973,513000,-3.9119723,1.6264999,-0.6635447,0.51880294,1703.0662,1000,0.3059895,37531.20572083257,0.0,0.36648852,1000.0,-0.70309293
1723.2,29.29655670039407,1577.2583,-1.6276078,-0.14176817,-1.3412089,3.8447528,0.32682896,1562.7133,514,48.59289857625522,1416.1511,7.1364746e-05,0.0,513,29.29655670039407,1000,1.9798341,-0.39865798,0.004972419,54.70845,7.1525574e-07,1.1397291859611869,0.07327846,0.8209467,1430.0916,0.17435446,3.9120230054281455,29.29655670039407,38.465945982964094,54.234947,3.1228657,1.1534231,7.48712023627013,1.9321388,-3.911973,1000.0,1.7610161742195487,-3.911973,514000,-3.9119723,1.3540673,-0.5773895,0.67034936,1707.4434,1000,0.30365622,37541.39330955874,0.0,0.34128705,1000.0,-0.6954613
1697.4982,28.94553091055369,1566.3372,-2.4362388,-0.14122549,-5.5445757,3.8845508,0.32072133,1550.2926,515,48.59289857625522,1412.7405,7.281765e-05,0.0,514,28.94553091055369,1000,2.2895257,-0.46192163,0.005844543,52.370415,7.1525574e-07,1.133672353811562,0.06497044,0.6892439,1426.135,0.18564719,3.9120230054281455,28.94553091055369,-18.21659021752941,52.771366,3.3882446,1.3560358,7.429416462779045,1.6224471,-3.911973,1000.0,1.5723892701789737,-3.911973,515000,-3.9119723,1.0300602,-0.62382966,0.5032664,1680.0988,1000,0.3019795,37551.70905989036,0.0,0.36640096,1000.0,-0.67746526
1699.2069,25.296141670270295,1569.3472,-1.2234306,-0.14568692,0.14780834,3.7827332,0.3185295,1556.6108,516,48.59289857625522,1431.1995,7.241064e-05,0.0,515,25.296141670270295,1000,2.1186457,-0.41848713,-0.006592172,51.617275,7.1525574e-07,1.0157339656725526,0.06994982,0.66776395,1445.9297,0.18183643,3.9120230054281455,25.296141670270295,22.267495942460105,51.76686,2.2700915,1.0902809,6.741210681386292,1.7933272,-3.911973,1000.0,1.7549189450219274,-3.911973,516000,-3.9119723,1.2093168,-0.5694126,0.47755975,1685.018,1000,0.3008133,37561.06707206275,0.0,0.33483103,1000.0,-0.71546245
1780.6339,29.25407504108317,1560.3354,-2.1647449,-0.1410133,2.3915582,3.8843942,0.32584634,1547.101,517,48.59289857625522,1385.8634,7.1257484e-05,0.0,516,29.25407504108317,1000,2.2917128,-0.46830934,-0.0034925807,54.815582,7.1525574e-07,1.0997321950271726,0.064781666,0.7834432,1398.9233,0.16905814,3.9120230054281455,29.25407504108317,24.654405194444504,54.72016,3.769254,1.184786,7.113220212049782,1.6202604,-3.911973,1000.0,1.5952088683843613,-3.911973,517000,-3.9119723,1.5256244,-0.4275996,0.6366114,1769.5038,1000,0.30665514,37571.009696176276,0.0,0.3648762,1000.0,-0.683179
1685.8098,30.10796828423262,1567.6775,-2.785562,-0.14382023,-1.4933107,3.7407677,0.31539288,1553.7517,518,48.59289857625522,1386.1672,7.493411e-05,0.0,517,30.10796828423262,1000,2.1150565,-0.43969715,-0.0040670307,50.679207,7.1525574e-07,1.1182477725669742,0.07257974,0.6375196,1401.3348,0.19083989,3.9120230054281455,30.10796828423262,9.446139775837084,50.55505,1.5026264,1.2531521,7.344344573095441,1.7969165,-3.911973,1000.0,1.7381014563143253,-3.911973,518000,-3.9119723,1.0743703,-0.59095097,0.6309021,1673.377,1000,0.3045448,37581.255269858055,0.0,0.3295005,1000.0,-0.730283
1694.8651,32.121092623252494,1560.9761,-2.862484,-0.13644873,-4.098014,3.7165716,0.31787422,1545.8062,519,48.59289857625522,1371.9695,7.365331e-05,0.0,518,32.121092623252494,1000,2.1855922,-0.41978836,-0.0021420396,56.799473,7.1525574e-07,1.1001474894583225,0.070475385,0.6176033,1388.6592,0.19006117,3.9120230054281455,32.121092623252494,23.751136107702294,56.16136,2.5328162,1.3467703,7.322680044919252,1.7263807,-3.911973,1000.0,1.7991426279768348,-3.911973,519000,-3.9119723,1.0888689,-0.581783,0.56983244,1678.0898,1000,0.30423763,37591.27788377646,0.0,0.35919285,1000.0,-0.6739752
