policy-reg-loss,epoch,max-path-return,discriminator_reward-max,last-path-return,discriminator_reward-std,vf-avg,path-length,best_single_option_policy/episode-length-avg,time-total,qf-avg,vf-loss,time-train,time-sample,gmm-mus-mean,discriminator_reward-min,kl-surrogate-loss,log_p_z-std,gmm-mus-std,best_single_option_policy/return-max,qf-min,gmm-mus-max,qf-std,discriminator_reward-avg,log_p_z-avg,pool-size,log_p_z-max,gmm-log-w-std,vf-min,gmm-log-sigs-mean,gmm-log-sigs-min,best_single_option_policy/episode-length-min,qf-max,episodes,z-entropy,best_single_option_policy/return-std,vf-std,best_single_option_policy/episode-length-std,vf-max,best_single_option_policy/return-average,gmm-log-w-mean,discriminator-loss,bellman-error,time-eval,log_p_z-min,gmm-log-w-max,best_single_option_policy/episode-length-max,gmm-mus-min,gmm-log-w-min,gmm-log-sigs-max,gmm-log-sigs-std,best_single_option_policy/return-min
6.2078565e-05,11,20.41544348988281,3.9059649,16.060990187877003,0.8959762,1027.2092,1000.0,1000.0,1356.800447315909,1012.34064,1.8292118,5.935299625620246,0.7340137418359518,-0.018399538,-0.27511406,-3.1819763,7.1525574e-07,0.1454367,19.429534872691598,801.1937,0.32909808,98.29159,2.9951801,-3.9119723,12000,-3.911973,0.30016324,814.7641,-0.12396647,-0.65437424,1000,1162.745,12,3.9120230054281455,0.0,98.639206,0.0,1177.5675,19.429534872691598,0.046702966,0.91679287,0.8958648,472.60048191901296,-3.911973,0.541553,1000,-0.4347351,-0.42816508,0.34177792,0.29546416,19.429534872691598
6.111795e-05,12,20.41544348988281,3.907188,-0.44124272576704876,0.57845366,1070.6456,1000.0,1000.0,1365.7156423982233,1056.9392,0.74980915,6.784092819318175,0.847813063301146,0.0042929943,1.0801628,0.3094358,7.1525574e-07,0.13833393,17.281078914056014,840.3208,0.31439948,91.6255,3.116714,-3.9119723,13000,-3.911973,0.3015884,852.4191,-0.12645859,-0.6202868,1000,1217.9271,13,3.9120230054281455,0.0,91.88377,0.0,1233.5919,17.281078914056014,0.03484949,0.79525906,0.7264501,1.24095150642097,-3.911973,0.54516697,1000,-0.41253576,-0.41416943,0.3841822,0.29510915,17.281078914056014
6.07006e-05,13,25.527405086917508,3.9049306,25.527405086917508,0.8125153,1121.5198,1000.0,1000.0,1376.5886288620532,1107.5569,0.9974252,8.449316595681012,1.0808387650176883,-0.02068368,-0.84459066,-0.7994304,7.1525574e-07,0.12986517,8.463847581264588,865.0138,0.31912032,102.01594,3.068122,-3.9119723,14000,-3.911973,0.27932745,878.92834,-0.13062203,-0.62140155,1000,1260.0455,14,3.9120230054281455,0.0,102.12498,0.0,1276.3748,8.463847581264588,0.037792854,0.84385127,0.9087563,1.2815187871456146,-3.911973,0.46635956,1000,-0.33685097,-0.35839447,0.3547166,0.2950361,8.463847581264588
6.0064922e-05,14,25.527405086917508,3.8968706,16.03342948633665,0.7119052,1180.3765,1000.0,1000.0,1387.3010397218168,1167.1221,1.3831241,8.328298438340425,1.053374937735498,-0.031992733,0.55074835,1.165149,7.1525574e-07,0.1310433,34.28535687921487,987.0627,0.29991484,91.57533,3.0031576,-3.9119723,15000,-3.911973,0.2955162,998.9306,-0.12614086,-0.6049744,1000,1319.1704,15,3.9120230054281455,0.0,91.696,0.0,1335.6852,34.28535687921487,0.033664748,0.90881526,1.1564025,1.3404630962759256,-3.911973,0.46810883,1000,-0.37017092,-0.46972707,0.3424734,0.29329577,34.28535687921487
5.9595786e-05,15,25.527405086917508,3.9030392,-15.254136626799696,0.90112674,1220.5215,1000.0,1000.0,1398.1840677335858,1207.7964,2.740203,8.580354426056147,1.039253025315702,-0.001759999,-1.9401355,2.7037477,7.1525574e-07,0.12127838,-7.913188421208499,1034.7275,0.2858231,91.89059,2.9856768,-3.9119723,16000,-3.911973,0.29192427,1044.9069,-0.12614422,-0.6249641,1000,1349.9214,16,3.9120230054281455,0.0,92.86183,0.0,1373.5375,-7.913188421208499,0.02582239,0.9262962,1.4213653,1.341202775016427,-3.911973,0.519451,1000,-0.35715437,-0.43018228,0.40560043,0.29760313,-7.913188421208499
5.797146e-05,16,25.527405086917508,3.901012,12.780272657885444,0.7117924,1253.258,1000.0,1000.0,1408.6926307752728,1238.8469,2.0019455,8.191467130556703,1.0591644272208214,-0.026595514,0.7583375,-2.675244,7.1525574e-07,0.125541,1.1441479909503656,989.5588,0.2289285,104.38797,2.986916,-3.9119723,17000,-3.911973,0.29489034,1000.1557,-0.12519117,-0.6064471,1000,1397.0668,17,3.9120230054281455,0.0,105.22396,0.0,1407.8046,1.1441479909503656,0.024287742,0.9250572,1.3119786,1.2568494733422995,-3.911973,0.49936616,1000,-0.37905216,-0.42015436,0.34394097,0.28948614,1.1441479909503656
6.501033e-05,17,25.527405086917508,3.9104352,-6.358837736635507,0.782593,1274.8262,1000.0,1000.0,1418.8285122169182,1260.6356,1.2834262,7.733001044020057,0.9982819361612201,-0.03198532,0.1451025,-1.3595891,7.1525574e-07,0.12240717,26.015160398201836,986.7826,0.27196258,107.53426,2.9034688,-3.9119723,18000,-3.911973,0.30997476,1003.4591,-0.12998044,-0.63538074,1000,1415.1293,18,3.9120230054281455,0.0,107.84847,0.0,1432.0376,26.015160398201836,0.02261189,1.0085044,0.834504,1.257950121536851,-3.911973,0.50195795,1000,-0.35003275,-0.44042122,0.40175647,0.31163946,26.015160398201836
6.0141414e-05,18,25.527405086917508,3.881817,5.120325234404428,0.8134273,1313.4211,1000.0,1000.0,1428.932501224801,1298.8206,2.1761503,7.828563833609223,0.9952692156657577,-0.027571468,-0.03456998,-3.319378,7.1525574e-07,0.114238076,-17.76009736066288,997.354,0.24220361,109.29578,2.778856,-3.9119723,19000,-3.911973,0.30828106,1017.55115,-0.12507606,-0.64067066,1000,1438.1028,19,3.9120230054281455,0.0,109.217545,0.0,1450.2227,-17.76009736066288,0.023470787,1.133117,0.96529084,1.4060526099056005,-3.911973,0.46237975,1000,-0.387021,-0.5043776,0.38419375,0.30137733,-17.76009736066288
6.1782215e-05,19,25.527405086917508,3.871557,-30.019058315570906,1.0741973,1297.751,1000.0,1000.0,1438.7902873009443,1283.3843,1.289166,7.595107784494758,1.0018123863264918,-0.03406321,-1.3701234,-1.2746675,7.1525574e-07,0.11694304,-6.9660184119529305,1041.1049,0.1814235,125.742165,2.5639825,-3.9119723,20000,-3.911973,0.28925022,1053.3555,-0.13188207,-0.6375555,1000,1454.7184,20,3.9120230054281455,0.0,126.21009,0.0,1470.3007,-6.9660184119529305,0.024724884,1.3479906,0.9200611,1.2810608893632889,-3.911973,0.44540367,1000,-0.3952147,-0.42335302,0.3472304,0.30221772,-6.9660184119529305
5.700597e-05,20,25.527405086917508,3.8992062,24.233276149480144,0.7540526,1333.1736,1000.0,1000.0,1870.7765665855259,1317.6937,3.0335398,7.265483527444303,0.9571391390636563,-0.04423016,-0.34837675,-5.663894,7.1525574e-07,0.106248744,3.5211520435935775,1061.1215,0.20460492,123.9595,2.7181022,-3.9119723,21000,-3.911973,0.31472242,1079.0612,-0.12121768,-0.6029906,1000,1487.7377,21,3.9120230054281455,0.0,123.85575,0.0,1505.0225,3.5211520435935775,0.028905129,1.1938707,1.2561679,1.2602324653416872,-3.911973,0.46562755,1000,-0.37185487,-0.48986095,0.36235434,0.29338214,3.5211520435935775
5.8265945e-05,21,25.527405086917508,3.8950138,12.087369268310665,0.8460982,1370.0952,1000.0,1000.0,1878.6329143149778,1355.5518,2.1874757,5.7719997968524694,0.758926416747272,-0.037662372,-0.03145027,-1.0587795,7.1525574e-07,0.105531275,3.357946363714831,1079.7394,0.21833506,122.396965,2.7580037,-3.9119723,22000,-3.911973,0.31822336,1094.2811,-0.12693116,-0.61310154,1000,1516.4783,22,3.9120230054281455,0.0,122.804825,0.0,1527.4508,3.357946363714831,0.029067475,1.1539694,0.7969682,423.7628627177328,-3.911973,0.42927942,1000,-0.35301465,-0.4614808,0.39247835,0.2964204,3.357946363714831
5.804627e-05,22,25.527405086917508,3.787654,24.30033484452403,0.7213828,1372.7319,1000.0,1000.0,1889.2191718146205,1359.9729,1.8367782,8.205067603848875,0.9841357013210654,-0.044701513,0.20779943,3.5885937,7.1525574e-07,0.100228496,0.3689402999723628,1125.9119,0.19813758,116.062225,2.6428075,-3.9119723,23000,-3.911973,0.31479445,1137.4033,-0.1233116,-0.610624,1000,1523.3397,23,3.9120230054281455,0.0,115.96027,0.0,1536.8772,0.3689402999723628,0.033381846,1.2691655,1.2617012,1.3271828405559063,-3.911973,0.4534498,1000,-0.32328287,-0.46685535,0.37037194,0.2980651,0.3689402999723628
5.5883513e-05,23,25.527405086917508,3.849444,21.198667178440665,0.8258109,1388.8478,1000.0,1000.0,1900.5712804915383,1376.0688,1.7272605,9.014557814225554,1.061986580491066,-0.038395446,-0.3872776,2.61927,7.1525574e-07,0.09516441,-19.085546038957645,1157.0581,0.16011843,116.13394,2.5651066,-3.9119723,24000,-3.911973,0.30330837,1169.1859,-0.12738921,-0.59953517,1000,1543.6869,24,3.9120230054281455,0.0,116.18033,0.0,1557.6396,-19.085546038957645,0.02272318,1.3468664,0.66859293,1.4100746465846896,-3.911973,0.43135643,1000,-0.31496742,-0.40274984,0.32445323,0.29156226,-19.085546038957645
5.406136e-05,24,25.527405086917508,3.8837202,-18.14260505145205,0.79358953,1434.1958,1000.0,1000.0,1912.4475426841527,1421.0287,1.006022,9.326042858883739,1.1215297123417258,-0.011019103,0.6159425,1.7350554,7.1525574e-07,0.08609733,0.9621225128072701,1181.1136,0.19270837,100.301,2.653749,-3.9119723,25000,-3.911973,0.30711347,1199.6313,-0.12495051,-0.59519297,1000,1554.7688,25,3.9120230054281455,0.0,100.176735,0.0,1567.889,0.9621225128072701,0.019747954,1.258224,0.74011165,1.2671349262818694,-3.911973,0.41915336,1000,-0.28156027,-0.44422388,0.35171592,0.2915063,0.9621225128072701
5.6631307e-05,25,25.527405086917508,3.9068787,10.610829368875178,0.9553291,1424.9463,1000.0,1000.0,1923.3824124410748,1410.2522,1.8652526,8.597966726869345,1.067701698280871,-0.041256264,-1.1361561,-2.5093338,7.1525574e-07,0.099794835,25.855254008016317,1136.0276,0.2253063,108.322754,2.5175614,-3.9119723,26000,-3.911973,0.32068828,1149.189,-0.13038947,-0.5956531,1000,1563.4435,26,3.9120230054281455,0.0,108.85141,0.0,1579.513,25.855254008016317,0.026786435,1.3944114,1.1703482,1.4297422915697098,-3.911973,0.46653372,1000,-0.29095894,-0.4268588,0.3200015,0.29086098,25.855254008016317
5.58604e-05,26,25.527405086917508,3.8831198,-16.93640549612164,0.91097873,1460.9868,1000.0,1000.0,1934.5444572428241,1447.3174,2.2594335,8.73900692164898,1.0647585401311517,-0.031692967,-0.8713865,-0.8954156,7.1525574e-07,0.08902499,8.148810310026755,1177.0256,0.16965632,102.94986,2.552639,-3.9119723,27000,-3.911973,0.30051273,1189.5162,-0.1254318,-0.5980444,1000,1581.7031,27,3.9120230054281455,0.0,102.78122,0.0,1596.3673,8.148810310026755,0.026320852,1.359334,1.1319673,1.271265298128128,-3.911973,0.42840165,1000,-0.33484137,-0.39188427,0.33279383,0.29505557,8.148810310026755
5.529978e-05,27,25.527405086917508,3.8981137,-7.587201047840412,0.97816455,1475.9622,1000.0,1000.0,1945.6452177064493,1462.6624,1.1540256,8.642224421724677,1.0609940886497498,-0.03714577,-2.03444,1.0741295,7.1525574e-07,0.086413,-8.08260817219943,1190.2407,0.17338355,94.968285,2.5031805,-3.9119723,28000,-3.911973,0.30111614,1209.1587,-0.12420511,-0.61396885,1000,1591.2849,28,3.9120230054281455,0.0,94.581474,0.0,1604.559,-8.08260817219943,0.031471863,1.4087923,0.84386283,1.356656919233501,-3.911973,0.4343271,1000,-0.2913671,-0.40618318,0.34052613,0.29381222,-8.08260817219943
5.672039e-05,28,25.527405086917508,3.8887641,20.4514926198948,0.90209067,1457.3282,1000.0,1000.0,1956.715268459171,1443.2205,1.1838143,8.771257556043565,1.0643133642151952,-0.033584967,-0.6551876,-0.14464766,7.1525574e-07,0.08967216,15.960054729603222,1190.0771,0.17511427,105.731155,2.4677649,-3.9119723,29000,-3.911973,0.29907194,1202.3185,-0.12711786,-0.6008102,1000,1603.7957,29,3.9120230054281455,0.0,106.174255,0.0,1618.5409,15.960054729603222,0.027325068,1.4442084,0.74966353,1.3989150105044246,-3.911973,0.41888925,1000,-0.31269205,-0.3939338,0.33151445,0.296838,15.960054729603222
5.450006e-05,29,25.527405086917508,3.8992693,19.358993816950637,0.8655009,1482.8405,1000.0,1000.0,1967.6715924618766,1469.0205,1.9088812,8.641823287121952,1.039180489256978,-0.034959238,-1.4043865,0.061368138,7.1525574e-07,0.08386325,-1.960570347856986,1231.892,0.1538802,95.58597,2.6677985,-3.9119723,30000,-3.911973,0.28705943,1244.1768,-0.12989312,-0.59089476,1000,1610.6088,30,3.9120230054281455,0.0,95.70697,0.0,1626.1271,-1.960570347856986,0.033569723,1.2441745,0.8545797,1.2361224172636867,-3.911973,0.4136722,1000,-0.29048523,-0.36783576,0.33442196,0.28960785,-1.960570347856986
5.537983e-05,30,25.527405086917508,3.838082,14.313674510787141,0.84881806,1481.9412,1000.0,1000.0,2405.8135471744463,1468.4165,1.3947085,8.545370502397418,1.0445895083248615,-0.025527345,-1.535727,1.7032006,7.1525574e-07,0.085203,-16.76965666342653,1193.9235,0.18970236,110.09976,2.502375,-3.9119723,31000,-3.911973,0.30223346,1207.0494,-0.122872904,-0.58764243,1000,1615.8489,31,3.9120230054281455,0.0,110.43283,0.0,1630.4232,-16.76965666342653,0.034416914,1.4095981,0.71362686,1.2764127049595118,-3.911973,0.4223242,1000,-0.3058129,-0.4299124,0.35876128,0.29622748,-16.76965666342653
5.3256525e-05,31,25.527405086917508,3.9073079,-11.286618768697418,0.8749728,1507.4163,1000.0,1000.0,2414.2338630538434,1494.1073,0.97556734,6.188351086340845,0.7759442375972867,-0.020565461,-1.1444368,0.9013772,7.1525574e-07,0.07723276,-17.150116439120893,1232.8605,0.16862173,92.58383,2.5607903,-3.9119723,32000,-3.911973,0.28236625,1248.1986,-0.12740877,-0.5868387,1000,1625.5918,32,3.9120230054281455,0.0,92.042816,0.0,1638.8372,-17.150116439120893,0.029606193,1.3511827,0.77637064,428.55023747496307,-3.911973,0.397913,1000,-0.22382396,-0.3951217,0.35172543,0.2896415,-17.150116439120893
5.270229e-05,32,25.527405086917508,3.9110327,9.33725964926159,0.79314363,1516.6467,1000.0,1000.0,2423.769734892994,1503.2104,2.4331172,7.196620692498982,0.8089630799368024,-0.022340748,0.48041868,0.74189353,7.1525574e-07,0.0749046,26.905647309387145,1250.4619,0.19105393,88.18729,2.5631928,-3.9119723,33000,-3.911973,0.29439756,1258.4177,-0.12595397,-0.58721024,1000,1627.6089,33,3.9120230054281455,0.0,87.92014,0.0,1641.1573,26.905647309387145,0.030255966,1.34878,0.77416384,1.4689871240407228,-3.911973,0.40924162,1000,-0.2709057,-0.39176682,0.32161084,0.28884315,26.905647309387145
5.4227756e-05,33,25.527405086917508,3.8937466,15.188965139592915,0.8599249,1504.3562,1000.0,1000.0,2431.35718792025,1492.0701,2.9665425,5.649788023903966,0.7430575946345925,-0.022017349,-0.51890993,3.4831042,7.1525574e-07,0.075368635,-21.561254078171764,1234.9515,0.20058006,100.50354,2.463965,-3.9119723,34000,-3.911973,0.2962207,1250.8856,-0.12671298,-0.60021144,1000,1633.7378,34,3.9120230054281455,0.0,100.01768,0.0,1646.322,-21.561254078171764,0.032204542,1.4480083,0.8955885,1.5277071502059698,-3.911973,0.41865766,1000,-0.20814838,-0.37089795,0.32816362,0.2936565,-21.561254078171764
5.4567146e-05,34,25.527405086917508,3.908637,11.871769675773624,1.0164444,1520.279,1000.0,1000.0,2441.9999012658373,1506.4934,0.9938907,8.240864495746791,1.0108486786484718,-0.018459694,-0.45506954,-0.0524488,7.1525574e-07,0.07407689,-19.275310598347694,1265.8048,0.1818339,89.97891,2.3971696,-3.9119723,35000,-3.911973,0.2880401,1280.1406,-0.1265947,-0.59462315,1000,1632.3187,35,3.9120230054281455,0.0,90.17604,0.0,1646.0714,-19.275310598347694,0.031096295,1.5148034,0.81341267,1.1882443642243743,-3.911973,0.4215138,1000,-0.23669457,-0.3644052,0.33825657,0.29543176,-19.275310598347694
5.4429573e-05,35,25.527405086917508,3.614691,-12.36669625410115,0.9751783,1523.1119,1000.0,1000.0,2453.6217186385766,1509.967,1.8238977,9.061536342836916,1.1420748205855489,-0.02092817,-3.6421943,1.775869,7.1525574e-07,0.07793717,-15.932252870111721,1293.1505,0.25215948,82.25667,2.2829242,-3.9119723,36000,-3.911973,0.30800274,1303.6245,-0.12604451,-0.6063422,1000,1645.8193,36,3.9120230054281455,0.0,82.96493,0.0,1659.2974,-15.932252870111721,0.032535374,1.6290488,0.81143385,1.400596003048122,-3.911973,0.44013655,1000,-0.2259478,-0.3822958,0.33366665,0.29404035,-15.932252870111721
5.2388914e-05,36,25.527405086917508,3.9003417,3.2593634682276873,1.520735,1522.1423,1000.0,1000.0,2464.546321382746,1508.118,1.4577359,8.536848023533821,1.062457012012601,-0.011352181,-11.225183,-0.85987616,7.1525574e-07,0.071018115,-24.07010935378279,1246.0289,0.2326033,92.184,2.2757006,-3.9119723,37000,-3.911973,0.29315597,1260.1279,-0.12555435,-0.5847704,1000,1640.9155,37,3.9120230054281455,0.0,92.16228,0.0,1656.9971,-24.07010935378279,0.023096872,1.6362724,0.9346237,1.4211961086839437,-3.911973,0.39631414,1000,-0.22804084,-0.44671005,0.35005057,0.28955394,-24.07010935378279
5.347718e-05,37,25.527405086917508,3.6864688,-2.2109469326858697,0.90382296,1534.2198,1000.0,1000.0,2476.0710128722712,1520.4572,1.6066667,9.094070267863572,1.1026374530047178,-0.015912706,-0.44346428,-0.48838046,7.1525574e-07,0.07547608,-12.674825693200406,1253.7814,0.18146023,89.28859,2.2487147,-3.9119723,38000,-3.911973,0.30886927,1268.9814,-0.12407185,-0.57497895,1000,1649.9117,38,3.9120230054281455,0.0,88.98785,0.0,1663.9526,-12.674825693200406,0.029884098,1.6632582,0.71984386,1.3173358803614974,-3.911973,0.44788557,1000,-0.30309883,-0.40596548,0.33319876,0.292593,-12.674825693200406
5.517124e-05,38,25.527405086917508,3.9083993,-16.222492509395966,0.86483127,1527.9408,1000.0,1000.0,2487.950883803889,1514.8826,1.915379,9.410236086696386,1.0854763556271791,-0.01567534,-0.2863407,2.2880113,7.1525574e-07,0.08369041,-3.5564700963709406,1253.9756,0.25659052,98.497986,2.277337,-3.9119723,39000,-3.911973,0.32251948,1269.2866,-0.12088351,-0.58917737,1000,1645.4977,39,3.9120230054281455,0.0,99.173256,0.0,1661.8285,-3.5564700963709406,0.030925985,1.6346362,0.95427036,1.32918587513268,-3.911973,0.44597474,1000,-0.31173605,-0.41587022,0.36914796,0.29745564,-3.5564700963709406
5.2160507e-05,39,25.527405086917508,3.830493,-6.860722683384035,0.84101206,1533.3317,1000.0,1000.0,2498.985282646492,1518.8503,1.5526515,8.674894200637937,1.065603150986135,-0.018637074,-0.37976742,-2.099155,7.1525574e-07,0.06930139,-11.514507095264449,1283.1455,0.18067521,89.7376,2.4465904,-3.9119723,40000,-3.911973,0.30842224,1296.3497,-0.1250616,-0.5845814,1000,1659.1862,40,3.9120230054281455,0.0,89.86494,0.0,1672.7513,-11.514507095264449,0.029969905,1.4653823,0.8513839,1.3840061398223042,-3.911973,0.44646743,1000,-0.26948634,-0.39740485,0.32411033,0.28901654,-11.514507095264449
