log_p_z-max,log_p_z-std,gmm-log-sigs-min,gmm-mus-mean,vf-min,policy-reg-loss,qf-min,qf-std,gmm-log-w-max,discriminator_reward-avg,vf-max,z-entropy,vf-std,gmm-log-sigs-std,log_p_z-min,best_single_option_policy/return-max,gmm-log-w-min,best_single_option_policy/episode-length-std,pool-size,time-train,epoch,best_single_option_policy/return-average,vf-loss,gmm-log-sigs-max,best_single_option_policy/episode-length-avg,discriminator_reward-max,vf-avg,gmm-log-sigs-mean,gmm-log-w-std,bellman-error,path-length,gmm-mus-std,time-eval,gmm-log-w-mean,discriminator_reward-std,best_single_option_policy/episode-length-min,gmm-mus-min,qf-avg,discriminator-loss,gmm-mus-max,kl-surrogate-loss,last-path-return,time-total,best_single_option_policy/episode-length-max,log_p_z-avg,time-sample,qf-max,best_single_option_policy/return-std,discriminator_reward-min,episodes,max-path-return,best_single_option_policy/return-min
-3.911973,7.1525574e-07,-2.0275235,0.46172118,176.96268,0.0018407713,180.47304,58.67419,11.730823,3.3567672,435.90378,3.9120230054281455,60.010147,0.43737,-3.911973,-33.76875867770141,-10.0,0.0,11000,5.657813458703458,10,-33.76875867770141,2.3432431,0.848104,1000.0,3.911973,249.51865,-0.42542857,4.3558383,0.6830944,1000.0,1.7595663,1.528603338636458,-1.4649462,0.64688754,1000,-3.4508772,249.21162,0.55520594,6.9171724,1.3522936,4.726605742238407,1053.8928962387145,1000,-3.9119723,0.8917814446613193,432.51944,0.0,-0.9556408,11,25.59349399461589,-33.76875867770141
-3.911973,7.1525574e-07,-1.9672263,0.32171607,188.86656,0.0015745072,188.88777,79.6219,11.491847,3.4322155,456.3198,3.9120230054281455,80.109535,0.43340382,-3.911973,16.6971191035758,-10.0,0.0,12000,6.342225914821029,11,16.6971191035758,0.4637036,1.0747532,1000.0,3.911973,281.81982,-0.44067305,3.8679194,0.37331885,1000.0,1.6320175,473.97282471880317,-1.435987,0.5674373,1000,-4.13213,280.41565,0.47975746,5.2067537,-0.77850515,23.05906909761952,1062.3479239232838,1000,-3.9119723,0.916265208274126,454.64728,0.0,0.48309064,12,25.59349399461589,16.6971191035758
-3.911973,7.1525574e-07,-1.5938885,0.17061903,203.02348,0.0009940793,203.69458,71.4045,8.851065,3.3206468,456.92755,3.9120230054281455,71.7338,0.45801684,-3.911973,1.6955616897890362,-10.0,0.0,13000,6.070357440970838,12,1.6955616897890362,0.3370152,1.1825352,1000.0,3.911973,279.599,-0.38843542,3.3367155,0.20412584,1000.0,1.264273,1.20360644813627,-1.3068411,0.5912947,1000,-3.230883,278.73352,0.59132624,3.253974,-0.6203744,21.651255103009944,1070.55257993564,1000,-3.9119723,0.8874162351712584,454.96866,0.0,1.5682385,13,25.59349399461589,1.6955616897890362
-3.911973,7.1525574e-07,-2.8356829,0.25492686,190.46115,0.0020283381,192.38179,71.00312,15.414061,3.172545,461.16354,3.9120230054281455,71.25444,0.594659,-3.911973,35.39332992871729,-10.0,0.0,14000,5.848636322654784,13,35.39332992871729,1.301352,2.0,1000.0,3.911973,286.1595,-0.35837466,4.598535,1.2849684,1000.0,1.8734025,1.2480704225599766,-1.6964034,1.4202765,1000,-8.219158,284.87,0.7394279,7.0081697,-1.2457356,17.17168862284636,1078.5712518086657,1000,-3.9119723,0.8506845496594906,459.68762,0.0,-11.00368,14,25.59349399461589,35.39332992871729
-3.911973,7.1525574e-07,-1.6204664,0.1728243,220.84517,0.0013353905,220.84615,71.53986,16.260624,3.3154652,464.44147,3.9120230054281455,71.816216,0.46927574,-3.911973,34.48475440471296,-10.0,0.0,15000,5.937898858450353,14,34.48475440471296,0.49379623,1.8240815,1000.0,3.911973,302.03156,-0.20907229,4.810884,0.26688662,1000.0,1.5417463,1.3263015504926443,-1.662633,0.6008393,1000,-5.0501885,301.03253,0.59650767,4.3587813,-0.97568536,28.604238425713188,1086.8069864641875,1000,-3.9119723,0.8773682741448283,462.8251,0.0,1.1481764,15,28.604238425713188,34.48475440471296
-3.911973,7.1525574e-07,-2.3964176,0.18773708,211.85275,0.0014427799,208.80185,76.05237,12.384382,3.1477957,464.1588,3.9120230054281455,76.34959,0.5354101,-3.911973,3.545008923832892,-10.0,0.0,16000,5.928127469494939,15,3.545008923832892,0.6004733,1.0488808,1000.0,3.9119728,300.2489,-0.35888457,5.3870454,0.49694324,1000.0,1.5604013,1.413106383755803,-1.8282498,0.7205859,1000,-7.068511,299.39136,0.76417726,5.348515,-0.45317188,20.428358925305893,1094.9337250441313,1000,-3.9119723,0.8715617228299379,462.55344,0.0,0.64978886,16,28.604238425713188,3.545008923832892
-3.911973,7.1525574e-07,-1.9311838,0.17618278,218.05637,0.0010143024,216.48323,70.67466,13.067633,3.1647735,463.5177,3.9120230054281455,71.17138,0.47994617,-3.911973,32.63957981609202,-10.0,0.0,17000,5.756198396906257,16,32.63957981609202,0.61444575,1.1850269,1000.0,3.9119728,303.41656,-0.39830446,4.854585,0.51366675,1000.0,1.268294,1.3281370848417282,-1.5845404,0.94532347,1000,-5.7502046,303.3339,0.7471996,3.9687004,0.17192285,9.88585323087068,1102.8837044620886,1000,-3.9119723,0.8512983014807105,462.86594,0.0,-1.9084954,17,28.604238425713188,32.63957981609202
-3.911973,7.1525574e-07,-2.1127214,0.41623396,235.47961,0.0013440796,233.45454,66.52912,12.937471,3.2973578,472.98004,3.9120230054281455,66.63153,0.4642658,-3.911973,26.342525975511144,-10.0,0.0,18000,5.762451784685254,17,26.342525975511144,0.35862133,1.6535264,1000.0,3.911973,310.6672,-0.29030916,4.9506955,0.179147,1000.0,1.4883165,1.3430263120681047,-1.6546521,0.6886915,1000,-5.947652,310.09207,0.61461544,5.333736,-0.3981097,26.600092535005263,1110.856705987826,1000,-3.9119723,0.8468725923448801,470.86102,0.0,0.38139677,18,28.604238425713188,26.342525975511144
-3.911973,7.1525574e-07,-1.534555,0.3372516,234.41986,0.00114078,235.77168,67.21744,15.813737,3.120891,468.69894,3.9120230054281455,67.385826,0.51257384,-3.911973,40.63334884628678,-10.0,0.0,19000,5.765902891755104,18,40.63334884628678,0.7331214,2.0,1000.0,3.9119167,313.6209,-0.24398805,4.6617775,0.25078082,1000.0,1.3585138,1.3624502960592508,-1.5658578,0.7339974,1000,-3.934989,312.78766,0.79108196,4.6361775,-0.8711883,21.34771253454977,1118.7889032438397,1000,-3.9119723,0.8371594781056046,467.40506,0.0,-0.6802573,19,28.604238425713188,40.63334884628678
-3.911973,7.1525574e-07,-2.3148649,0.45946077,243.24896,0.0012591005,242.9207,58.492256,12.039873,3.1541538,466.88275,3.9120230054281455,58.809547,0.44485503,-3.911973,19.496520717995875,-10.0,0.0,20000,5.899283681064844,19,19.496520717995875,1.375655,1.3444929,1000.0,3.911973,307.3807,-0.23632404,4.776444,0.5981792,1000.0,1.4329519,1.3322388613596559,-1.5928704,0.6569136,1000,-4.177502,307.29605,0.7578193,5.9214096,1.095808,15.198393687924117,1127.076507772319,1000,-3.9119723,0.8649858459830284,465.68054,0.0,0.26879334,20,28.604238425713188,19.496520717995875
-3.911973,7.1525574e-07,-1.6153476,0.4265206,242.6462,0.0013120939,243.38968,58.54944,12.7591095,3.310667,486.65692,3.9120230054281455,58.508835,0.47089508,-3.911973,8.85700117583653,-10.0,0.0,21000,5.819455210119486,20,8.85700117583653,0.9053035,1.4829016,1000.0,3.911886,315.67944,-0.33513412,5.075389,0.42861283,1000.0,1.4519678,1.5334065798670053,-1.6115686,0.5860333,1000,-3.5522227,315.71176,0.6013062,6.653036,1.2745823,-2.94895553018515,1623.3475175229833,1000,-3.9119723,0.862787302583456,485.94336,0.0,1.3227811,21,28.604238425713188,8.85700117583653
-3.911973,7.1525574e-07,-1.8793379,-0.012122497,221.23964,0.0011588538,221.26634,55.905006,11.030268,3.164793,469.14093,3.9120230054281455,56.209034,0.49588346,-3.911973,-22.368583201616183,-10.0,0.0,22000,5.975760210305452,21,-22.368583201616183,0.8867892,1.0882733,1000.0,3.9119244,317.58725,-0.37648436,4.9757667,0.54011774,1000.0,1.3892156,489.57871381379664,-1.5842807,0.8529213,1000,-5.0128884,317.7697,0.74718,4.940927,1.1766549,-20.499334118372467,1631.5219925474375,1000,-3.9119723,0.8706638617441058,469.04883,0.0,-1.8200145,22,28.604238425713188,-22.368583201616183
-3.911973,7.1525574e-07,-1.8137203,-0.085283756,247.50919,0.0009241791,246.81409,55.803314,10.630846,3.2610004,478.02914,3.9120230054281455,55.853916,0.46766013,-3.911973,28.124209651772787,-10.0,0.0,23000,6.174863369204104,22,28.124209651772787,1.0894591,0.8722745,1000.0,3.911973,319.02246,-0.3522324,4.617564,0.42536676,1000.0,1.2240553,1.3391512809321284,-1.5524385,0.66158044,1000,-6.821152,317.97372,0.6509726,4.3664474,-1.2187004,-4.520234875060963,1639.8021309664473,1000,-3.9119723,0.8779244488105178,474.47055,0.0,0.44749522,23,28.604238425713188,28.124209651772787
-3.911973,7.1525574e-07,-2.272659,-0.25906605,244.68489,0.0010248001,240.63652,56.381176,12.586854,3.166483,472.71066,3.9120230054281455,56.614376,0.47098976,-3.911973,27.435722221729097,-10.0,0.0,24000,6.089446570724249,23,27.435722221729097,0.5464946,1.2310376,1000.0,3.9114401,319.50677,-0.3603778,5.0861487,0.37356114,1000.0,1.2770206,1.2216888219118118,-1.5873812,0.768072,1000,-8.986505,318.58685,0.7454903,3.1077566,-0.77727616,31.635677546274817,1648.1167292837054,1000,-3.9119723,0.897095057182014,472.00977,0.0,-0.14099789,24,31.635677546274817,27.435722221729097
-3.911973,7.1525574e-07,-1.5841429,-0.108923465,245.26622,0.0008395619,247.07037,59.210064,10.129383,3.2708273,475.97568,3.9120230054281455,59.17055,0.43563408,-3.911973,34.66737341397718,-10.0,0.0,25000,6.0947023537009954,24,34.66737341397718,0.5261359,0.8601166,1000.0,3.9118416,330.36774,-0.35364112,4.8113456,0.47215983,1000.0,1.1629361,1.345066986978054,-1.5212313,0.6727624,1000,-4.950607,330.4148,0.64114594,5.300242,0.6652591,-12.616879680760407,1656.5304333847016,1000,-3.9119723,0.8957701995968819,474.98532,0.0,1.1041517,25,31.635677546274817,34.66737341397718
-3.911973,7.1525574e-07,-1.4859177,0.0028589293,233.99062,0.00085613225,231.95116,54.97242,11.857009,3.263524,469.13788,3.9120230054281455,55.342625,0.40886632,-3.911973,29.583847514706434,-10.0,0.0,26000,6.088261306285858,25,29.583847514706434,0.6100886,0.9971375,1000.0,3.9119675,323.15277,-0.35692602,4.6023765,0.5279132,1000.0,1.1906672,1.4055104302242398,-1.5251803,0.7326868,1000,-5.7457476,322.45544,0.64844894,4.100962,-0.55549514,7.851585020901647,1664.7415545126423,1000,-3.9119723,0.8863679291680455,468.62387,0.0,-1.5748796,26,31.635677546274817,29.583847514706434
-3.911973,7.1525574e-07,-1.8148075,-0.064253785,234.5694,0.0007579366,234.57263,58.134884,12.565364,3.2704232,467.6938,3.9120230054281455,58.532536,0.40920728,-3.911973,30.103457592724673,-10.0,0.0,27000,6.074698866344988,26,30.103457592724673,0.6349745,1.1174315,1000.0,3.911896,333.68665,-0.37490374,4.906315,0.2772171,1000.0,1.0971515,1.2350952830165625,-1.6004937,0.6672747,1000,-4.372,334.10004,0.6415498,4.0621843,0.6831906,12.44142838663105,1673.0967770516872,1000,-3.9119723,0.8972027767449617,466.84457,0.0,0.119454384,27,31.635677546274817,30.103457592724673
-3.911973,7.1525574e-07,-1.74671,0.11306356,248.4679,0.000779149,246.34393,54.037785,11.62929,3.2153358,464.7913,3.9120230054281455,54.137596,0.38397604,-3.911973,30.657054859450238,-10.0,0.0,28000,5.962334744632244,27,30.657054859450238,0.72196156,0.7833493,1000.0,3.9117453,332.69354,-0.35436305,4.729948,0.5077665,1000.0,1.1280531,1.3907474493607879,-1.5755854,0.6485507,1000,-5.4992785,333.1167,0.69663703,5.044457,1.1292977,-25.960557341899154,1681.3375424155965,1000,-3.9119723,0.8706461442634463,466.16437,0.0,0.9531083,28,31.635677546274817,30.657054859450238
-3.911973,7.1525574e-07,-1.6756473,0.13451166,239.55338,0.0009026732,242.1964,46.509525,15.258584,3.166245,462.568,3.9120230054281455,46.826958,0.39620006,-3.911973,32.411762952660204,-10.0,0.0,29000,5.8565375469625,28,32.411762952660204,0.9943499,1.2458768,1000.0,3.9119194,326.2187,-0.34598112,5.2705526,0.5164975,1000.0,1.2290546,1.4022676786407828,-1.7097309,0.70623523,1000,-4.7107873,325.7028,0.74572814,4.973059,-0.5302069,-6.5289188758467445,1689.4361102180555,1000,-3.9119723,0.8513426668941975,460.21497,0.0,0.46511197,29,31.635677546274817,32.411762952660204
-3.911973,7.1525574e-07,-1.8853787,0.16662607,239.70674,0.0008727588,238.08807,55.354736,11.882398,3.1259801,465.67184,3.9120230054281455,55.249226,0.4317004,-3.911973,9.080599733952091,-10.0,0.0,30000,5.81391666457057,29,9.080599733952091,1.0168214,0.88047594,1000.0,3.9102073,337.9516,-0.3903041,4.909676,0.68136996,1000.0,1.1743298,1.4024580288678408,-1.7480679,0.83097863,1000,-4.598742,338.1929,0.7859929,4.876744,0.9184388,26.051311630810428,1697.4787025526166,1000,-3.9119723,0.8669537575915456,465.03494,0.0,-1.1064153,30,31.635677546274817,9.080599733952091
-3.911973,7.1525574e-07,-1.7032224,0.24707976,219.88072,0.00095782726,223.46709,57.934338,13.354886,3.0391283,460.2787,3.9120230054281455,58.39455,0.38744214,-3.911973,1.3466272467054798,-10.0,0.0,31000,5.773495894856751,30,1.3466272467054798,1.1718185,0.77347016,1000.0,3.9119058,337.72644,-0.43012255,5.0231056,0.3486284,1000.0,1.2326757,1.3641272652894258,-1.7298002,1.0182817,1000,-4.2408133,337.70453,0.87284464,4.553832,0.26712877,-9.059157544747059,2222.5167245054618,1000,-3.9119723,0.8375331144779921,457.04996,0.0,-4.0648437,31,31.635677546274817,1.3466272467054798
-3.911973,7.1525574e-07,-1.9756101,0.24039151,248.31183,0.00091065327,249.76407,51.436203,15.549061,3.4138696,455.24854,3.9120230054281455,51.727898,0.4010445,-3.911973,-18.659827724282117,-10.0,0.0,32000,5.765760225243866,31,-18.659827724282117,0.48799336,1.2004995,1000.0,3.9118786,345.81586,-0.43364632,5.1573257,0.3636315,1000.0,1.1893833,518.4207501010969,-1.7691818,0.49491334,1000,-3.9195695,345.57428,0.49810344,4.366346,0.35371658,20.38299122223396,2230.6203538281843,1000,-3.9119723,0.912692004814744,453.98987,0.0,1.1809237,32,31.635677546274817,-18.659827724282117
-3.911973,7.1525574e-07,-2.1078188,0.18318167,220.69061,0.0009802853,218.56685,52.87373,11.229347,3.2217069,479.74008,3.9120230054281455,52.838284,0.43636075,-3.911973,-7.553960398481831,-10.0,0.0,33000,5.864923955872655,32,-7.553960398481831,0.9657744,1.10198,1000.0,3.911955,344.49823,-0.44957712,5.0237617,0.42826253,1000.0,1.2387432,1.4293571896851063,-1.7791145,0.8626931,1000,-4.9340515,343.70465,0.69026613,4.1227264,-0.51823133,16.42829603033381,2238.9170459136367,1000,-3.9119723,0.9364587124437094,474.943,0.0,-2.7008772,33,31.635677546274817,-7.553960398481831
-3.911973,7.1525574e-07,-1.8905259,0.12540159,223.89854,0.00087273447,222.78653,53.366936,12.962857,3.1300485,450.4426,3.9120230054281455,53.44057,0.43699017,-3.911973,-6.720329634209055,-10.0,0.0,34000,5.7822066424414515,33,-6.720329634209055,1.0433136,0.8479257,1000.0,3.903877,341.4419,-0.43383795,5.128753,0.36609432,1000.0,1.1621394,1.5023279497399926,-1.7609171,0.90052253,1000,-3.649623,340.28003,0.78192437,4.2516627,-1.57145,2.1374801086540294,2247.0316683724523,1000,-3.9119723,0.903751845471561,450.01038,0.0,-3.4920154,34,31.635677546274817,-6.720329634209055
-3.911973,7.1525574e-07,-1.6288161,0.13553339,219.39026,0.0008901786,214.34091,48.207203,12.901641,3.1707425,461.79956,3.9120230054281455,48.48675,0.4239414,-3.911973,-4.2648645429916385,-10.0,0.0,35000,5.825794548727572,34,-4.2648645429916385,0.90415543,1.0852007,1000.0,3.9117272,339.96225,-0.43450034,5.1984105,0.5484789,1000.0,1.1804538,1.4205081975087523,-1.7742314,0.7898639,1000,-3.921924,338.50793,0.7412305,3.9120927,-1.613487,1.5218582149292554,2255.2478281976655,1000,-3.9119723,0.9261856395751238,460.40457,0.0,-1.684938,35,31.635677546274817,-4.2648645429916385
-3.911973,7.1525574e-07,-1.9231625,0.23944478,223.46254,0.00076780183,220.98,42.842857,11.321744,3.0562377,456.68954,3.9120230054281455,42.65497,0.3860712,-3.911973,-5.542241041056535,-10.0,0.0,36000,5.739077500998974,35,-5.542241041056535,0.533893,0.6311822,1000.0,3.9118752,332.09283,-0.42334378,5.2093563,0.4075486,1000.0,1.0723798,1.4659630795940757,-1.6442717,0.8776088,1000,-4.167302,331.3971,0.8557351,3.7720058,-0.7544447,6.296640953201521,2263.3352932827547,1000,-3.9119723,0.9034178396686912,455.35806,0.0,-1.7215004,36,31.635677546274817,-5.542241041056535
-3.911973,7.1525574e-07,-1.8476962,0.21049392,236.95903,0.00090609456,237.8633,44.46201,11.944918,3.1683085,437.33218,3.9120230054281455,44.552483,0.40918857,-3.911973,-11.221350567588056,-10.0,0.0,37000,5.70566319860518,36,-11.221350567588056,0.7098901,0.79891646,1000.0,3.9104378,332.1432,-0.5112697,4.8159866,0.35126114,1000.0,1.157173,1.4423119919374585,-1.6144298,0.6052127,1000,-5.5514107,331.70477,0.7436647,6.131246,-0.09859643,22.925341232752164,2271.3965729894117,1000,-3.9119723,0.9033553283661604,434.74097,0.0,0.90976906,37,31.635677546274817,-11.221350567588056
-3.911973,7.1525574e-07,-1.6713984,0.17151633,213.68086,0.0009407605,213.3741,47.453465,10.7716675,3.1518726,452.74414,3.9120230054281455,47.60327,0.41312778,-3.911973,39.60796790573391,-10.0,0.0,38000,5.6962664891034365,37,39.60796790573391,0.3992819,0.6925678,1000.0,3.8886442,334.5868,-0.4498013,5.0569096,0.84508806,1000.0,1.2161856,1.458904086612165,-1.7112727,0.6722965,1000,-4.108074,334.26193,0.76010054,4.2164674,0.24284464,-5.017488095914275,2279.48836583551,1000,-3.9119723,0.8986610397696495,449.5671,0.0,1.0639532,38,31.635677546274817,39.60796790573391
-3.911973,7.1525574e-07,-1.4945345,0.034991466,183.21288,0.0007509521,184.47368,52.396484,10.789426,3.1851435,472.02933,3.9120230054281455,52.52738,0.3865782,-3.911973,-14.84355721969014,-10.0,0.0,39000,5.700159901753068,38,-14.84355721969014,0.4415874,0.7109896,1000.0,3.9036112,335.08942,-0.4296676,5.093988,0.35452268,1000.0,1.0801029,1.5063470788300037,-1.6927786,0.7138334,1000,-4.2653003,334.87646,0.7268295,3.836347,0.25988665,36.587899771664794,2287.6095374412835,1000,-3.9119723,0.8976638345047832,472.4747,0.0,0.851604,39,36.587899771664794,-14.84355721969014
-3.911973,7.1525574e-07,-2.158437,-0.0845147,194.6506,0.00083146186,189.74985,48.076653,12.319767,3.1158671,452.1142,3.9120230054281455,48.08968,0.33460543,-3.911973,-15.319246889247838,-10.0,0.0,40000,5.748457673937082,39,-15.319246889247838,0.6977121,0.5987418,1000.0,3.9108887,332.97345,-0.46464306,4.913837,0.43992308,1000.0,1.1523572,1.5219890242442489,-1.6881638,0.86921656,1000,-4.8230643,332.17432,0.7961058,2.9934082,-0.7885649,34.08223204267852,2295.7680185334757,1000,-3.9119723,0.9065126515924931,449.7676,0.0,-3.5351377,40,36.587899771664794,-15.319246889247838
-3.911973,7.1525574e-07,-1.9903392,-0.113458,215.5797,0.0010004478,216.03569,51.614113,11.347857,3.1210034,450.7076,3.9120230054281455,52.076157,0.38051605,-3.911973,8.049413003487786,-10.0,0.0,41000,5.865512047894299,40,8.049413003487786,1.014351,0.6991695,1000.0,3.9117382,340.2699,-0.50868297,4.93281,0.6119699,1000.0,1.258758,1.4975214470177889,-1.7175397,0.77939093,1000,-5.107156,339.61816,0.79096955,4.0474606,-0.5354593,-10.658637692373768,2824.6024512303993,1000,-3.9119723,0.939844430424273,450.91623,0.0,0.08193827,41,36.587899771664794,8.049413003487786
-3.911973,7.1525574e-07,-1.5825784,-0.028126134,245.74988,0.00082446856,243.86401,48.149914,13.441787,3.2363915,448.41833,3.9120230054281455,48.321716,0.3872884,-3.911973,8.544947430377835,-10.0,0.0,42000,5.721819624304771,41,8.544947430377835,0.50623417,1.0494897,1000.0,3.9098194,337.47165,-0.44153398,4.7969766,0.423882,1000.0,1.1415784,522.0299235852435,-1.7072055,0.72187954,1000,-5.3158646,336.60098,0.67558134,3.9898083,-0.79759693,-34.75656153393845,2832.662293427624,1000,-3.9119723,0.8920768341049552,447.32535,0.0,0.24485826,42,36.587899771664794,8.544947430377835
