log_p_z-max,log_p_z-std,gmm-log-sigs-min,gmm-mus-mean,vf-min,policy-reg-loss,qf-min,qf-std,gmm-log-w-max,discriminator_reward-avg,vf-max,z-entropy,vf-std,gmm-log-sigs-std,log_p_z-min,best_single_option_policy/return-max,gmm-log-w-min,best_single_option_policy/episode-length-std,pool-size,time-train,epoch,best_single_option_policy/return-average,vf-loss,gmm-log-sigs-max,best_single_option_policy/episode-length-avg,discriminator_reward-max,vf-avg,gmm-log-sigs-mean,gmm-log-w-std,bellman-error,path-length,gmm-mus-std,time-eval,gmm-log-w-mean,discriminator_reward-std,best_single_option_policy/episode-length-min,gmm-mus-min,qf-avg,discriminator-loss,gmm-mus-max,kl-surrogate-loss,last-path-return,time-total,best_single_option_policy/episode-length-max,log_p_z-avg,time-sample,qf-max,best_single_option_policy/return-std,discriminator_reward-min,episodes,max-path-return,best_single_option_policy/return-min
-3.911973,7.1525574e-07,-1.8330443,-0.0811512,243.8035,0.00069049816,239.22264,37.409863,13.713625,3.275235,484.86682,3.9120230054281455,37.08518,0.44200656,-3.911973,44.25324689260966,-10.0,0.0,278000,6.1016881968826056,277,44.25324689260966,1.4769546,2.0,1000.0,3.911973,355.57434,-0.37254536,5.033529,0.7534743,1000.0,1.0199269,1.5116018308326602,-1.6790967,0.8672913,1000,-6.621785,355.7514,0.6367382,5.764152,0.21888752,-2.3747043018556764,17184.39275702834,1000,-3.9119723,0.9129230687394738,484.70102,0.0,-0.8252797,278,57.176658134352294,44.25324689260966
-3.911973,7.1525574e-07,-2.1248412,0.027952561,259.0389,0.0005925194,259.69623,37.382694,14.392562,2.9577386,465.33682,3.9120230054281455,37.46661,0.43630075,-3.911973,43.68470382752162,-10.0,0.0,279000,6.051854407414794,278,43.68470382752162,0.77033985,1.3751738,1000.0,3.9119127,352.93726,-0.3982968,4.9762163,0.7363008,1000.0,0.9139249,1.649422095157206,-1.6300905,1.3360292,1000,-3.1920707,353.1059,0.95423424,3.594466,0.8501705,23.99593244078322,17192.78907362558,1000,-3.9119723,0.8995369113981724,465.65424,0.0,-2.8591948,279,57.176658134352294,43.68470382752162
-3.911973,7.1525574e-07,-1.826287,0.11338955,250.10179,0.0006036535,248.91841,38.505775,10.638013,3.1238618,429.72092,3.9120230054281455,38.681984,0.44775686,-3.911973,46.3394663489045,-9.938253,0.0,280000,6.514226105064154,279,46.3394663489045,0.99555945,0.6848673,1000.0,3.9119377,351.39548,-0.39160773,4.6969275,0.9418908,1000.0,0.9168461,1.4520834032446146,-1.6098063,1.0298289,1000,-2.8497276,349.95056,0.7881112,3.770687,-1.3392093,24.13044643737034,17201.851941093802,1000,-3.9119723,1.0031311949715018,426.9222,0.0,-2.170864,280,57.176658134352294,46.3394663489045
-3.911973,7.1525574e-07,-1.8143146,-0.012976419,270.64133,0.0005273664,272.21634,30.080256,10.6564455,3.0326154,418.0446,3.9120230054281455,30.198605,0.40587547,-3.911973,43.70062767571717,-10.0,0.0,281000,6.075391788966954,280,43.70062767571717,0.4337381,1.1220548,1000.0,3.9111965,351.18256,-0.40444443,4.603961,0.4081538,1000.0,0.8522055,1.5606896569952369,-1.5567635,1.0468504,1000,-2.908025,350.9259,0.8793574,3.2794182,0.19679597,3.253361242985013,17788.525917865336,1000,-3.9119723,0.9006742630153894,416.73325,0.0,-1.8799882,281,57.176658134352294,43.70062767571717
-3.911973,7.1525574e-07,-1.7317991,-0.08916996,268.09204,0.00057266967,268.26877,37.812008,14.212568,3.1939244,445.9143,3.9120230054281455,37.840595,0.41029555,-3.911973,39.709469493764246,-10.0,0.0,282000,6.240273545496166,281,39.709469493764246,1.2767137,1.2588166,1000.0,3.910814,351.06436,-0.3742925,5.042078,0.70399797,1000.0,0.9104674,579.6867178268731,-1.6967888,0.85651624,1000,-2.9832807,350.25262,0.7180484,2.6933722,-0.7888445,30.68375358162376,17797.348358511925,1000,-3.9119723,0.9397644829005003,443.49655,0.0,-1.5976086,282,57.176658134352294,39.709469493764246
-3.911973,7.1525574e-07,-1.8363538,0.027585136,273.73053,0.00052878563,271.92123,33.58775,11.613437,3.0356488,405.7574,3.9120230054281455,33.427574,0.3895239,-3.911973,44.551891009167946,-10.0,0.0,283000,6.157128413207829,282,44.551891009167946,0.61192024,0.8453661,1000.0,3.911973,351.87958,-0.39639813,4.4562263,0.72648907,1000.0,0.864841,1.6599402548745275,-1.5504076,1.2617421,1000,-3.3790977,350.8697,0.87632406,3.053818,-1.0747027,10.46675768357369,17805.960380669683,1000,-3.9119723,0.9191177692264318,404.15256,0.0,-2.3005443,283,57.176658134352294,44.551891009167946
-3.911973,7.1525574e-07,-2.5054207,0.030579928,280.9318,0.00048176665,280.8199,34.627895,10.430055,3.0163634,432.3604,3.9120230054281455,34.60267,0.41835985,-3.911973,22.748407896460623,-10.0,0.0,284000,6.099301910027862,283,22.748407896460623,0.407053,1.0110993,1000.0,3.9118903,352.7989,-0.39553154,4.5171285,0.46306133,1000.0,0.79443556,1.5227053733542562,-1.5121112,1.122029,1000,-3.0282319,352.69553,0.8956096,2.9060445,0.3381384,31.810755984844956,17814.491304554045,1000,-3.9119723,0.9455405678600073,430.63635,0.0,-2.9536543,284,57.176658134352294,22.748407896460623
-3.911973,7.1525574e-07,-1.7496562,0.04372867,268.8165,0.00054622936,269.80438,36.059418,12.740239,3.261736,442.83096,3.9120230054281455,36.145603,0.42708158,-3.911973,48.524091337524425,-10.0,0.0,285000,6.187816937454045,284,48.524091337524425,0.43032354,1.1096672,1000.0,3.9119725,357.0794,-0.44401973,4.7273746,0.41089892,1000.0,0.84320474,1.4991117883473635,-1.6499828,0.80430794,1000,-2.5296917,356.24652,0.65023714,3.2521558,-0.53871524,-6.906824140912837,17823.190519972704,1000,-3.9119723,0.9377915412187576,441.85052,0.0,-0.836864,285,57.176658134352294,48.524091337524425
-3.911973,7.1525574e-07,-1.9352837,0.0796269,281.54883,0.00058221165,284.4642,32.70729,17.462448,3.230532,435.18332,3.9120230054281455,32.869465,0.39499992,-3.911973,47.58033377775185,-10.0,0.0,286000,6.18448082357645,285,47.58033377775185,1.0995736,1.629476,1000.0,3.911715,353.303,-0.43313324,4.983574,0.41298175,1000.0,0.9024709,1.5668416768312454,-1.6576203,0.76168483,1000,-3.291412,353.62015,0.68144107,3.2087555,0.681615,28.57370712497674,17831.882550051436,1000,-3.9119723,0.9292259560897946,435.68643,0.0,0.04642296,286,57.176658134352294,47.58033377775185
-3.911973,7.1525574e-07,-2.2196188,0.028556183,269.19608,0.0006374754,267.1603,38.523945,17.593693,3.086096,549.0433,3.9120230054281455,38.54219,0.4339873,-3.911973,47.475248466694076,-10.0,0.0,287000,5.9485122906044126,286,47.475248466694076,0.68650174,1.6594745,1000.0,3.9119554,355.9419,-0.44693053,5.3275805,0.8631396,1000.0,0.9412988,1.582815058529377,-1.719007,1.1854441,1000,-3.9487274,355.8047,0.8258771,4.2923017,-0.04020071,16.041821298099652,17840.332500611432,1000,-3.9119723,0.8778599398210645,546.47095,0.0,-3.0486655,287,57.176658134352294,47.475248466694076
-3.911973,7.1525574e-07,-2.0717585,-0.030884832,260.34848,0.0005355037,259.73935,33.10822,13.105427,3.186694,430.12955,3.9120230054281455,33.115936,0.4151365,-3.911973,41.68820550548533,-10.0,0.0,288000,6.26886619348079,287,41.68820550548533,0.45537508,1.1282371,1000.0,3.9119635,353.59863,-0.41630906,4.975404,0.4668101,1000.0,0.85111815,1.6374377133324742,-1.607384,1.0581807,1000,-3.7040553,353.47266,0.72527915,3.1092005,-0.014085801,-6.957299460438078,17849.27434667945,1000,-3.9119723,0.9527517315000296,428.63535,0.0,-1.5399094,288,57.176658134352294,41.68820550548533
-3.911973,7.1525574e-07,-1.8664215,0.015443157,263.18466,0.00057529437,262.9359,36.940952,15.315069,3.2365956,503.702,3.9120230054281455,37.25238,0.39459965,-3.911973,46.97737950582801,-10.0,0.0,289000,6.471941042691469,288,46.97737950582801,1.1836677,1.1792631,1000.0,3.9118757,357.04782,-0.42025137,4.7405357,0.52073115,1000.0,0.9044502,1.7142509398981929,-1.5582196,0.9001665,1000,-3.7506838,356.02954,0.67537737,4.0390253,-1.3799465,7.375417609449117,17858.376338130794,1000,-3.9119723,0.9740963103249669,497.33667,0.0,-1.3484955,289,57.176658134352294,46.97737950582801
-3.911973,7.1525574e-07,-5.0,0.005617548,270.66095,0.00090495247,271.51617,33.96839,13.903001,3.1555324,422.16068,3.9120230054281455,33.996403,0.4509056,-3.911973,3.63616742808334,-10.0,0.0,290000,6.263531983830035,289,3.63616742808334,0.34617758,0.9449774,1000.0,3.9118202,353.91147,-0.44646546,4.6934223,0.4314953,1000.0,1.1862655,1.659579056315124,-1.6284397,1.0969402,1000,-10.8071995,353.68823,0.75644064,13.889654,0.09896797,-4.616636372691625,17867.126343863085,1000,-3.9119723,0.9259864622727036,423.01825,0.0,-1.7969847,290,57.176658134352294,3.63616742808334
-3.911973,7.1525574e-07,-2.2746851,0.030840388,256.8262,0.00072823867,258.44012,39.712803,14.543636,2.9948735,517.1066,3.9120230054281455,40.016335,0.4193096,-3.911973,46.40129181133402,-10.0,0.0,291000,6.024203430861235,290,46.40129181133402,0.6523807,0.76153666,1000.0,3.9118462,351.0335,-0.43470323,4.4770575,0.5885664,1000.0,1.0443842,1.5707426853477955,-1.4438857,1.1154251,1000,-6.0966024,350.2521,0.9170995,6.337867,-0.27201998,21.787565652539648,18378.698284731247,1000,-3.9119723,0.9018446039408445,511.94412,0.0,-1.3540511,291,57.176658134352294,46.40129181133402
-3.911973,7.1525574e-07,-1.6846478,0.0025278572,264.0693,0.0006622166,263.33093,38.17031,14.319197,3.0365472,470.72656,3.9120230054281455,38.407116,0.42444462,-3.911973,45.15164894779592,-10.0,0.0,292000,6.183688727207482,291,45.15164894779592,0.5779414,1.5538198,1000.0,3.911969,350.50806,-0.41832024,4.701173,0.4413324,1000.0,0.984521,504.644419725053,-1.540067,1.0922916,1000,-8.434986,349.58356,0.8754258,3.9131598,-0.8783014,13.60112134553134,18387.414455666207,1000,-3.9119723,0.8998820977285504,469.04526,0.0,-1.788559,292,57.176658134352294,45.15164894779592
-3.911973,7.1525574e-07,-1.9316359,0.15331501,269.76358,0.00057773717,268.57712,35.832317,10.896805,3.197701,430.17468,3.9120230054281455,35.895535,0.43763575,-3.911973,46.82384157466299,-10.0,0.0,293000,6.110016359016299,292,46.82384157466299,0.8071376,1.0589654,1000.0,3.9115305,355.54672,-0.42413414,4.740834,0.51856756,1000.0,0.87209743,1.6336833229288459,-1.615794,0.9173757,1000,-3.149588,355.90778,0.7142721,2.8303738,1.0744567,7.401183985107012,18395.966996542178,1000,-3.9119723,0.9236646499484777,432.47464,0.0,-0.9077687,293,57.176658134352294,46.82384157466299
-3.911973,7.1525574e-07,-1.8299904,0.049605045,280.33633,0.0005568729,280.7547,34.018806,14.133849,3.2043648,449.12448,3.9120230054281455,33.88633,0.45278296,-3.911973,37.98042210822898,-10.0,0.0,294000,5.91235725954175,293,37.98042210822898,0.73191386,1.5127918,1000.0,3.9116094,351.33292,-0.39531642,4.93227,0.431586,1000.0,0.866024,1.5316048776730895,-1.6243289,0.8584785,1000,-5.619809,350.94507,0.70760834,4.247671,0.12096001,-2.5574025071459174,18404.310172932222,1000,-3.9119723,0.878537337295711,447.9451,0.0,0.08340216,294,57.176658134352294,37.98042210822898
-3.911973,7.1525574e-07,-1.7080317,-0.013512326,257.38422,0.00059219485,255.86859,41.016273,18.088709,3.1915193,601.0569,3.9120230054281455,41.366932,0.45487604,-3.911973,41.98536593026714,-10.0,0.0,295000,5.904046620242298,294,41.98536593026714,0.76396906,1.1894082,1000.0,3.9119122,354.20322,-0.39567217,5.233215,0.49859035,1000.0,0.9059462,1.5450180238112807,-1.6096709,0.88408715,1000,-4.4988813,353.74088,0.7204535,7.00715,-0.42876136,-10.04293398607102,18412.551892171614,1000,-3.9119723,0.8804018124938011,597.53503,0.0,-0.08586621,295,57.176658134352294,41.98536593026714
-3.911973,7.1525574e-07,-2.1738372,0.040021036,264.41318,0.0005689635,263.77185,37.47447,19.361385,3.133699,508.90164,3.9120230054281455,37.452152,0.44828683,-3.911973,51.438021037114275,-10.0,0.0,296000,5.867135109379888,295,51.438021037114275,0.44200087,1.3126184,1000.0,3.9116833,352.08286,-0.4206434,4.7466874,0.56614655,1000.0,0.87087506,1.4728384958580136,-1.5148919,0.9901866,1000,-4.89955,351.9135,0.7782742,3.801766,0.32241204,-3.2428928472479592,18420.791168066673,1000,-3.9119723,0.8789433296769857,509.75934,0.0,-2.233261,296,57.176658134352294,51.438021037114275
-3.911973,7.1525574e-07,-2.0540836,0.09049125,263.5418,0.0005453172,262.8677,36.91496,19.451363,3.258255,451.6028,3.9120230054281455,36.835457,0.4589748,-3.911973,51.17847232855031,-10.0,0.0,297000,6.114085156470537,296,51.17847232855031,1.1669459,1.364159,1000.0,3.9112089,357.84137,-0.3991261,4.9650426,0.6558966,1000.0,0.844089,1.502096633426845,-1.5482836,0.970495,1000,-4.4499297,358.60748,0.65371805,2.705535,1.2306482,28.71321562374537,18429.320025391877,1000,-3.9119723,0.9275035411119461,450.95114,0.0,-0.9377146,297,57.176658134352294,51.17847232855031
-3.911973,7.1525574e-07,-1.8801565,0.08107244,265.9658,0.00057998416,267.19244,31.589602,13.505882,3.0236726,407.29816,3.9120230054281455,31.51065,0.43385732,-3.911973,53.26874056753789,-10.0,0.0,298000,6.229606918990612,297,53.26874056753789,0.5781388,0.8797231,1000.0,3.9115841,349.32278,-0.38519388,5.1053023,0.37073284,1000.0,0.90376383,1.4860437465831637,-1.6438922,1.1682328,1000,-3.6448865,348.5592,0.88830036,2.641897,-0.46160185,-17.371362656105934,18437.84225744009,1000,-3.9119723,0.9431821312755346,406.01254,0.0,-3.0178938,298,57.176658134352294,53.26874056753789
-3.911973,7.1525574e-07,-2.3259065,0.076828495,186.43973,0.0005691373,181.53673,36.990128,13.802473,3.153254,407.73242,3.9120230054281455,37.06266,0.41925767,-3.911973,50.529407592471046,-10.0,0.0,299000,5.918300185352564,298,50.529407592471046,0.897513,1.3647746,1000.0,3.9110007,351.6466,-0.38491607,4.914054,0.6184845,1000.0,0.89912987,1.3482751855626702,-1.524574,0.8908586,1000,-3.7259824,350.37167,0.7587192,3.4523048,-1.2219381,-14.097141078517426,18446.229378687218,1000,-3.9119723,0.8857805849984288,404.95868,0.0,-0.7667427,299,57.176658134352294,50.529407592471046
-3.911973,7.1525574e-07,-2.2334592,0.077777535,213.16673,0.00055785663,201.36258,37.777046,17.27306,3.0625966,435.35925,3.9120230054281455,37.616028,0.43741825,-3.911973,47.810987696865766,-10.0,0.0,300000,6.2490162225440145,299,47.810987696865766,1.2163849,1.483628,1000.0,3.911973,347.98517,-0.30780247,5.3150125,0.63814294,1000.0,0.9075168,1.591513268649578,-1.733967,1.0113016,1000,-4.052496,346.4407,0.8493765,3.6735728,-1.7927451,37.174234269986954,18454.815410687588,1000,-3.9119723,0.9461688874289393,431.48694,0.0,-0.61837864,300,57.176658134352294,47.810987696865766
-3.911973,7.1525574e-07,-1.7783486,0.04382512,259.06656,0.0005699487,258.0773,34.330143,13.133136,3.1122048,439.60727,3.9120230054281455,34.493896,0.42737088,-3.911973,-30.30089785015494,-10.0,0.0,301000,6.031624739058316,300,-30.30089785015494,0.3377622,1.6580296,1000.0,3.911053,349.08997,-0.36302438,5.0028625,0.47402108,1000.0,0.9074933,1.388127664104104,-1.656917,0.9797852,1000,-3.2309694,348.65808,0.79976827,3.8506005,-0.18705855,20.95162831174476,19022.994608586654,1000,-3.9119723,0.9026835234835744,434.10544,0.0,-1.2603631,301,57.176658134352294,-30.30089785015494
-3.911973,7.1525574e-07,-1.9859886,0.06506478,277.68604,0.0005684054,275.60803,39.360634,14.028183,3.0400972,458.20703,3.9120230054281455,39.6225,0.4271911,-3.911973,13.830608625782542,-10.0,0.0,302000,6.166003592312336,301,13.830608625782542,0.67732835,1.1816211,1000.0,3.9119372,355.9324,-0.33629775,5.1890793,0.45752606,1000.0,0.9148709,561.2475509401411,-1.7092301,1.053382,1000,-3.6351721,354.6653,0.87187576,2.900073,-1.2162342,-3.2226045165077544,19031.48513995763,1000,-3.9119723,0.9182559810578823,453.80423,0.0,-1.0258198,302,57.176658134352294,13.830608625782542
-3.911973,7.1525574e-07,-1.770932,0.11674889,280.63013,0.00054338947,279.56406,38.446907,10.474618,3.2128296,573.02625,3.9120230054281455,38.475895,0.41066885,-3.911973,8.635050561608727,-10.0,0.0,303000,6.3504517413675785,302,8.635050561608727,1.845452,1.2088519,1000.0,3.9116733,360.06067,-0.35801625,4.941132,0.6489191,1000.0,0.8810926,1.4110776940360665,-1.5703499,0.9185697,1000,-3.7265232,358.22906,0.6991433,3.4542089,-2.1779447,-5.917696912291644,19040.18713784311,1000,-3.9119723,0.9578780243173242,572.2809,0.0,-1.6480703,303,57.176658134352294,8.635050561608727
-3.911973,7.1525574e-07,-1.9789369,0.09526994,276.08676,0.00046740304,272.61667,34.168015,11.856129,2.910235,450.7489,3.9120230054281455,34.276802,0.4039723,-3.911973,30.457947851540627,-10.0,0.0,304000,6.299121182411909,303,30.457947851540627,0.53487164,1.2016377,1000.0,3.9114754,355.71417,-0.35037073,4.653856,0.6063125,1000.0,0.7998603,1.4048475716263056,-1.5660305,1.3107811,1000,-2.9514897,355.33798,1.0017381,3.182434,0.02176705,22.243410446802862,19049.009903434664,1000,-3.9119723,0.9381210710853338,450.04138,0.0,-4.0999994,304,57.176658134352294,30.457947851540627
-3.911973,7.1525574e-07,-1.9039512,0.10939738,271.01868,0.00053215504,269.89908,33.39898,14.369422,2.9761858,426.38757,3.9120230054281455,33.298088,0.42091924,-3.911973,12.277461701434872,-10.0,0.0,305000,5.882622563280165,304,12.277461701434872,0.5499287,1.0658431,1000.0,3.91187,350.29645,-0.3252983,4.848802,0.6903095,1000.0,0.87712604,1.5934397066012025,-1.6081644,1.2272197,1000,-2.7938952,349.5165,0.9357873,3.0271552,-0.34258884,-8.591800548417691,19057.189073513262,1000,-3.9119723,0.877889079041779,425.818,0.0,-2.0740166,305,57.176658134352294,12.277461701434872
-3.911973,7.1525574e-07,-1.8640305,0.06660441,265.91382,0.0005303954,267.41812,34.938366,14.972862,2.93015,486.84595,3.9120230054281455,34.92988,0.4371095,-3.911973,-12.317645249544697,-10.0,0.0,306000,6.149880672805011,305,-12.317645249544697,0.39825672,1.4589897,1000.0,3.9112606,356.63647,-0.3962768,4.672569,0.59173816,1000.0,0.8415786,1.4118582820519805,-1.5503285,1.2307878,1000,-2.8916216,356.7494,0.98182315,2.6471684,0.5532877,19.550255993280768,19065.82451748289,1000,-3.9119723,0.9356698589399457,487.4529,0.0,-3.984387,306,57.176658134352294,-12.317645249544697
-3.911973,7.1525574e-07,-1.664624,0.064699024,278.81702,0.0005444073,275.33624,34.139343,14.894628,3.0195823,485.724,3.9120230054281455,34.35043,0.45897347,-3.911973,1.309089688799311,-10.0,0.0,307000,6.059571662917733,306,1.309089688799311,0.57146084,2.0,1000.0,3.9119456,353.32922,-0.3391809,4.871768,0.7454692,1000.0,0.87116486,1.5587649615481496,-1.6352258,1.3083947,1000,-7.191444,353.12827,0.8923906,3.9608848,0.25151727,-2.4521145279119705,19074.127740824595,1000,-3.9119723,0.8958517834544182,484.2526,0.0,-5.112378,307,57.176658134352294,1.309089688799311
-3.911973,7.1525574e-07,-1.6993172,0.041361228,264.2087,0.0005217736,258.74042,37.36532,10.642627,2.991413,537.9095,3.9120230054281455,37.073208,0.41432443,-3.911973,5.147653687110954,-10.0,0.0,308000,5.9874542113393545,307,5.147653687110954,1.0293943,0.99843335,1000.0,3.911908,351.53027,-0.38195777,4.742373,0.6053083,1000.0,0.8510464,1.3400070331990719,-1.5667678,1.2800862,1000,-2.9456134,350.8853,0.92055994,3.0495975,-0.42090136,-12.714947703092632,19082.422191250138,1000,-3.9119723,0.8950698720291257,535.32745,0.0,-5.897723,308,57.176658134352294,5.147653687110954
-3.911973,7.1525574e-07,-1.7793026,-0.036435924,267.28033,0.00056860363,267.41342,34.90509,12.795693,3.0056112,425.7268,3.9120230054281455,34.861538,0.4616239,-3.911973,-0.6993735291750571,-10.0,0.0,309000,5.861865320242941,308,-0.6993735291750571,0.39872736,1.1196399,1000.0,3.911956,350.21585,-0.3607779,4.965485,0.5511476,1000.0,0.89029336,1.4174103159457445,-1.7313905,0.96979886,1000,-3.7354949,349.5327,0.9063617,3.5004702,-0.40361953,14.918331153695679,19090.628825851716,1000,-3.9119723,0.8798824558034539,425.07074,0.0,-0.37696934,309,57.176658134352294,-0.6993735291750571
-3.911973,7.1525574e-07,-1.5705701,0.13376725,263.70074,0.0004968082,264.09863,33.011257,14.428649,3.1693466,416.65335,3.9120230054281455,33.01639,0.40809855,-3.911973,1.2257587516324935,-10.0,0.0,310000,6.065249362029135,309,1.2257587516324935,0.6205869,0.992823,1000.0,3.9115188,353.45728,-0.4031304,4.4751115,0.42856315,1000.0,0.8041542,1.4781635170802474,-1.5563567,0.91109174,1000,-2.5975852,353.49792,0.74262667,2.6053514,0.6281961,18.871007791371003,19099.024571922608,1000,-3.9119723,0.9118199292570353,416.01102,0.0,-1.153038,310,57.176658134352294,1.2257587516324935
-3.911973,7.1525574e-07,-1.5294385,0.053728312,260.62936,0.00051466125,263.226,36.327927,18.718834,3.236098,415.38242,3.9120230054281455,36.5145,0.3985778,-3.911973,8.618910572303076,-10.0,0.0,311000,6.1588364746421576,310,8.618910572303076,0.5133107,0.9389434,1000.0,3.9119184,350.21936,-0.40888023,4.75935,0.50860894,1000.0,0.83689207,1.4103178661316633,-1.6022465,0.90763915,1000,-2.7322826,349.8529,0.675875,3.026167,-0.075252354,1.2293255465659427,19674.215192106552,1000,-3.9119723,0.9203221574425697,415.99786,0.0,-1.6008139,311,57.176658134352294,8.618910572303076
-3.911973,7.1525574e-07,-2.1307235,0.102033734,238.56699,0.0005855195,237.69711,35.026398,12.278806,3.1372533,429.42807,3.9120230054281455,34.93303,0.4562957,-3.911973,26.69833233285124,-10.0,0.0,312000,6.111104283481836,311,26.69833233285124,0.6446165,1.2343386,1000.0,3.9119704,355.8839,-0.42179966,4.9829645,0.57580614,1000.0,0.88006103,568.1168570518494,-1.6439056,1.1672412,1000,-3.1547701,355.2851,0.7747194,3.0634053,-0.29568475,-14.212065248587312,19682.790610983968,1000,-3.9119723,0.8958430234342813,427.8954,0.0,-2.8074603,312,57.176658134352294,26.69833233285124
-3.911973,7.1525574e-07,-1.8622825,0.042165793,271.95993,0.00055102154,272.31195,35.98207,14.4169235,3.0743194,439.90485,3.9120230054281455,35.85832,0.44867665,-3.911973,15.218785823191883,-10.0,0.0,313000,6.117495844140649,312,15.218785823191883,0.59819955,1.4507878,1000.0,3.9118907,356.32373,-0.41268092,5.10131,0.58343136,1000.0,0.8536092,1.5794768752530217,-1.6921245,1.1369793,1000,-4.5579934,355.72284,0.8376539,2.797148,-0.46147722,-7.380565873088626,19691.23360345792,1000,-3.9119723,0.9074249397963285,438.8026,0.0,-3.6047144,313,57.176658134352294,15.218785823191883
-3.911973,7.1525574e-07,-1.8259753,0.0035502166,283.99182,0.00063356775,284.88388,33.230843,14.437417,3.049911,430.2737,3.9120230054281455,33.06054,0.43303943,-3.911973,13.639324431884361,-10.0,0.0,314000,6.066855345852673,313,13.639324431884361,0.45489302,1.355968,1000.0,3.9119637,349.01868,-0.4746763,4.984416,0.5767773,1000.0,0.92427385,1.4217703389003873,-1.6757748,1.0577465,1000,-5.0329933,348.54846,0.8620622,2.707582,-0.034535754,-3.219399884416481,19699.711983806454,1000,-3.9119723,0.9004598539322615,429.26483,0.0,-2.3907433,314,57.176658134352294,13.639324431884361
-3.911973,7.1525574e-07,-1.7170359,0.07862228,257.07565,0.00051323406,253.4149,31.350931,16.815042,3.1786594,423.69632,3.9120230054281455,31.186459,0.41310015,-3.911973,16.109411514684485,-10.0,0.0,315000,6.087333474308252,314,16.109411514684485,0.5185971,1.0433533,1000.0,3.911775,354.77045,-0.42380315,5.1610436,0.7415212,1000.0,0.818551,1.5159063693135977,-1.6558942,1.3429245,1000,-2.6711607,354.11694,0.7333137,3.2376878,-0.4377727,6.0425538343077205,19708.17948907148,1000,-3.9119723,0.909846268594265,422.0997,0.0,-7.0281677,315,57.176658134352294,16.109411514684485
-3.911973,7.1525574e-07,-1.9341756,-0.06492172,235.86853,0.0005115922,234.62321,34.475613,12.025293,3.1832387,431.75726,3.9120230054281455,34.61274,0.40161315,-3.911973,12.411530182931417,-10.0,0.0,316000,6.229615597985685,315,12.411530182931417,0.4545305,1.0343783,1000.0,3.9111764,351.69952,-0.4573759,4.8319798,0.30310148,1000.0,0.80528486,1.4733635894954205,-1.6107521,0.90384334,1000,-2.8202546,351.48984,0.72873425,2.110213,0.475204,-27.11514716697631,19716.834032564424,1000,-3.9119723,0.9533711336553097,430.6088,0.0,-1.9446392,316,57.176658134352294,12.411530182931417
-3.911973,7.1525574e-07,-1.8981868,0.03846555,273.88022,0.000489904,272.7402,36.784645,12.287161,3.1486897,486.41394,3.9120230054281455,37.10971,0.3826096,-3.911973,35.10844868536315,-10.0,0.0,317000,6.016886948607862,316,35.10844868536315,0.4113643,0.78749514,1000.0,3.9119713,351.731,-0.4280875,4.8214817,0.45681018,1000.0,0.8054064,1.4701497303321958,-1.6293705,1.0194327,1000,-2.871093,351.24072,0.7632829,2.5916448,-0.16894026,1.4573520197756216,19725.132495915517,1000,-3.9119723,0.8854009611532092,485.03424,0.0,-1.2219915,317,57.176658134352294,35.10844868536315
-3.911973,7.1525574e-07,-2.4653618,-0.05336315,275.37628,0.0005577094,274.63428,37.958076,12.948737,3.029685,543.0381,3.9120230054281455,38.033817,0.392547,-3.911973,29.412404797502198,-10.0,0.0,318000,6.135858085937798,317,29.412404797502198,0.62453437,0.91674453,1000.0,3.911711,353.94067,-0.388061,4.9956923,0.6497479,1000.0,0.8988251,1.3990714708343148,-1.7222614,1.0752379,1000,-4.5450187,352.99585,0.8822879,2.8942003,-0.77034247,-10.849899053157573,19733.676155847497,1000,-3.9119723,0.9227259149774909,540.46246,0.0,-3.6948562,318,57.176658134352294,29.412404797502198
-3.911973,7.1525574e-07,-1.7902088,0.08232648,278.31595,0.0005407475,280.64203,35.887318,13.727069,3.1550713,494.6332,3.9120230054281455,35.9874,0.43505198,-3.911973,27.774803854415932,-10.0,0.0,319000,6.106884182430804,318,27.774803854415932,0.54983264,1.5978522,1000.0,3.9118502,349.18134,-0.38327932,4.7405376,0.5561538,1000.0,0.85938585,1.487940019927919,-1.6493301,1.0598359,1000,-2.749894,349.045,0.75690186,3.323146,0.25317216,-2.453738046261587,19742.106358221732,1000,-3.9119723,0.9071475453674793,494.56537,0.0,-1.8312469,319,57.176658134352294,27.774803854415932
-3.911973,7.1525574e-07,-2.0682216,0.01930264,248.963,0.00061547046,247.07584,40.799744,12.061658,3.1911395,555.65466,3.9120230054281455,40.77957,0.42298067,-3.911973,11.44887411856962,-10.0,0.0,320000,5.993251273408532,319,11.44887411856962,0.55302674,0.97258985,1000.0,3.9114645,355.81995,-0.4202402,4.923857,0.5655284,1000.0,0.9354431,1.419216233305633,-1.6285982,1.0502017,1000,-3.2183287,355.0993,0.7208333,4.8078613,-0.52164507,7.602247692927616,19750.305772908963,1000,-3.9119723,0.8912553871050477,554.5599,0.0,-2.480526,320,57.176658134352294,11.44887411856962
