best_single_option_policy/episode-length-std,gmm-log-w-min,gmm-mus-std,vf-avg,best_single_option_policy/return-min,gmm-log-w-std,log_p_z-std,discriminator_reward-min,vf-loss,qf-max,gmm-log-sigs-min,epoch,best_single_option_policy/return-std,discriminator_reward-max,max-path-return,log_p_z-max,discriminator-loss,gmm-log-w-max,discriminator_reward-avg,best_single_option_policy/return-max,best_single_option_policy/episode-length-min,policy-reg-loss,z-entropy,path-length,log_p_z-avg,best_single_option_policy/episode-length-max,qf-std,gmm-log-sigs-max,qf-min,vf-max,gmm-log-w-mean,time-total,gmm-mus-mean,bellman-error,vf-std,qf-avg,log_p_z-min,pool-size,gmm-log-sigs-std,discriminator_reward-std,gmm-log-sigs-mean,episodes,time-sample,best_single_option_policy/return-average,best_single_option_policy/episode-length-avg,last-path-return,vf-min,time-train,kl-surrogate-loss,time-eval,gmm-mus-min,gmm-mus-max
0.0,-0.36994424,0.08844607,952.9731,25.34127119666816,0.29924577,7.1525574e-07,-0.54572964,0.61059004,1041.5175,-0.6067674,14,0.0,3.911973,41.348245799695086,-3.911973,1.1127579,0.4860194,2.7992148,25.34127119666816,1000,5.401205e-05,3.9120230054281455,1000.0,-3.9119723,1000,83.021614,0.34886828,761.0568,1057.351,0.08491926,1050.1295737950131,-0.0066783247,0.5601707,83.013466,939.27234,-3.911973,15000,0.29171744,0.87697804,-0.12270993,15,0.8273237161338329,25.34127119666816,1000.0,41.348245799695086,778.1548,5.482299598865211,0.2906314,1.5710050035268068,-0.18727744,0.35732812
0.0,-0.41869372,0.078658834,989.81665,24.725164991807087,0.31172234,7.1525574e-07,1.3299325,0.43247485,1075.6841,-0.6013423,15,0.0,3.9119427,41.348245799695086,-3.911973,1.0380777,0.48746866,2.8738954,24.725164991807087,1000,5.521615e-05,3.9120230054281455,1000.0,-3.9119723,1000,79.36647,0.36808354,820.5804,1089.4172,0.0869413,1057.8115929588675,0.019176722,0.38560098,79.26923,976.00916,-3.911973,16000,0.29678953,0.6069879,-0.12567148,16,0.7981634512543678,24.725164991807087,1000.0,1.5390949002711096,834.7374,5.392613880336285,0.18103965,1.632310419343412,-0.17851831,0.25234935
0.0,-0.4289531,0.08033337,1016.54236,35.92418732461984,0.30907395,7.1525574e-07,-1.19099,0.76758426,1100.2903,-0.5813673,16,0.0,3.8339562,41.348245799695086,-3.911973,1.2468822,0.47087023,2.6650908,35.92418732461984,1000,5.3600495e-05,3.9120230054281455,1000.0,-3.9119723,1000,90.90394,0.35744625,781.0178,1117.1256,0.07707759,1065.526378011331,0.005325891,0.5564904,91.31239,1002.95435,-3.911973,17000,0.29295707,0.91346973,-0.122046284,17,0.7940655685961246,35.92418732461984,1000.0,8.699029460440629,786.95874,5.4150118958204985,0.49595022,1.4947316339239478,-0.23457304,0.31137797
0.0,-0.4699591,0.07554055,1036.1896,37.29603470793076,0.32215384,7.1525574e-07,-0.05324173,0.6293491,1134.9144,-0.5876045,17,0.0,3.9119694,41.348245799695086,-3.911973,1.185752,0.49573708,2.7262208,37.29603470793076,1000,5.2470932e-05,3.9120230054281455,1000.0,-3.9119723,1000,89.25073,0.32079756,822.0191,1145.0842,0.06854098,1073.4056035159156,-0.016264984,0.39901674,89.37912,1022.9137,-3.911973,18000,0.29051954,0.82222813,-0.12070352,18,0.8281456921249628,37.29603470793076,1000.0,4.2506401121668755,834.0287,5.496060956269503,1.0382555,1.5077479844912887,-0.23559737,0.24289045
0.0,-0.36823252,0.07120791,1072.1858,29.847794349070956,0.3030583,7.1525574e-07,-0.81537294,0.53341115,1150.6239,-0.58561516,18,0.0,3.9118645,41.348245799695086,-3.911973,1.3100283,0.44676483,2.601945,29.847794349070956,1000,5.197586e-05,3.9120230054281455,1000.0,-3.9119723,1000,87.38117,0.35006958,822.5279,1165.4329,0.07225081,1081.267788875848,-0.0039869593,0.39694995,87.63153,1057.9823,-3.911973,19000,0.28938928,0.9473888,-0.12295969,19,0.8320118971168995,29.847794349070956,1000.0,-4.182155497502319,834.4887,5.5084272203966975,-0.545515,1.546182094141841,-0.18546458,0.21497771
0.0,-0.39433777,0.06764696,1061.4509,26.919828698992312,0.30411255,7.1525574e-07,-0.27001476,1.3454394,1170.0249,-0.5962362,19,0.0,3.909581,41.348245799695086,-3.911973,1.183645,0.49450898,2.728328,26.919828698992312,1000,5.45391e-05,3.9120230054281455,1000.0,-3.9119723,1000,96.73672,0.3660565,851.86035,1185.7533,0.07015379,1089.1282048691064,-0.008075681,0.5513308,96.648094,1046.3987,-3.911973,20000,0.29835778,0.72526515,-0.124175176,20,0.8220508992671967,26.919828698992312,1000.0,-26.918496654788868,870.7251,5.467737887054682,-2.977262,1.528238476254046,-0.22922687,0.21419324
0.0,-0.36642304,0.062470675,1091.5103,35.86169541576677,0.30055907,7.1525574e-07,0.25965452,4.3995132,1192.0184,-0.5909794,20,0.0,3.9105058,41.348245799695086,-3.911973,1.2764304,0.4555304,2.6355426,35.86169541576677,1000,5.243183e-05,3.9120230054281455,1000.0,-3.9119723,1000,98.96957,0.3657536,876.13275,1208.6858,0.06806032,1559.6448326120153,-0.0069073103,1.1500633,98.69428,1075.3129,-3.911973,21000,0.2937923,0.8746373,-0.12082819,21,0.7934418106451631,35.86169541576677,1000.0,3.7589032326066922,894.29047,5.382893558591604,-6.1541615,1.5763287767767906,-0.24330607,0.2555322
0.0,-0.36626732,0.051334407,1119.9329,27.82212248492339,0.28612694,7.1525574e-07,-3.2255778,0.73981,1210.5602,-0.5888281,21,0.0,3.9077816,41.348245799695086,-3.911973,1.4834275,0.4549567,2.4285455,27.82212248492339,1000,4.9632377e-05,3.9120230054281455,1000.0,-3.9119723,1000,96.46876,0.3293547,895.58246,1223.9451,0.060515787,1567.3864231090993,-0.004480009,0.44355598,96.60417,1106.1975,-3.911973,22000,0.28606638,1.1343535,-0.12155445,22,0.8087221588939428,27.82212248492339,1000.0,29.952867305801977,909.929,5.374451110139489,0.11088955,464.3319715000689,-0.17242432,0.12750272
0.0,-0.4095924,0.06400212,1131.0969,36.62679383915065,0.32609814,7.1525574e-07,-0.0517025,0.6156167,1226.1655,-0.57473725,22,0.0,3.869351,46.46508965458627,-3.911973,1.3429103,0.47193933,2.5690627,36.62679383915065,1000,5.2742926e-05,3.9120230054281455,1000.0,-3.9119723,1000,91.60692,0.36353394,939.15515,1240.0104,0.0623064,1575.2597823524848,0.00061301165,0.34889323,91.53422,1117.3229,-3.911973,23000,0.29558876,0.82604474,-0.11839108,23,0.8091789772734046,36.62679383915065,1000.0,46.46508965458627,952.0413,5.418427282012999,-0.45362163,1.5698184566572309,-0.17704359,0.23923597
0.0,-0.40895218,0.05893945,1147.886,26.985445098684565,0.31049064,7.1525574e-07,0.045660257,0.83178234,1247.052,-0.5924878,23,0.0,3.911199,46.46508965458627,-3.911973,1.3890464,0.47506112,2.5229268,26.985445098684565,1000,5.157536e-05,3.9120230054281455,1000.0,-3.9119723,1000,89.93716,0.3413348,939.8125,1257.8466,0.055672042,1583.1011070385575,-0.0074448725,0.4229105,89.78819,1134.4548,-3.911973,24000,0.29224414,0.79614705,-0.1192259,24,0.8083629095926881,26.985445098684565,1000.0,27.071379233117728,953.4243,5.440964464098215,0.63802695,1.6424596700817347,-0.18823527,0.17287217
0.0,-0.36055118,0.05341593,1187.7305,35.27231845804943,0.30675602,7.1525574e-07,-0.491148,0.8410963,1256.0189,-0.5977318,24,0.0,3.873103,46.46508965458627,-3.911973,1.454217,0.4575653,2.457756,35.27231845804943,1000,5.1768617e-05,3.9120230054281455,1000.0,-3.9119723,1000,74.64705,0.33792484,985.151,1270.4974,0.05481238,1590.9253067877144,0.0015808909,0.46088392,74.826645,1174.3594,-3.911973,25000,0.2913341,0.9206212,-0.12572159,25,0.805464219301939,35.27231845804943,1000.0,2.2490022047966898,998.138,5.429166143760085,1.056733,1.5961578590795398,-0.1802375,0.15006644
0.0,-0.3602653,0.050319616,1182.5818,28.482193971325025,0.31078222,7.1525574e-07,-0.04351282,0.6985451,1268.6699,-0.57944566,25,0.0,3.909526,46.46508965458627,-3.911973,1.4978726,0.5033754,2.4141004,28.482193971325025,1000,5.26911e-05,3.9120230054281455,1000.0,-3.9119723,1000,83.06831,0.41336066,948.8449,1278.7466,0.057301268,1598.6592355072498,-0.008147178,0.24824761,82.906334,1168.7799,-3.911973,26000,0.29914805,0.9368052,-0.11530042,26,0.8544746888801455,28.482193971325025,1000.0,-13.20047407054572,962.09235,5.4817714393138885,0.20137024,1.5879837851971388,-0.20334232,0.15735827
0.0,-0.33517838,0.049026165,1214.6836,29.50661310788568,0.30809212,7.1525574e-07,-0.09291029,1.0228624,1277.3993,-0.5792213,26,0.0,3.911533,46.46508965458627,-3.911973,1.4385432,0.4489343,2.47343,29.50661310788568,1000,5.063385e-05,3.9120230054281455,1000.0,-3.9119723,1000,75.6417,0.34044087,985.67755,1292.8395,0.05386792,1606.3771931072697,-0.010509055,0.3940555,75.75557,1200.2681,-3.911973,27000,0.29093838,0.8913635,-0.118779466,27,0.836488263681531,29.50661310788568,1000.0,-4.378704323167433,998.0194,5.446648549288511,-2.280426,1.402687443420291,-0.16181132,0.12146205
0.0,-0.37193355,0.04886696,1229.6804,36.12857750983018,0.32286915,7.1525574e-07,-1.7763739,0.65922153,1290.3961,-0.5932431,27,0.0,3.9099236,46.46508965458627,-3.911973,1.4281442,0.4579373,2.4838285,36.12857750983018,1000,5.2875093e-05,3.9120230054281455,1000.0,-3.9119723,1000,69.96883,0.36117485,988.9993,1301.2346,0.055867746,1614.1357691399753,-0.008710846,0.34324074,69.90298,1215.9412,-3.911973,28000,0.29877126,0.9661818,-0.118414685,28,0.8453541668131948,36.12857750983018,1000.0,-4.365409891911218,1005.37665,5.520761931315064,0.55348474,1.4314433876425028,-0.14104068,0.16016172
0.0,-0.3827156,0.046131216,1217.4795,27.82417431187155,0.33403447,7.1525574e-07,-1.027226,0.974935,1297.1646,-0.5684771,28,0.0,3.9105854,46.46508965458627,-3.911973,1.6273488,0.47381198,2.284624,27.82417431187155,1000,4.993219e-05,3.9120230054281455,1000.0,-3.9119723,1000,80.170746,0.3468157,988.405,1313.3485,0.06024865,1622.1439891615883,0.0030461387,0.3444569,80.24402,1203.0886,-3.911973,29000,0.29092923,0.93903124,-0.11439923,29,0.8617813717573881,27.82417431187155,1000.0,35.05638625499348,1003.18054,5.5851356983184814,-1.7097583,1.3928154855966568,-0.13449188,0.15758677
0.0,-0.36621013,0.044440784,1237.9318,37.139953839979086,0.3124167,7.1525574e-07,-0.8001003,0.6213786,1302.1486,-0.5813924,29,0.0,3.8661392,46.46508965458627,-3.911973,1.4815788,0.45375702,2.4303942,37.139953839979086,1000,5.1220904e-05,3.9120230054281455,1000.0,-3.9119723,1000,68.6439,0.33024392,1027.0292,1316.4901,0.052093226,1630.0837646704167,-0.0011913845,0.3513865,68.62663,1223.7837,-3.911973,30000,0.29333508,0.89829016,-0.12008293,30,0.8050604267045856,37.139953839979086,1000.0,2.9114988892038767,1040.8773,5.454090087674558,-0.6790975,1.5713797397911549,-0.12828216,0.24183768
0.0,-0.36564752,0.042690583,1242.3785,32.09386389604038,0.31216052,7.1525574e-07,-0.36177254,0.7883704,1310.8165,-0.5737344,30,0.0,3.9111924,46.46508965458627,-3.911973,1.5179722,0.46628857,2.3940008,32.09386389604038,1000,5.132993e-05,3.9120230054281455,1000.0,-3.9119723,1000,82.98601,0.3369305,1012.959,1323.9192,0.053586647,2100.0156558938324,-0.002426091,0.34712446,83.229485,1228.5369,-3.911973,31000,0.29349634,0.93365836,-0.12120798,31,0.8231071289628744,32.09386389604038,1000.0,-8.201343033369858,1022.2276,5.480757310986519,0.09477218,1.6796003077179193,-0.16989812,0.18758482
0.0,-0.34985822,0.04190241,1264.7169,8.552985062348457,0.29785627,7.1525574e-07,-0.10292864,0.8770033,1323.9978,-0.5869123,31,0.0,3.9085252,46.46508965458627,-3.911973,1.6046643,0.41447103,2.3073087,8.552985062348457,1000,5.4197775e-05,3.9120230054281455,1000.0,-3.9119723,1000,64.06635,0.34038562,1046.8783,1337.855,0.048811,2108.1637232750654,-0.0017872012,0.29342237,64.05232,1250.0664,-3.911973,32000,0.30140847,0.92529505,-0.1256561,32,0.8623664770275354,8.552985062348457,1000.0,7.615202812885597,1060.5708,5.725375377573073,-2.0417762,463.6209403080866,-0.12920429,0.15391684
0.0,-0.3803623,0.04202849,1276.8906,37.23832241964739,0.3215354,7.1525574e-07,-1.4643912,3.6993573,1322.5415,-0.5719559,32,0.0,3.9081712,46.46508965458627,-3.911973,1.7413573,0.4460976,2.1706157,37.23832241964739,1000,5.1556057e-05,3.9120230054281455,1000.0,-3.9119723,1000,63.708294,0.34711796,1052.6276,1341.3105,0.049582385,2116.0310112945735,-0.0009447882,0.89826834,63.229465,1261.5447,-3.911973,33000,0.2964846,1.0159045,-0.11593849,33,0.8567446544766426,37.23832241964739,1000.0,8.610064947394672,1067.8713,5.6355800069868565,-3.9994624,1.5660349586978555,-0.12253978,0.18672793
0.0,-0.39088488,0.04231156,1268.2069,33.30347940975714,0.33501768,7.1525574e-07,-0.12854767,1.2212323,1330.8419,-0.56671685,33,0.0,3.9110925,46.46508965458627,-3.911973,1.6390207,0.44837353,2.2729523,33.30347940975714,1000,5.1631145e-05,3.9120230054281455,1000.0,-3.9119723,1000,71.05517,0.35639897,1051.7661,1343.8865,0.04432597,2123.761309247464,-0.0045413855,0.39107153,70.84715,1253.2828,-3.911973,34000,0.29660064,0.863035,-0.11610101,34,0.8438400039449334,33.30347940975714,1000.0,1.8798260736713857,1069.576,5.536822686903179,-2.9338412,1.3722478030249476,-0.12752764,0.13445538
0.0,-0.3946159,0.04019274,1283.6833,8.990877430636228,0.34080845,7.1525574e-07,-1.6732512,1.0936589,1332.933,-0.5718508,34,0.0,3.9116678,46.46508965458627,-3.911973,1.6216991,0.47544396,2.2902737,8.990877430636228,1000,5.114286e-05,3.9120230054281455,1000.0,-3.9119723,1000,62.047604,0.35038227,1089.0405,1347.3983,0.044125453,2131.3874492412433,-0.0063529187,0.42082137,62.06007,1269.4008,-3.911973,35000,0.29485396,1.0815759,-0.117008746,35,0.8196909688413143,8.990877430636228,1000.0,-0.5011661678361845,1101.8298,5.510650536045432,-0.7450355,1.3510880209505558,-0.11354291,0.17192616
0.0,-0.41037515,0.038542774,1288.4562,35.47519957017431,0.33820003,7.1525574e-07,-1.0576081,3.0136254,1341.0469,-0.5769399,35,0.0,3.9109888,46.46508965458627,-3.911973,1.7399358,0.49198565,2.1720371,35.47519957017431,1000,5.1127405e-05,3.9120230054281455,1000.0,-3.9119723,1000,57.324707,0.3808035,1111.9395,1352.7402,0.041849595,2139.1760171959177,-0.0042475183,0.9099699,57.1952,1276.6111,-3.911973,36000,0.2959636,0.95368916,-0.11470297,36,0.7853161739185452,35.47519957017431,1000.0,-13.490598318821602,1122.3824,5.563781776465476,5.348595,1.2937173275277019,-0.14438802,0.16679344
0.0,-0.4183106,0.039496426,1291.7758,19.100093809360132,0.32199988,7.1525574e-07,-0.32014656,1.6981118,1342.711,-0.57359827,36,0.0,3.8390687,46.46508965458627,-3.911973,1.7001332,0.4573498,2.21184,19.100093809360132,1000,5.0562834e-05,3.9120230054281455,1000.0,-3.9119723,1000,65.2536,0.333718,1073.3842,1357.0387,0.04763287,2146.992212777026,0.0005691087,0.6568285,65.365555,1278.06,-3.911973,37000,0.29370257,0.9152129,-0.11534376,37,0.7896012254059315,19.100093809360132,1000.0,-0.32138428051030443,1085.3484,5.469805428758264,0.23243442,1.449665148742497,-0.12373527,0.152755
0.0,-0.41390568,0.039807953,1303.8,42.361704913403,0.32669502,7.1525574e-07,-1.2019062,0.79601336,1345.9343,-0.5776275,37,0.0,3.9109433,46.46508965458627,-3.911973,1.6459396,0.45673066,2.2660336,42.361704913403,1000,5.001569e-05,3.9120230054281455,1000.0,-3.9119723,1000,62.26043,0.34279782,1065.7485,1360.314,0.041978195,2154.567865686491,-0.0054570707,0.2857957,62.31515,1289.303,-3.911973,38000,0.2908827,1.0340071,-0.117491186,38,0.775738438591361,42.361704913403,1000.0,18.15738316234039,1081.0505,5.34896719455719,-1.5429777,1.5569063359871507,-0.13689372,0.12936844
0.0,-0.3839758,0.03986013,1296.7595,22.877623506406454,0.31546453,7.1525574e-07,-2.3366323,1.6531222,1347.5327,-0.55748814,38,0.0,3.8551264,46.46508965458627,-3.911973,1.6944046,0.48215464,2.2175686,22.877623506406454,1000,4.9420058e-05,3.9120230054281455,1000.0,-3.9119723,1000,69.83268,0.3375692,1080.0104,1360.3143,0.04504627,2162.2916224803776,-0.0033929357,0.5410504,69.17907,1282.1335,-3.911973,39000,0.28943428,1.0721459,-0.11604984,39,0.8110264101997018,22.877623506406454,1000.0,4.9841611474103305,1097.023,5.536782732233405,-2.0483146,1.4516174737364054,-0.16512223,0.13368398
0.0,-0.40691423,0.039206672,1305.3322,28.650795009205982,0.33535063,7.1525574e-07,-1.5390916,0.94748497,1352.4785,-0.5638828,39,0.0,3.9117186,46.46508965458627,-3.911973,1.7174723,0.48498324,2.194501,28.650795009205982,1000,5.2249638e-05,3.9120230054281455,1000.0,-3.9119723,1000,61.988052,0.36160463,1113.7212,1366.2615,0.04113193,2170.3151507927105,-0.0058043716,0.36889368,61.81125,1291.516,-3.911973,40000,0.29901037,0.98198384,-0.11628076,40,0.8814102215692401,28.650795009205982,1000.0,-5.485004987793678,1124.1449,5.7346004247665405,0.33440006,1.3733624098822474,-0.14155617,0.1472062
